Wetland,Location,Date,Watertemp_c,Waterlevel,ppm_NOTcorrected,Flux_mean,Flux_stdev,Time_Baro,AirPress_kpa,AirTemp_C,AirPress_hpa,CO2_ppm,AirPress_atm,VaporPressure_atm,TotalAir_atm,Total_air_MolperL,CO2_air_MolesPerLiter,CO2_air_gCO2asCPerLiter,Watertemp_K,KH_mol.L.atm,CO2_water_gCO2asCPerLiter,deltaCO2_gCO2asCperM3,Flux_gCO2asCperM2perDay,k_m.d,Sc,K600,Average Wind veolcity per day,Solar radiation (W/m^2),Average wetland wind,Average wetland solar radiation ,average wetland water temp ,average wetland air  temp ,Average wetland of flux ,average area ,average precip,average_co2,Wetland
9,3,7/8/2022,7.28,"0.6314629	",NA,0.3125,0.164595464,11:29,63.80642,8.629661,638.0642,NA,0.629720426,0.011188319,0.618532107,0.026750693,1.10E-05,0.000131613,280.43,0.05820633,NA,NA,0.324,NA,1218.304348,NA,4.677323739,64.694444,,,,,,,,,
9,1,7/18/2022,7.582,0.6193947,3202.695,0.244285714,0.084628038,9:27,63.80909,11.34625,638.0909,4742.30703,0.629746777,0.013421396,0.616325381,0.02640073,1.08E-05,0.000129892,280.732,0.057672904,0.003282031,0.181793055,0.253275429,1.393207394,1196.064477,1.967059251,5.392093784,54.069444,,,,,,,,,
9,2,7/18/2022,7.582,0.6193947,NA,0.244285714,0.084628038,9:27,63.80909,11.34625,638.0909,NA,0.629746777,0.013421396,0.616325381,0.02640073,1.08E-05,0.000129892,280.732,0.057672904,NA,NA,0.253275429,NA,1196.064477,NA,5.392093784,54.069444,,,,,,,,,
9,3,7/18/2022,7.582,0.6193947,NA,0.244285714,0.084628038,9:27,63.80909,11.34625,638.0909,NA,0.629746777,0.013421396,0.616325381,0.02640073,1.08E-05,0.000129892,280.732,0.057672904,NA,NA,0.253275429,NA,1196.064477,NA,5.392093784,54.069444,,,,,,,,,
9,1,7/28/2022,7.682,x,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,280.832,0.057497603,NA,NA,NA,NA,1188.801633,NA,2.043713865,151.256944,,,,,,,,,
9,2,7/28/2022,7.682,x,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,280.832,0.057497603,NA,NA,NA,NA,1188.801633,NA,2.043713865,151.256944,,,,,,,,,
9,3,7/28/2022,7.682,x,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,280.832,0.057497603,NA,NA,NA,NA,1188.801633,NA,2.043713865,151.256944,,,,,,,,,
10,1,7/5/2022,7.179,0.6548553,1238.949,0.296666667,0.0665332,11:25,63.70984,7.503792,637.0984,1833.947021,0.628767255,0.010363457,0.618403798,0.026852434,1.10E-05,0.000132114,280.329,0.058386084,0.001284924,0.067308053,0.307584,4.569794921,1225.845651,6.531891781,4.766883357,67.774306,,,,,,,,,
10,2,7/5/2022,7.179,0.6548553,1888.932,0.296666667,0.0665332,11:25,63.70984,7.503792,637.0984,2796.08056,0.628767255,0.010363457,0.618403798,0.026852434,1.10E-05,0.000132114,280.329,0.058386084,0.001959026,0.10666626,0.307584,2.883610995,1225.845651,4.12172434,4.766883357,67.774306,,,,,,,,,
10,3,7/5/2022,7.179,0.6548553,2716.78,0.296666667,0.0665332,11:25,63.70984,7.503792,637.0984,4021.497727,0.628767255,0.010363457,0.618403798,0.026852434,1.10E-05,0.000132114,280.329,0.058386084,0.002817594,0.156794667,0.307584,1.961699367,1225.845651,2.803978777,4.766883357,67.774306,,,,,,,,,
10,1,7/8/2022,7.381,0.6480597,1371.407,0.254285714,0.020701967,11:40,63.79533,8.826833,637.9533,2029.651208,0.629610976,0.011338584,0.618272392,0.026720763,1.10E-05,0.000131466,280.531,0.058027257,0.001413301,0.074381367,0.263643429,3.544482139,1210.815076,5.03519248,4.677323739,64.694444,,,,,,,,,
10,2,7/8/2022,7.381,0.6480597,2052.39,0.254285714,0.020701967,11:40,63.79533,8.826833,637.9533,3037.49058,0.629610976,0.011338584,0.618272392,0.026720763,1.10E-05,0.000131466,280.531,0.058027257,0.002115087,0.115104076,0.263643429,2.290478649,1210.815076,3.253790093,4.677323739,64.694444,,,,,,,,,
10,3,7/8/2022,7.381,0.6480597,2159.169,0.254285714,0.020701967,11:40,63.79533,8.826833,637.9533,3195.521074,0.629610976,0.011338584,0.618272392,0.026720763,1.10E-05,0.000131466,280.531,0.058027257,0.002225128,0.121489448,0.263643429,2.170093221,1210.815076,3.082773911,4.677323739,64.694444,,,,,,,,,
10,1,7/18/2022,8.282,0.6151322,1568.508,0.53,0.18,10:53,63.77594,9.472281,637.7594,2328.414324,0.629419612,0.011843008,0.617576604,0.026629736,1.09E-05,0.000131018,281.432,0.056459497,0.001577533,0.081669504,0.549504,6.728386683,1146.266076,9.299894827,5.392093784,54.069444,,,,,,,,,
10,2,7/18/2022,8.282,0.6151322,2633.475,0.53,0.18,10:53,63.77594,9.472281,637.7594,3909.333527,0.629419612,0.011843008,0.617576604,0.026629736,1.09E-05,0.000131018,281.432,0.056459497,0.002648628,0.142142978,0.549504,3.865853986,1146.266076,5.343336699,5.392093784,54.069444,,,,,,,,,
10,3,7/18/2022,8.282,0.6151322,2769.068,0.53,0.18,10:53,63.77594,9.472281,637.7594,4110.61824,0.629419612,0.011843008,0.617576604,0.026629736,1.09E-05,0.000131018,281.432,0.056459497,0.002785001,0.149842541,0.549504,3.66720957,1146.266076,5.068772786,5.392093784,54.069444,,,,,,,,,
10,1,7/28/2022,8.182,x,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,281.332,0.056630898,NA,NA,NA,NA,1153.232586,NA,2.043713865,151.256944,,,,,,,,,
10,2,7/28/2022,8.182,x,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,281.332,0.056630898,NA,NA,NA,NA,1153.232586,NA,2.043713865,151.256944,,,,,,,,,
10,3,7/28/2022,8.182,x,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,281.332,0.056630898,NA,NA,NA,NA,1153.232586,NA,2.043713865,151.256944,,,,,,,,,
11,1,7/11/2022,8.4016,0.3165531,271.0169,0.012857143,0.014960265,10:56,62.78498,14.99531,627.8498,406.2982793,0.619639597,0.017034252,0.602605345,0.025486127,1.04E-05,0.000125392,281.5516,0.056255341,0.000274277,0.008375612,0.013330286,1.591559612,1137.997827,2.191886193,2.519909426,196.024306,,,,,,,,,
11,2,7/11/2022,8.4016,0.3165531,NA,0.012857143,0.014960265,10:56,62.78498,14.99531,627.8498,NA,0.619639597,0.017034252,0.602605345,0.025486127,1.04E-05,0.000125392,281.5516,0.056255341,NA,NA,0.013330286,NA,1137.997827,NA,2.519909426,196.024306,,,,,,,,,
11,3,7/11/2022,8.4016,0.3165531,NA,0.012857143,0.014960265,10:56,62.78498,14.99531,627.8498,NA,0.619639597,0.017034252,0.602605345,0.025486127,1.04E-05,0.000125392,281.5516,0.056255341,NA,NA,0.013330286,NA,1137.997827,NA,2.519909426,196.024306,,,,,,,,,
11,1,7/19/2022,6.166,0.3210512,453.6271,0.064,0.028809721,11:01,62.74875,10.48571,627.4875,675.4931248,0.619282034,0.012674964,0.60660707,0.026063275,1.07E-05,0.000128231,279.316,0.060227391,0.000488198,0.02167987,0.0663552,3.060682588,1304.417272,4.512850411,4.196084444,90.711806,,,,,,,,,
11,2,7/19/2022,6.166,0.3210512,NA,0.064,0.028809721,11:01,62.74875,10.48571,627.4875,NA,0.619282034,0.012674964,0.60660707,0.026063275,1.07E-05,0.000128231,279.316,0.060227391,NA,NA,0.0663552,NA,1304.417272,NA,4.196084444,90.711806,,,,,,,,,
11,3,7/19/2022,6.166,0.3210512,NA,0.064,0.028809721,11:01,62.74875,10.48571,627.4875,NA,0.619282034,0.012674964,0.60660707,0.026063275,1.07E-05,0.000128231,279.316,0.060227391,NA,NA,0.0663552,NA,1304.417272,NA,4.196084444,90.711806,,,,,,,,,
11,1,7/22/2022,6.37,0.3324407,456.5085,0.034,0.028809721,12:02,62.68232,7.519318,626.8232,680.6542045,0.618626421,0.010374457,0.608251964,0.026410159,1.08E-05,0.000129938,279.52,0.05985089,0.000488853,0.02148139,0.0352512,1.641011097,1288.158982,2.404476992,2.543917408,86.424351,,,,,,,,,
11,2,7/22/2022,6.37,0.3324407,NA,0.034,0.028809721,12:02,62.68232,7.519318,626.8232,NA,0.618626421,0.010374457,0.608251964,0.026410159,1.08E-05,0.000129938,279.52,0.05985089,NA,NA,0.0352512,NA,1288.158982,NA,2.543917408,86.424351,,,,,,,,,
11,3,7/22/2022,6.37,0.3324407,NA,0.034,0.028809721,12:02,62.68232,7.519318,626.8232,NA,0.618626421,0.010374457,0.608251964,0.026410159,1.08E-05,0.000129938,279.52,0.05985089,NA,NA,0.0352512,NA,1288.158982,NA,2.543917408,86.424351,,,,,,,,,
12,1,7/6/2022,6.0454,0.3967293,1154.627,0.127142857,0.038172541,12:24,62.70932,6.593249,627.0932,1719.332215,0.61889289,0.009736093,0.609156797,0.026537005,1.09E-05,0.000130562,279.1954,0.060451342,0.001247231,0.067504153,0.131821714,1.952794127,1314.133896,2.89001864,5.629174683,93.972222,,,,,,,,,
12,2,7/6/2022,6.0454,0.3967293,1131.746,0.127142857,0.038172541,12:24,62.70932,6.593249,627.0932,1685.260571,0.61889289,0.009736093,0.609156797,0.026537005,1.09E-05,0.000130562,279.1954,0.060451342,0.001222515,0.066010031,0.131821714,1.996995195,1314.133896,2.95543358,5.629174683,93.972222,,,,,,,,,
12,3,7/6/2022,6.0454,0.3967293,1113.78,0.127142857,0.038172541,12:24,62.70932,6.593249,627.0932,1658.507756,0.61889289,0.009736093,0.609156797,0.026537005,1.09E-05,0.000130562,279.1954,0.060451342,0.001203108,0.064836856,0.131821714,2.033129333,1314.133896,3.008909946,5.629174683,93.972222,,,,,,,,,
12,1,7/22/2022,6.1658,"0.3674041	",834.7963,0.115,0.036253079,9:30,62.88231,11.6134,628.8231,1241.510944,0.620600169,0.013660863,0.606939306,0.02597428,1.06E-05,0.000127793,279.3158,0.060227761,0.000897281,0.046344517,0.119232,2.572731503,1304.433321,3.79340997,2.543917408,86.424351,,,,,,,,,
12,2,7/22/2022,6.1658,"0.3674041	",1625.712,0.115,0.036253079,9:30,62.88231,11.6134,628.8231,2417.76256,0.620600169,0.013660863,0.606939306,0.02597428,1.06E-05,0.000127793,279.3158,0.060227761,0.001747397,0.097545102,0.119232,1.222326882,1304.433321,1.802281729,2.543917408,86.424351,,,,,,,,,
12,3,7/22/2022,6.1658,"0.3674041	",1475.712,0.115,0.036253079,9:30,62.88231,11.6134,628.8231,2194.682221,0.620600169,0.013660863,0.606939306,0.02597428,1.06E-05,0.000127793,279.3158,0.060227761,0.00158617,0.087834727,0.119232,1.357458534,1304.433321,2.001529009,2.543917408,86.424351,,,,,,,,,
12,1,7/27/2022,7.2852,0.383843,1459.441,NA,NA,9:34,62.96565,8.647367,629.6565,2176.481891,0.621422671,0.01120174,0.610220931,0.026389587,1.08E-05,0.000129837,280.4352,0.058197094,0.001519979,0.08090224,NA,NA,1217.917494,NA,2.356118102,78.892361,,,,,,,,,
12,2,7/27/2022,7.2852,0.383843,1407.237,NA,NA,9:34,62.96565,8.647367,629.6565,2098.629438,0.621422671,0.01120174,0.610220931,0.026389587,1.08E-05,0.000129837,280.4352,0.058197094,0.00146561,0.077738097,NA,NA,1217.917494,NA,2.356118102,78.892361,,,,,,,,,
12,3,7/27/2022,7.2852,0.383843,1408.034,NA,NA,9:34,62.96565,8.647367,629.6565,2099.818014,0.621422671,0.01120174,0.610220931,0.026389587,1.08E-05,0.000129837,280.4352,0.058197094,0.00146644,0.077786404,NA,NA,1217.917494,NA,2.356118102,78.892361,,,,,,,,,
