"Plot Title: DO_01"
"#","Date Time, GMT-04:00","DO conc, mg/L (LGR S/N: 20645539, SEN S/N: 20645539)","Temp, °F (LGR S/N: 20645539, SEN S/N: 20645539)","Expired Sensor Cap (LGR S/N: 20645539)","Coupler Attached (LGR S/N: 20645539)","Host Connected (LGR S/N: 20645539)","Stopped (LGR S/N: 20645539)","End Of File (LGR S/N: 20645539)"
1134,08/26/19 07:45:00 AM,3.34,41.97,,,,,
1135,08/26/19 08:00:00 AM,3.36,41.90,,,,,
1136,08/26/19 08:15:00 AM,3.38,41.86,,,,,
1137,08/26/19 08:30:00 AM,3.43,41.83,,,,,
1138,08/26/19 08:45:00 AM,3.48,41.83,,,,,
1139,08/26/19 09:00:00 AM,3.55,41.83,,,,,
1140,08/26/19 09:15:00 AM,3.63,41.94,,,,,
1141,08/26/19 09:30:00 AM,3.72,42.04,,,,,
1142,08/26/19 09:45:00 AM,3.83,42.26,,,,,
1143,08/26/19 10:00:00 AM,3.96,42.48,,,,,
1144,08/26/19 10:15:00 AM,4.08,42.76,,,,,
1145,08/26/19 10:30:00 AM,4.20,43.23,,,,,
1146,08/26/19 10:45:00 AM,4.35,43.74,,,,,
1147,08/26/19 11:00:00 AM,4.47,44.28,,,,,
1148,08/26/19 11:15:00 AM,4.61,45.18,,,,,
1149,08/26/19 11:30:00 AM,4.71,46.26,,,,,
1150,08/26/19 11:45:00 AM,4.83,46.69,,,,,
1151,08/26/19 12:00:00 PM,4.92,47.08,,,,,
1152,08/26/19 12:15:00 PM,5.04,47.98,,,,,
1153,08/26/19 12:30:00 PM,5.12,49.03,,,,,
1154,08/26/19 12:45:00 PM,5.22,50.43,,,,,
1155,08/26/19 01:00:00 PM,5.29,51.58,,,,,
1156,08/26/19 01:15:00 PM,5.33,52.56,,,,,
1157,08/26/19 01:30:00 PM,5.42,53.56,,,,,
1158,08/26/19 01:45:00 PM,5.46,54.82,,,,,
1159,08/26/19 02:00:00 PM,5.43,55.58,,,,,
1160,08/26/19 02:15:00 PM,5.44,56.01,,,,,
1161,08/26/19 02:30:00 PM,5.42,56.59,,,,,
1162,08/26/19 02:45:00 PM,5.41,57.02,,,,,
1163,08/26/19 03:00:00 PM,5.37,57.31,,,,,
1164,08/26/19 03:15:00 PM,5.32,57.88,,,,,
1165,08/26/19 03:30:00 PM,5.25,57.38,,,,,
1166,08/26/19 03:45:00 PM,5.23,57.09,,,,,
1167,08/26/19 04:00:00 PM,5.21,57.20,,,,,
1168,08/26/19 04:15:00 PM,5.18,57.16,,,,,
1169,08/26/19 04:30:00 PM,5.11,56.66,,,,,
1170,08/26/19 04:45:00 PM,5.04,55.83,,,,,
1171,08/26/19 05:00:00 PM,4.96,55.04,,,,,
1172,08/26/19 05:15:00 PM,4.90,54.43,,,,,
1173,08/26/19 05:30:00 PM,4.84,53.85,,,,,
1174,08/26/19 05:45:00 PM,4.80,53.31,,,,,
1175,08/26/19 06:00:00 PM,4.76,52.74,,,,,
1176,08/26/19 06:15:00 PM,4.77,52.20,,,,,
1177,08/26/19 06:30:00 PM,4.76,51.62,,,,,
1178,08/26/19 06:45:00 PM,4.70,51.12,,,,,
1179,08/26/19 07:00:00 PM,4.64,50.65,,,,,
1180,08/26/19 07:15:00 PM,4.56,50.18,,,,,
1181,08/26/19 07:30:00 PM,4.48,49.75,,,,,
1182,08/26/19 07:45:00 PM,4.39,49.39,,,,,
1183,08/26/19 08:00:00 PM,4.29,49.03,,,,,
1184,08/26/19 08:15:00 PM,4.22,48.70,,,,,
1185,08/26/19 08:30:00 PM,4.15,48.45,,,,,
1186,08/26/19 08:45:00 PM,4.08,48.20,,,,,
1187,08/26/19 09:00:00 PM,4.02,47.98,,,,,
1188,08/26/19 09:15:00 PM,3.95,47.77,,,,,
1189,08/26/19 09:30:00 PM,3.89,47.59,,,,,
1190,08/26/19 09:45:00 PM,3.83,47.37,,,,,
1191,08/26/19 10:00:00 PM,3.77,47.16,,,,,
1192,08/26/19 10:15:00 PM,3.73,46.94,,,,,
1193,08/26/19 10:30:00 PM,3.69,46.80,,,,,
1194,08/26/19 10:45:00 PM,3.64,46.62,,,,,
1195,08/26/19 11:00:00 PM,3.60,46.47,,,,,
1196,08/26/19 11:15:00 PM,3.56,46.33,,,,,
1197,08/26/19 11:30:00 PM,3.52,46.18,,,,,
1198,08/26/19 11:45:00 PM,3.48,46.04,,,,,
1199,08/27/19 12:00:00 AM,3.46,45.90,,,,,
1200,08/27/19 12:15:00 AM,3.43,45.75,,,,,
1201,08/27/19 12:30:00 AM,3.41,45.61,,,,,
1202,08/27/19 12:45:00 AM,3.39,45.46,,,,,
1203,08/27/19 01:00:00 AM,3.37,45.32,,,,,
1204,08/27/19 01:15:00 AM,3.35,45.18,,,,,
1205,08/27/19 01:30:00 AM,3.33,45.07,,,,,
1206,08/27/19 01:45:00 AM,3.31,44.96,,,,,
1207,08/27/19 02:00:00 AM,3.29,44.85,,,,,
1208,08/27/19 02:15:00 AM,3.26,44.78,,,,,
1209,08/27/19 02:30:00 AM,3.24,44.67,,,,,
1210,08/27/19 02:45:00 AM,3.22,44.60,,,,,
1211,08/27/19 03:00:00 AM,3.21,44.49,,,,,
1212,08/27/19 03:15:00 AM,3.20,44.38,,,,,
1213,08/27/19 03:30:00 AM,3.18,44.31,,,,,
1214,08/27/19 03:45:00 AM,3.16,44.20,,,,,
1215,08/27/19 04:00:00 AM,3.15,44.13,,,,,
1216,08/27/19 04:15:00 AM,3.13,44.06,,,,,
1217,08/27/19 04:30:00 AM,3.12,43.95,,,,,
1218,08/27/19 04:45:00 AM,3.10,43.88,,,,,
1219,08/27/19 05:00:00 AM,3.07,43.81,,,,,
1220,08/27/19 05:15:00 AM,3.03,43.74,,,,,
1221,08/27/19 05:30:00 AM,3.03,43.66,,,,,
1222,08/27/19 05:45:00 AM,3.02,43.59,,,,,
1223,08/27/19 06:00:00 AM,3.03,43.52,,,,,
1224,08/27/19 06:15:00 AM,3.02,43.45,,,,,
1225,08/27/19 06:30:00 AM,3.01,43.38,,,,,
1226,08/27/19 06:45:00 AM,3.00,43.30,,,,,
1227,08/27/19 07:00:00 AM,2.99,43.27,,,,,
1228,08/27/19 07:15:00 AM,2.98,43.20,,,,,
1229,08/27/19 07:30:00 AM,2.97,43.12,,,,,
1230,08/27/19 07:45:00 AM,2.97,43.05,,,,,
1231,08/27/19 08:00:00 AM,2.98,42.98,,,,,
1232,08/27/19 08:15:00 AM,2.99,42.94,,,,,
1233,08/27/19 08:30:00 AM,3.00,42.91,,,,,
1234,08/27/19 08:45:00 AM,3.02,42.87,,,,,
1235,08/27/19 09:00:00 AM,3.04,42.87,,,,,
1236,08/27/19 09:15:00 AM,3.09,42.87,,,,,
1237,08/27/19 09:30:00 AM,3.14,42.94,,,,,
1238,08/27/19 09:45:00 AM,3.20,43.02,,,,,
1239,08/27/19 10:00:00 AM,3.27,43.12,,,,,
1240,08/27/19 10:15:00 AM,3.38,43.27,,,,,
1241,08/27/19 10:30:00 AM,3.48,43.45,,,,,
1242,08/27/19 10:45:00 AM,3.60,43.63,,,,,
1243,08/27/19 11:00:00 AM,3.71,43.84,,,,,
1244,08/27/19 11:15:00 AM,3.83,44.06,,,,,
1245,08/27/19 11:30:00 AM,3.96,44.28,,,,,
1246,08/27/19 11:45:00 AM,4.06,44.56,,,,,
1247,08/27/19 12:00:00 PM,4.17,44.85,,,,,
1248,08/27/19 12:15:00 PM,4.27,45.14,,,,,
1249,08/27/19 12:30:00 PM,4.38,45.64,,,,,
1250,08/27/19 12:45:00 PM,4.47,46.00,,,,,
1251,08/27/19 01:00:00 PM,4.57,46.94,,,,,
1252,08/27/19 01:15:00 PM,4.65,47.66,,,,,
1253,08/27/19 01:30:00 PM,4.74,47.77,,,,,
1254,08/27/19 01:45:00 PM,4.82,48.31,,,,,
1255,08/27/19 02:00:00 PM,4.92,48.88,,,,,
1256,08/27/19 02:15:00 PM,5.00,49.96,,,,,
1257,08/27/19 02:30:00 PM,5.06,50.50,,,,,
1258,08/27/19 02:45:00 PM,5.13,51.01,,,,,
1259,08/27/19 03:00:00 PM,5.17,51.40,,,,,
1260,08/27/19 03:15:00 PM,5.16,51.19,,,,,
1261,08/27/19 03:30:00 PM,5.13,50.76,,,,,
1262,08/27/19 03:45:00 PM,5.12,50.32,,,,,
1263,08/27/19 04:00:00 PM,5.11,50.04,,,,,
1264,08/27/19 04:15:00 PM,5.12,50.22,,,,,
1265,08/27/19 04:30:00 PM,5.15,50.79,,,,,
1266,08/27/19 04:45:00 PM,5.13,51.22,,,,,
1267,08/27/19 05:00:00 PM,5.12,51.26,,,,,
1268,08/27/19 05:15:00 PM,5.11,51.30,,,,,
1269,08/27/19 05:30:00 PM,5.11,51.55,,,,,
1270,08/27/19 05:45:00 PM,5.09,51.51,,,,,
1271,08/27/19 06:00:00 PM,5.08,51.26,,,,,
1272,08/27/19 06:15:00 PM,5.05,50.94,,,,,
1273,08/27/19 06:30:00 PM,5.02,50.68,,,,,
1274,08/27/19 06:45:00 PM,4.98,50.32,,,,,
1275,08/27/19 07:00:00 PM,4.94,49.93,,,,,
1276,08/27/19 07:15:00 PM,4.90,49.50,,,,,
1277,08/27/19 07:30:00 PM,4.84,49.10,,,,,
1278,08/27/19 07:45:00 PM,4.75,48.70,,,,,
1279,08/27/19 08:00:00 PM,4.65,48.34,,,,,
1280,08/27/19 08:15:00 PM,4.55,48.06,,,,,
1281,08/27/19 08:30:00 PM,4.45,47.80,,,,,
1282,08/27/19 08:45:00 PM,4.36,47.55,,,,,
1283,08/27/19 09:00:00 PM,4.26,47.30,,,,,
1284,08/27/19 09:15:00 PM,4.18,47.01,,,,,
1285,08/27/19 09:30:00 PM,4.10,46.76,,,,,
1286,08/27/19 09:45:00 PM,4.02,46.58,,,,,
1287,08/27/19 10:00:00 PM,3.96,46.36,,,,,
1288,08/27/19 10:15:00 PM,3.88,46.22,,,,,
1289,08/27/19 10:30:00 PM,3.82,46.08,,,,,
1290,08/27/19 10:45:00 PM,3.72,45.97,,,,,
1291,08/27/19 11:00:00 PM,3.69,45.86,,,,,
1292,08/27/19 11:15:00 PM,3.65,45.79,,,,,
1293,08/27/19 11:30:00 PM,3.61,45.68,,,,,
1294,08/27/19 11:45:00 PM,3.58,45.61,,,,,
1295,08/28/19 12:00:00 AM,3.54,45.54,,,,,
1296,08/28/19 12:15:00 AM,3.52,45.43,,,,,
1297,08/28/19 12:30:00 AM,3.47,45.32,,,,,
1298,08/28/19 12:45:00 AM,3.44,45.25,,,,,
1299,08/28/19 01:00:00 AM,3.41,45.14,,,,,
1300,08/28/19 01:15:00 AM,3.38,45.00,,,,,
1301,08/28/19 01:30:00 AM,3.35,44.92,,,,,
1302,08/28/19 01:45:00 AM,3.33,44.82,,,,,
1303,08/28/19 02:00:00 AM,3.30,44.74,,,,,
1304,08/28/19 02:15:00 AM,3.29,44.60,,,,,
1305,08/28/19 02:30:00 AM,3.29,44.38,,,,,
1306,08/28/19 02:45:00 AM,3.28,44.13,,,,,
1307,08/28/19 03:00:00 AM,3.30,43.84,,,,,
1308,08/28/19 03:15:00 AM,3.31,43.63,,,,,
1309,08/28/19 03:30:00 AM,3.33,43.41,,,,,
1310,08/28/19 03:45:00 AM,3.35,43.16,,,,,
1311,08/28/19 04:00:00 AM,3.36,42.98,,,,,
1312,08/28/19 04:15:00 AM,3.39,42.84,,,,,
1313,08/28/19 04:30:00 AM,3.41,42.80,,,,,
1314,08/28/19 04:45:00 AM,3.43,42.80,,,,,
1315,08/28/19 05:00:00 AM,3.43,42.76,,,,,
1316,08/28/19 05:15:00 AM,3.43,42.73,,,,,
1317,08/28/19 05:30:00 AM,3.43,42.69,,,,,
1318,08/28/19 05:45:00 AM,3.42,42.66,,,,,
1319,08/28/19 06:00:00 AM,3.42,42.62,,,,,
1320,08/28/19 06:15:00 AM,3.41,42.55,,,,,
1321,08/28/19 06:30:00 AM,3.38,42.48,,,,,
1322,08/28/19 06:45:00 AM,3.37,42.30,,,,,
1323,08/28/19 07:00:00 AM,3.38,42.19,,,,,
1324,08/28/19 07:15:00 AM,3.39,42.12,,,,,
1325,08/28/19 07:30:00 AM,3.41,42.01,,,,,
1326,08/28/19 07:45:00 AM,3.44,41.97,,,,,
1327,08/28/19 08:00:00 AM,3.48,41.94,,,,,
1328,08/28/19 08:15:00 AM,3.54,41.97,,,,,
1329,08/28/19 08:30:00 AM,3.59,42.15,,,,,
1330,08/28/19 08:45:00 AM,3.66,42.33,,,,,
1331,08/28/19 09:00:00 AM,3.74,42.44,,,,,
1332,08/28/19 09:15:00 AM,3.81,42.58,,,,,
1333,08/28/19 09:30:00 AM,3.88,42.66,,,,,
1334,08/28/19 09:45:00 AM,3.98,42.80,,,,,
1335,08/28/19 10:00:00 AM,4.08,42.87,,,,,
1336,08/28/19 10:15:00 AM,4.20,43.20,,,,,
1337,08/28/19 10:30:00 AM,4.35,43.48,,,,,
1338,08/28/19 10:45:00 AM,4.52,43.70,,,,,
1339,08/28/19 11:00:00 AM,4.62,43.84,,,,,
1340,08/28/19 11:15:00 AM,4.71,43.99,,,,,
1341,08/28/19 11:30:00 AM,4.81,44.13,,,,,
1342,08/28/19 11:45:00 AM,4.90,44.38,,,,,
1343,08/28/19 12:00:00 PM,5.00,44.82,,,,,
1344,08/28/19 12:15:00 PM,5.10,45.21,,,,,
1345,08/28/19 12:30:00 PM,5.20,45.36,,,,,
1346,08/28/19 12:45:00 PM,5.24,45.54,,,,,
1347,08/28/19 01:00:00 PM,5.33,45.90,,,,,
1348,08/28/19 01:15:00 PM,5.43,46.47,,,,,
1349,08/28/19 01:30:00 PM,5.49,47.05,,,,,
1350,08/28/19 01:45:00 PM,5.52,47.08,,,,,
1351,08/28/19 02:00:00 PM,5.54,47.08,,,,,
1352,08/28/19 02:15:00 PM,5.56,47.12,,,,,
1353,08/28/19 02:30:00 PM,5.57,47.30,,,,,
1354,08/28/19 02:45:00 PM,5.58,47.62,,,,,
1355,08/28/19 03:00:00 PM,5.53,48.13,,,,,
1356,08/28/19 03:15:00 PM,5.58,48.38,,,,,
1357,08/28/19 03:30:00 PM,5.56,48.56,,,,,
1358,08/28/19 03:45:00 PM,5.64,48.74,,,,,
1359,08/28/19 04:00:00 PM,5.77,49.03,,,,,
1360,08/28/19 04:15:00 PM,5.78,49.10,,,,,
1361,08/28/19 04:30:00 PM,5.76,49.10,,,,,
1362,08/28/19 04:45:00 PM,5.73,49.03,,,,,
1363,08/28/19 05:00:00 PM,5.81,49.06,,,,,
1364,08/28/19 05:15:00 PM,5.84,49.03,,,,,
1365,08/28/19 05:30:00 PM,5.86,48.92,,,,,
1366,08/28/19 05:45:00 PM,5.86,48.67,,,,,
1367,08/28/19 06:00:00 PM,5.85,48.34,,,,,
1368,08/28/19 06:15:00 PM,5.82,47.98,,,,,
1369,08/28/19 06:30:00 PM,5.81,47.66,,,,,
1370,08/28/19 06:45:00 PM,5.77,47.34,,,,,
1371,08/28/19 07:00:00 PM,5.74,47.05,,,,,
1372,08/28/19 07:15:00 PM,5.70,46.76,,,,,
1373,08/28/19 07:30:00 PM,5.63,46.47,,,,,
1374,08/28/19 07:45:00 PM,5.57,46.18,,,,,
1375,08/28/19 08:00:00 PM,5.48,45.93,,,,,
1376,08/28/19 08:15:00 PM,5.40,45.68,,,,,
1377,08/28/19 08:30:00 PM,5.32,45.43,,,,,
1378,08/28/19 08:45:00 PM,5.24,45.25,,,,,
1379,08/28/19 09:00:00 PM,5.17,45.10,,,,,
1380,08/28/19 09:15:00 PM,5.08,44.92,,,,,
1381,08/28/19 09:30:00 PM,5.02,44.74,,,,,
1382,08/28/19 09:45:00 PM,4.95,44.60,,,,,
1383,08/28/19 10:00:00 PM,4.90,44.46,,,,,
1384,08/28/19 10:15:00 PM,4.84,44.31,,,,,
1385,08/28/19 10:30:00 PM,4.78,44.17,,,,,
1386,08/28/19 10:45:00 PM,4.71,44.02,,,,,
1387,08/28/19 11:00:00 PM,4.66,43.88,,,,,
1388,08/28/19 11:15:00 PM,4.62,43.77,,,,,
1389,08/28/19 11:30:00 PM,4.57,43.66,,,,,
1390,08/28/19 11:45:00 PM,4.53,43.52,,,,,
1391,08/29/19 12:00:00 AM,4.49,43.41,,,,,
1392,08/29/19 12:15:00 AM,4.46,43.30,,,,,
1393,08/29/19 12:30:00 AM,4.42,43.23,,,,,
1394,08/29/19 12:45:00 AM,4.38,43.12,,,,,
1395,08/29/19 01:00:00 AM,4.35,43.05,,,,,
1396,08/29/19 01:15:00 AM,4.30,42.94,,,,,
1397,08/29/19 01:30:00 AM,4.27,42.87,,,,,
1398,08/29/19 01:45:00 AM,4.23,42.80,,,,,
1399,08/29/19 02:00:00 AM,4.20,42.73,,,,,
1400,08/29/19 02:15:00 AM,4.16,42.66,,,,,
1401,08/29/19 02:30:00 AM,4.13,42.58,,,,,
1402,08/29/19 02:45:00 AM,4.11,42.51,,,,,
1403,08/29/19 03:00:00 AM,4.08,42.40,,,,,
1404,08/29/19 03:15:00 AM,4.05,42.33,,,,,
1405,08/29/19 03:30:00 AM,4.03,42.30,,,,,
1406,08/29/19 03:45:00 AM,4.00,42.22,,,,,
1407,08/29/19 04:00:00 AM,3.97,42.19,,,,,
1408,08/29/19 04:15:00 AM,3.95,42.15,,,,,
1409,08/29/19 04:30:00 AM,3.93,42.12,,,,,
1410,08/29/19 04:45:00 AM,3.87,42.08,,,,,
1411,08/29/19 05:00:00 AM,3.83,42.04,,,,,
1412,08/29/19 05:15:00 AM,3.80,42.01,,,,,
1413,08/29/19 05:30:00 AM,3.78,41.97,,,,,
1414,08/29/19 05:45:00 AM,3.74,41.94,,,,,
1415,08/29/19 06:00:00 AM,3.72,41.86,,,,,
1416,08/29/19 06:15:00 AM,3.70,41.83,,,,,
1417,08/29/19 06:30:00 AM,3.68,41.79,,,,,
1418,08/29/19 06:45:00 AM,3.65,41.76,,,,,
1419,08/29/19 07:00:00 AM,3.63,41.68,,,,,
1420,08/29/19 07:15:00 AM,3.62,41.65,,,,,
1421,08/29/19 07:30:00 AM,3.61,41.58,,,,,
1422,08/29/19 07:45:00 AM,3.60,41.54,,,,,
1423,08/29/19 08:00:00 AM,3.59,41.50,,,,,
1424,08/29/19 08:15:00 AM,3.58,41.47,,,,,
1425,08/29/19 08:30:00 AM,3.56,41.47,,,,,
1426,08/29/19 08:45:00 AM,3.57,41.47,,,,,
1427,08/29/19 09:00:00 AM,3.58,41.54,,,,,
1428,08/29/19 09:15:00 AM,3.63,41.61,,,,,
1429,08/29/19 09:30:00 AM,3.74,41.68,,,,,
1430,08/29/19 09:45:00 AM,3.87,41.83,,,,,
1431,08/29/19 10:00:00 AM,3.97,42.01,,,,,
1432,08/29/19 10:15:00 AM,4.08,42.15,,,,,
1433,08/29/19 10:30:00 AM,4.18,42.40,,,,,
1434,08/29/19 10:45:00 AM,4.28,42.62,,,,,
1435,08/29/19 11:00:00 AM,4.35,42.84,,,,,
1436,08/29/19 11:15:00 AM,4.38,43.20,,,,,
1437,08/29/19 11:30:00 AM,4.40,43.48,,,,,
1438,08/29/19 11:45:00 AM,4.52,43.70,,,,,
1439,08/29/19 12:00:00 PM,4.66,43.84,,,,,
1440,08/29/19 12:15:00 PM,4.69,44.49,,,,,
1441,08/29/19 12:30:00 PM,4.71,45.14,,,,,
1442,08/29/19 12:45:00 PM,4.87,46.08,,,,,
1443,08/29/19 01:00:00 PM,5.07,46.58,,,,,
1444,08/29/19 01:15:00 PM,5.12,46.69,,,,,
1445,08/29/19 01:30:00 PM,5.11,46.72,,,,,
1446,08/29/19 01:45:00 PM,5.17,46.72,,,,,
1447,08/29/19 02:00:00 PM,5.35,46.98,,,,,
1448,08/29/19 02:15:00 PM,5.46,47.19,,,,,
1449,08/29/19 02:30:00 PM,5.48,47.19,,,,,
1450,08/29/19 02:45:00 PM,5.58,47.26,,,,,
1451,08/29/19 03:00:00 PM,5.65,47.55,,,,,
1452,08/29/19 03:15:00 PM,5.72,47.77,,,,,
1453,08/29/19 03:30:00 PM,5.72,47.95,,,,,
1454,08/29/19 03:45:00 PM,5.68,47.88,,,,,
1455,08/29/19 04:00:00 PM,5.67,47.91,,,,,
1456,08/29/19 04:15:00 PM,5.64,47.80,,,,,
1457,08/29/19 04:30:00 PM,5.61,47.66,,,,,
1458,08/29/19 04:45:00 PM,5.58,47.55,,,,,
1459,08/29/19 05:00:00 PM,5.54,47.41,,,,,
1460,08/29/19 05:15:00 PM,5.52,47.23,,,,,
1461,08/29/19 05:30:00 PM,5.43,47.05,,,,,
1462,08/29/19 05:45:00 PM,5.42,46.90,,,,,
1463,08/29/19 06:00:00 PM,5.40,46.72,,,,,
1464,08/29/19 06:15:00 PM,5.41,46.47,,,,,
1465,08/29/19 06:30:00 PM,5.39,46.22,,,,,
1466,08/29/19 06:45:00 PM,5.34,45.97,,,,,
1467,08/29/19 07:00:00 PM,5.31,45.72,,,,,
1468,08/29/19 07:15:00 PM,5.26,45.43,,,,,
1469,08/29/19 07:30:00 PM,5.17,45.21,,,,,
1470,08/29/19 07:45:00 PM,5.07,45.00,,,,,
1471,08/29/19 08:00:00 PM,4.98,44.74,,,,,
1472,08/29/19 08:15:00 PM,4.92,44.49,,,,,
1473,08/29/19 08:30:00 PM,4.81,44.31,,,,,
1474,08/29/19 08:45:00 PM,4.76,44.10,,,,,
1475,08/29/19 09:00:00 PM,4.68,43.95,,,,,
1476,08/29/19 09:15:00 PM,4.58,43.77,,,,,
1477,08/29/19 09:30:00 PM,4.51,43.63,,,,,
1478,08/29/19 09:45:00 PM,4.46,43.48,,,,,
1479,08/29/19 10:00:00 PM,4.42,43.30,,,,,
1480,08/29/19 10:15:00 PM,4.34,43.20,,,,,
1481,08/29/19 10:30:00 PM,4.27,43.05,,,,,
1482,08/29/19 10:45:00 PM,4.23,42.91,,,,,
1483,08/29/19 11:00:00 PM,4.24,42.80,,,,,
1484,08/29/19 11:15:00 PM,4.20,42.69,,,,,
1485,08/29/19 11:30:00 PM,4.15,42.58,,,,,
1486,08/29/19 11:45:00 PM,4.14,42.44,,,,,
1487,08/30/19 12:00:00 AM,4.10,42.33,,,,,
1488,08/30/19 12:15:00 AM,4.07,42.22,,,,,
1489,08/30/19 12:30:00 AM,4.03,42.12,,,,,
1490,08/30/19 12:45:00 AM,4.01,41.97,,,,,
1491,08/30/19 01:00:00 AM,3.98,41.90,,,,,
1492,08/30/19 01:15:00 AM,3.96,41.79,,,,,
1493,08/30/19 01:30:00 AM,3.90,41.68,,,,,
1494,08/30/19 01:45:00 AM,3.92,41.61,,,,,
1495,08/30/19 02:00:00 AM,3.89,41.50,,,,,
1496,08/30/19 02:15:00 AM,3.86,41.43,,,,,
1497,08/30/19 02:30:00 AM,3.86,41.36,,,,,
1498,08/30/19 02:45:00 AM,3.86,41.25,,,,,
1499,08/30/19 03:00:00 AM,3.84,41.14,,,,,
1500,08/30/19 03:15:00 AM,3.78,40.96,,,,,
1501,08/30/19 03:30:00 AM,3.73,40.78,,,,,
1502,08/30/19 03:45:00 AM,3.67,40.60,,,,,
1503,08/30/19 04:00:00 AM,3.63,40.39,,,,,
1504,08/30/19 04:15:00 AM,3.62,40.21,,,,,
1505,08/30/19 04:30:00 AM,3.59,39.99,,,,,
1506,08/30/19 04:45:00 AM,3.55,39.81,,,,,
1507,08/30/19 05:00:00 AM,3.53,39.60,,,,,
1508,08/30/19 05:15:00 AM,3.53,39.42,,,,,
1509,08/30/19 05:30:00 AM,3.54,39.24,,,,,
1510,08/30/19 05:45:00 AM,3.53,39.02,,,,,
1511,08/30/19 06:00:00 AM,3.55,38.84,,,,,
1512,08/30/19 06:15:00 AM,3.53,38.66,,,,,
1513,08/30/19 06:30:00 AM,3.55,38.48,,,,,
1514,08/30/19 06:45:00 AM,3.54,38.34,,,,,
1515,08/30/19 07:00:00 AM,3.53,38.19,,,,,
1516,08/30/19 07:15:00 AM,3.56,38.05,,,,,
1517,08/30/19 07:30:00 AM,3.57,37.90,,,,,
1518,08/30/19 07:45:00 AM,3.58,37.80,,,,,
1519,08/30/19 08:00:00 AM,3.60,37.69,,,,,
1520,08/30/19 08:15:00 AM,3.61,37.58,,,,,
1521,08/30/19 08:30:00 AM,3.65,37.51,,,,,
1522,08/30/19 08:45:00 AM,3.74,37.65,,,,,
1523,08/30/19 09:00:00 AM,3.78,37.98,,,,,
1524,08/30/19 09:15:00 AM,3.82,38.41,,,,,
1525,08/30/19 09:30:00 AM,3.87,38.91,,,,,
1526,08/30/19 09:45:00 AM,3.95,39.45,,,,,
1527,08/30/19 10:00:00 AM,4.02,40.10,,,,,
1528,08/30/19 10:15:00 AM,4.09,40.89,,,,,
1529,08/30/19 10:30:00 AM,4.15,41.83,,,,,
1530,08/30/19 10:45:00 AM,4.20,42.84,,,,,
1531,08/30/19 11:00:00 AM,4.35,43.84,,,,,
1532,08/30/19 11:15:00 AM,4.41,44.89,,,,,
1533,08/30/19 11:30:00 AM,4.47,46.00,,,,,
1534,08/30/19 11:45:00 AM,4.52,47.16,,,,,
1535,08/30/19 12:00:00 PM,4.60,48.31,,,,,
1536,08/30/19 12:15:00 PM,4.67,49.35,,,,,
1537,08/30/19 12:30:00 PM,4.74,50.43,,,,,
1538,08/30/19 12:45:00 PM,4.81,51.44,,,,,
1539,08/30/19 01:00:00 PM,4.86,52.45,,,,,
1540,08/30/19 01:15:00 PM,4.92,53.49,,,,,
1541,08/30/19 01:30:00 PM,4.98,54.46,,,,,
1542,08/30/19 01:45:00 PM,5.01,55.44,,,,,
1543,08/30/19 02:00:00 PM,5.01,56.26,,,,,
1544,08/30/19 02:15:00 PM,5.03,56.77,,,,,
1545,08/30/19 02:30:00 PM,5.04,57.09,,,,,
1546,08/30/19 02:45:00 PM,5.03,57.31,,,,,
1547,08/30/19 03:00:00 PM,4.97,57.60,,,,,
1548,08/30/19 03:15:00 PM,4.88,57.88,,,,,
1549,08/30/19 03:30:00 PM,4.86,58.14,,,,,
1550,08/30/19 03:45:00 PM,4.87,58.24,,,,,
1551,08/30/19 04:00:00 PM,4.87,58.10,,,,,
1552,08/30/19 04:15:00 PM,4.87,57.56,,,,,
1553,08/30/19 04:30:00 PM,4.83,57.27,,,,,
1554,08/30/19 04:45:00 PM,4.79,57.06,,,,,
1555,08/30/19 05:00:00 PM,4.76,56.55,,,,,
1556,08/30/19 05:15:00 PM,4.74,55.87,,,,,
1557,08/30/19 05:30:00 PM,4.69,55.18,,,,,
1558,08/30/19 05:45:00 PM,4.65,54.68,,,,,
1559,08/30/19 06:00:00 PM,4.60,54.36,,,,,
1560,08/30/19 06:15:00 PM,4.57,53.96,,,,,
1561,08/30/19 06:30:00 PM,4.55,53.42,,,,,
1562,08/30/19 06:45:00 PM,4.50,52.77,,,,,
1563,08/30/19 07:00:00 PM,4.45,52.16,,,,,
1564,08/30/19 07:15:00 PM,4.40,51.62,,,,,
1565,08/30/19 07:30:00 PM,4.37,51.12,,,,,
1566,08/30/19 07:45:00 PM,4.30,50.72,,,,,
1567,08/30/19 08:00:00 PM,4.25,50.29,,,,,
1568,08/30/19 08:15:00 PM,4.18,49.93,,,,,
1569,08/30/19 08:30:00 PM,4.06,49.57,,,,,
1570,08/30/19 08:45:00 PM,3.95,49.24,,,,,
1571,08/30/19 09:00:00 PM,3.80,48.99,,,,,
1572,08/30/19 09:15:00 PM,3.71,48.67,,,,,
1573,08/30/19 09:30:00 PM,3.63,48.38,,,,,
1574,08/30/19 09:45:00 PM,3.53,48.13,,,,,
1575,08/30/19 10:00:00 PM,3.41,47.77,,,,,
1576,08/30/19 10:15:00 PM,3.31,47.48,,,,,
1577,08/30/19 10:30:00 PM,3.26,47.19,,,,,
1578,08/30/19 10:45:00 PM,3.22,46.90,,,,,
