"Plot Title: DO_3"
"#","Date Time, GMT-05:00","DO conc, mg/L (LGR S/N: 20645538, SEN S/N: 20645538)","Temp, °F (LGR S/N: 20645538, SEN S/N: 20645538)","Coupler Attached (LGR S/N: 20645538)","Host Connected (LGR S/N: 20645538)","Coupler Detached (LGR S/N: 20645538)","End Of File (LGR S/N: 20645538)"
471,07/17/19 01:45:00 PM,7.17,47.08,,,,
472,07/17/19 02:00:00 PM,7.16,47.23,,,,
473,07/17/19 02:15:00 PM,7.14,47.44,,,,
474,07/17/19 02:30:00 PM,7.12,47.66,,,,
475,07/17/19 02:45:00 PM,7.06,47.95,,,,
476,07/17/19 03:00:00 PM,7.04,48.16,,,,
477,07/17/19 03:15:00 PM,7.04,48.13,,,,
478,07/17/19 03:30:00 PM,7.02,48.34,,,,
479,07/17/19 03:45:00 PM,6.95,48.81,,,,
480,07/17/19 04:00:00 PM,6.94,48.96,,,,
481,07/17/19 04:15:00 PM,6.93,48.99,,,,
482,07/17/19 04:30:00 PM,6.94,48.88,,,,
483,07/17/19 04:45:00 PM,6.96,48.74,,,,
484,07/17/19 05:00:00 PM,6.98,48.52,,,,
485,07/17/19 05:15:00 PM,6.70,48.34,,,,
486,07/17/19 05:30:00 PM,7.01,48.13,,,,
487,07/17/19 05:45:00 PM,6.98,47.95,,,,
488,07/17/19 06:00:00 PM,7.01,47.73,,,,
489,07/17/19 06:15:00 PM,6.50,47.48,,,,
490,07/17/19 06:30:00 PM,6.35,47.23,,,,
491,07/17/19 06:45:00 PM,5.62,46.90,,,,
492,07/17/19 07:00:00 PM,5.73,46.65,,,,
493,07/17/19 07:15:00 PM,5.03,46.40,,,,
494,07/17/19 07:30:00 PM,5.26,46.15,,,,
495,07/17/19 07:45:00 PM,5.03,45.90,,,,
496,07/17/19 08:00:00 PM,4.94,45.68,,,,
497,07/17/19 08:15:00 PM,5.04,45.50,,,,
498,07/17/19 08:30:00 PM,4.92,45.32,,,,
499,07/17/19 08:45:00 PM,4.83,45.14,,,,
500,07/17/19 09:00:00 PM,4.92,44.92,,,,
501,07/17/19 09:15:00 PM,4.54,44.78,,,,
502,07/17/19 09:30:00 PM,4.50,44.60,,,,
503,07/17/19 09:45:00 PM,4.50,44.46,,,,
504,07/17/19 10:00:00 PM,4.44,44.31,,,,
505,07/17/19 10:15:00 PM,4.42,44.20,,,,
506,07/17/19 10:30:00 PM,4.49,44.06,,,,
507,07/17/19 10:45:00 PM,4.59,43.95,,,,
508,07/17/19 11:00:00 PM,5.39,43.81,,,,
509,07/17/19 11:15:00 PM,6.98,43.70,,,,
510,07/17/19 11:30:00 PM,7.48,43.59,,,,
511,07/17/19 11:45:00 PM,7.50,43.48,,,,
512,07/18/19 12:00:00 AM,7.52,43.38,,,,
513,07/18/19 12:15:00 AM,7.55,43.27,,,,
514,07/18/19 12:30:00 AM,7.56,43.12,,,,
515,07/18/19 12:45:00 AM,7.57,43.02,,,,
516,07/18/19 01:00:00 AM,7.56,42.91,,,,
517,07/18/19 01:15:00 AM,7.56,42.80,,,,
518,07/18/19 01:30:00 AM,7.55,42.69,,,,
519,07/18/19 01:45:00 AM,7.26,42.62,,,,
520,07/18/19 02:00:00 AM,7.39,42.51,,,,
521,07/18/19 02:15:00 AM,7.43,42.44,,,,
522,07/18/19 02:30:00 AM,7.49,42.33,,,,
523,07/18/19 02:45:00 AM,7.00,42.26,,,,
524,07/18/19 03:00:00 AM,6.64,42.19,,,,
525,07/18/19 03:15:00 AM,6.28,42.15,,,,
526,07/18/19 03:30:00 AM,6.21,42.08,,,,
527,07/18/19 03:45:00 AM,5.58,42.04,,,,
528,07/18/19 04:00:00 AM,5.18,41.97,,,,
529,07/18/19 04:15:00 AM,4.95,41.94,,,,
530,07/18/19 04:30:00 AM,4.83,41.90,,,,
531,07/18/19 04:45:00 AM,4.71,41.83,,,,
532,07/18/19 05:00:00 AM,4.60,41.79,,,,
533,07/18/19 05:15:00 AM,4.55,41.76,,,,
534,07/18/19 05:30:00 AM,4.51,41.72,,,,
535,07/18/19 05:45:00 AM,4.45,41.68,,,,
536,07/18/19 06:00:00 AM,4.44,41.65,,,,
537,07/18/19 06:15:00 AM,4.41,41.61,,,,
538,07/18/19 06:30:00 AM,4.38,41.58,,,,
539,07/18/19 06:45:00 AM,4.36,41.54,,,,
540,07/18/19 07:00:00 AM,4.34,41.50,,,,
541,07/18/19 07:15:00 AM,4.33,41.50,,,,
542,07/18/19 07:30:00 AM,4.44,41.50,,,,
543,07/18/19 07:45:00 AM,4.77,41.50,,,,
544,07/18/19 08:00:00 AM,4.87,41.50,,,,
545,07/18/19 08:15:00 AM,4.94,41.50,,,,
546,07/18/19 08:30:00 AM,5.19,41.54,,,,
547,07/18/19 08:45:00 AM,5.15,41.61,,,,
548,07/18/19 09:00:00 AM,5.27,41.76,,,,
549,07/18/19 09:15:00 AM,5.18,42.01,,,,
550,07/18/19 09:30:00 AM,5.27,42.33,,,,
551,07/18/19 09:45:00 AM,5.03,42.66,,,,
552,07/18/19 10:00:00 AM,4.87,43.09,,,,
553,07/18/19 10:15:00 AM,4.76,43.48,,,,
554,07/18/19 10:30:00 AM,4.60,43.95,,,,
555,07/18/19 10:45:00 AM,4.57,44.38,,,,
556,07/18/19 11:00:00 AM,4.60,44.85,,,,
557,07/18/19 11:15:00 AM,4.69,45.43,,,,
558,07/18/19 11:30:00 AM,4.78,46.00,,,,
559,07/18/19 11:45:00 AM,4.98,46.51,,,,
560,07/18/19 12:00:00 PM,5.36,46.94,,,,
561,07/18/19 12:15:00 PM,5.56,47.23,,,,
562,07/18/19 12:30:00 PM,6.55,47.66,,,,
563,07/18/19 12:45:00 PM,6.05,48.31,,,,
564,07/18/19 01:00:00 PM,5.75,48.88,,,,
565,07/18/19 01:15:00 PM,5.54,49.35,,,,
566,07/18/19 01:17:01 PM,,,Logged,,,
567,07/18/19 01:17:17 PM,,,,Logged,,
568,07/18/19 01:17:40 PM,,,,,Logged,
569,07/18/19 01:30:00 PM,6.92,49.64,,,,
570,07/18/19 01:45:00 PM,6.92,49.71,,,,
571,07/18/19 02:00:00 PM,6.88,50.04,,,,
572,07/18/19 02:15:00 PM,6.87,50.18,,,,
573,07/18/19 02:30:00 PM,6.86,50.18,,,,
574,07/18/19 02:45:00 PM,6.85,50.29,,,,
575,07/18/19 03:00:00 PM,6.83,50.32,,,,
576,07/18/19 03:15:00 PM,6.82,50.36,,,,
577,07/18/19 03:30:00 PM,6.81,50.50,,,,
578,07/18/19 03:45:00 PM,6.73,50.61,,,,
579,07/18/19 04:00:00 PM,6.66,50.65,,,,
580,07/18/19 04:15:00 PM,6.72,50.61,,,,
581,07/18/19 04:30:00 PM,6.79,50.58,,,,
582,07/18/19 04:45:00 PM,6.81,50.47,,,,
583,07/18/19 05:00:00 PM,6.80,50.36,,,,
584,07/18/19 05:15:00 PM,6.74,50.11,,,,
585,07/18/19 05:30:00 PM,6.77,49.75,,,,
586,07/18/19 05:45:00 PM,6.83,49.39,,,,
587,07/18/19 06:00:00 PM,6.80,49.06,,,,
588,07/18/19 06:15:00 PM,6.83,48.74,,,,
589,07/18/19 06:30:00 PM,6.87,48.42,,,,
590,07/18/19 06:45:00 PM,6.88,48.09,,,,
591,07/18/19 07:00:00 PM,6.96,47.80,,,,
592,07/18/19 07:15:00 PM,7.00,47.52,,,,
593,07/18/19 07:30:00 PM,7.04,47.26,,,,
594,07/18/19 07:45:00 PM,6.92,47.01,,,,
595,07/18/19 08:00:00 PM,6.89,46.80,,,,
596,07/18/19 08:15:00 PM,6.97,46.62,,,,
597,07/18/19 08:30:00 PM,7.00,46.44,,,,
598,07/18/19 08:45:00 PM,7.10,46.29,,,,
599,07/18/19 09:00:00 PM,6.98,46.11,,,,
600,07/18/19 09:15:00 PM,7.17,45.97,,,,
601,07/18/19 09:30:00 PM,7.13,45.79,,,,
602,07/18/19 09:45:00 PM,7.14,45.61,,,,
603,07/18/19 10:00:00 PM,7.25,45.46,,,,
604,07/18/19 10:15:00 PM,7.27,45.32,,,,
605,07/18/19 10:30:00 PM,7.16,45.14,,,,
606,07/18/19 10:45:00 PM,7.15,45.00,,,,
607,07/18/19 11:00:00 PM,7.25,44.85,,,,
608,07/18/19 11:15:00 PM,7.28,44.71,,,,
609,07/18/19 11:30:00 PM,7.32,44.53,,,,
610,07/18/19 11:45:00 PM,7.30,44.38,,,,
611,07/19/19 12:00:00 AM,7.29,44.24,,,,
612,07/19/19 12:15:00 AM,7.16,44.13,,,,
613,07/19/19 12:30:00 AM,7.16,44.02,,,,
614,07/19/19 12:45:00 AM,7.01,43.95,,,,
615,07/19/19 01:00:00 AM,6.99,43.88,,,,
616,07/19/19 01:15:00 AM,7.03,43.81,,,,
617,07/19/19 01:30:00 AM,7.07,43.74,,,,
618,07/19/19 01:45:00 AM,6.56,43.63,,,,
619,07/19/19 02:00:00 AM,6.56,43.56,,,,
620,07/19/19 02:15:00 AM,6.56,43.45,,,,
621,07/19/19 02:30:00 AM,6.80,43.38,,,,
622,07/19/19 02:45:00 AM,7.07,43.27,,,,
623,07/19/19 03:00:00 AM,7.03,43.23,,,,
624,07/19/19 03:15:00 AM,6.96,43.16,,,,
625,07/19/19 03:30:00 AM,6.95,43.09,,,,
626,07/19/19 03:45:00 AM,7.15,43.02,,,,
627,07/19/19 04:00:00 AM,7.20,42.94,,,,
628,07/19/19 04:15:00 AM,7.13,42.84,,,,
629,07/19/19 04:30:00 AM,7.10,42.73,,,,
630,07/19/19 04:45:00 AM,7.18,42.51,,,,
631,07/19/19 05:00:00 AM,7.26,42.19,,,,
632,07/19/19 05:15:00 AM,7.52,41.90,,,,
633,07/19/19 05:30:00 AM,7.58,41.65,,,,
634,07/19/19 05:45:00 AM,7.60,41.43,,,,
635,07/19/19 06:00:00 AM,7.63,41.25,,,,
636,07/19/19 06:15:00 AM,7.65,41.11,,,,
637,07/19/19 06:30:00 AM,7.65,41.04,,,,
638,07/19/19 06:45:00 AM,7.59,41.00,,,,
639,07/19/19 07:00:00 AM,7.62,41.00,,,,
640,07/19/19 07:15:00 AM,7.54,41.00,,,,
641,07/19/19 07:30:00 AM,7.54,41.04,,,,
642,07/19/19 07:45:00 AM,7.52,41.07,,,,
643,07/19/19 08:00:00 AM,7.57,41.14,,,,
644,07/19/19 08:15:00 AM,7.56,41.22,,,,
645,07/19/19 08:30:00 AM,7.56,41.29,,,,
646,07/19/19 08:45:00 AM,7.56,41.40,,,,
647,07/19/19 09:00:00 AM,7.56,41.47,,,,
648,07/19/19 09:15:00 AM,7.57,41.61,,,,
649,07/19/19 09:30:00 AM,7.54,41.79,,,,
650,07/19/19 09:45:00 AM,7.46,42.15,,,,
651,07/19/19 10:00:00 AM,7.42,42.51,,,,
652,07/19/19 10:15:00 AM,7.35,42.98,,,,
653,07/19/19 10:30:00 AM,7.26,43.30,,,,
654,07/19/19 10:45:00 AM,7.23,43.63,,,,
655,07/19/19 11:00:00 AM,7.20,43.84,,,,
656,07/19/19 11:15:00 AM,7.18,44.06,,,,
657,07/19/19 11:30:00 AM,7.17,44.35,,,,
658,07/19/19 11:45:00 AM,7.10,44.74,,,,
659,07/19/19 12:00:00 PM,7.06,44.96,,,,
660,07/19/19 12:15:00 PM,7.05,45.18,,,,
661,07/19/19 12:30:00 PM,6.99,45.57,,,,
662,07/19/19 12:45:00 PM,6.93,46.22,,,,
663,07/19/19 01:00:00 PM,6.90,46.69,,,,
664,07/19/19 01:15:00 PM,6.82,47.08,,,,
665,07/19/19 01:30:00 PM,6.77,47.52,,,,
666,07/19/19 01:45:00 PM,6.54,47.88,,,,
667,07/19/19 01:49:40 PM,,,Logged,,,
668,07/19/19 01:50:10 PM,,,,Logged,,
669,07/19/19 01:51:04 PM,,,,,Logged,
670,07/19/19 02:00:00 PM,7.02,48.52,,,,
671,07/19/19 02:15:00 PM,7.03,48.45,,,,
672,07/19/19 02:30:00 PM,7.02,48.70,,,,
673,07/19/19 02:45:00 PM,6.97,48.99,,,,
674,07/19/19 03:00:00 PM,6.96,49.03,,,,
675,07/19/19 03:15:00 PM,6.97,48.88,,,,
676,07/19/19 03:30:00 PM,6.99,48.63,,,,
677,07/19/19 03:45:00 PM,7.01,48.42,,,,
678,07/19/19 04:00:00 PM,7.02,48.27,,,,
679,07/19/19 04:15:00 PM,7.03,48.13,,,,
680,07/19/19 04:30:00 PM,7.06,47.91,,,,
681,07/19/19 04:45:00 PM,7.08,47.70,,,,
682,07/19/19 05:00:00 PM,7.10,47.52,,,,
683,07/19/19 05:15:00 PM,7.12,47.26,,,,
684,07/19/19 05:30:00 PM,7.14,47.05,,,,
685,07/19/19 05:45:00 PM,7.17,46.80,,,,
686,07/19/19 06:00:00 PM,7.20,46.54,,,,
687,07/19/19 06:15:00 PM,7.22,46.33,,,,
688,07/19/19 06:30:00 PM,7.24,46.08,,,,
689,07/19/19 06:45:00 PM,7.26,45.82,,,,
690,07/19/19 07:00:00 PM,7.29,45.61,,,,
691,07/19/19 07:15:00 PM,7.31,45.36,,,,
692,07/19/19 07:30:00 PM,7.33,45.21,,,,
693,07/19/19 07:45:00 PM,7.34,45.03,,,,
694,07/19/19 08:00:00 PM,7.37,44.89,,,,
695,07/19/19 08:15:00 PM,7.38,44.74,,,,
696,07/19/19 08:30:00 PM,7.40,44.60,,,,
697,07/19/19 08:45:00 PM,7.41,44.46,,,,
698,07/19/19 09:00:00 PM,7.42,44.35,,,,
699,07/19/19 09:15:00 PM,7.45,44.24,,,,
700,07/19/19 09:30:00 PM,7.45,44.13,,,,
701,07/19/19 09:45:00 PM,7.46,44.06,,,,
702,07/19/19 10:00:00 PM,7.47,43.99,,,,
703,07/19/19 10:15:00 PM,7.48,43.92,,,,
704,07/19/19 10:30:00 PM,7.48,43.84,,,,
705,07/19/19 10:45:00 PM,7.50,43.77,,,,
706,07/19/19 11:00:00 PM,7.51,43.70,,,,
707,07/19/19 11:15:00 PM,7.52,43.63,,,,
708,07/19/19 11:30:00 PM,7.53,43.52,,,,
709,07/19/19 11:45:00 PM,7.54,43.38,,,,
710,07/20/19 12:00:00 AM,7.55,43.27,,,,
711,07/20/19 12:15:00 AM,7.57,43.16,,,,
712,07/20/19 12:30:00 AM,7.57,43.05,,,,
713,07/20/19 12:45:00 AM,7.58,43.02,,,,
714,07/20/19 01:00:00 AM,7.59,42.94,,,,
715,07/20/19 01:15:00 AM,7.60,42.87,,,,
716,07/20/19 01:30:00 AM,7.59,42.84,,,,
717,07/20/19 01:45:00 AM,7.60,42.76,,,,
718,07/20/19 02:00:00 AM,7.61,42.69,,,,
719,07/20/19 02:15:00 AM,7.62,42.62,,,,
720,07/20/19 02:30:00 AM,7.63,42.55,,,,
721,07/20/19 02:45:00 AM,7.63,42.48,,,,
722,07/20/19 03:00:00 AM,7.63,42.40,,,,
723,07/20/19 03:15:00 AM,7.64,42.33,,,,
724,07/20/19 03:30:00 AM,7.68,42.26,,,,
725,07/20/19 03:45:00 AM,7.69,42.19,,,,
726,07/20/19 04:00:00 AM,7.70,42.12,,,,
727,07/20/19 04:15:00 AM,7.73,42.01,,,,
728,07/20/19 04:30:00 AM,7.74,41.94,,,,
729,07/20/19 04:45:00 AM,7.76,41.86,,,,
730,07/20/19 05:00:00 AM,7.80,41.79,,,,
731,07/20/19 05:15:00 AM,7.83,41.68,,,,
732,07/20/19 05:30:00 AM,7.83,41.61,,,,
733,07/20/19 05:45:00 AM,7.86,41.54,,,,
734,07/20/19 06:00:00 AM,7.86,41.43,,,,
735,07/20/19 06:15:00 AM,7.91,41.32,,,,
736,07/20/19 06:30:00 AM,7.91,41.22,,,,
737,07/20/19 06:45:00 AM,7.92,41.11,,,,
738,07/20/19 07:00:00 AM,7.92,41.07,,,,
739,07/20/19 07:15:00 AM,7.92,41.07,,,,
740,07/20/19 07:30:00 AM,7.93,41.07,,,,
741,07/20/19 07:45:00 AM,7.90,41.11,,,,
742,07/20/19 08:00:00 AM,7.92,41.14,,,,
743,07/20/19 08:15:00 AM,7.92,41.18,,,,
744,07/20/19 08:30:00 AM,7.90,41.29,,,,
745,07/20/19 08:45:00 AM,7.89,41.43,,,,
746,07/20/19 09:00:00 AM,7.85,41.61,,,,
747,07/20/19 09:15:00 AM,7.81,41.79,,,,
748,07/20/19 09:30:00 AM,7.82,41.94,,,,
749,07/20/19 09:45:00 AM,7.82,42.08,,,,
750,07/20/19 10:00:00 AM,7.76,42.26,,,,
751,07/20/19 10:15:00 AM,7.74,42.48,,,,
752,07/20/19 10:30:00 AM,7.72,42.69,,,,
753,07/20/19 10:45:00 AM,7.70,42.94,,,,
754,07/20/19 11:00:00 AM,7.64,43.16,,,,
755,07/20/19 11:15:00 AM,7.65,43.41,,,,
756,07/20/19 11:30:00 AM,7.60,43.81,,,,
757,07/20/19 11:45:00 AM,7.57,44.20,,,,
758,07/20/19 12:00:00 PM,7.53,44.56,,,,
759,07/20/19 12:15:00 PM,7.52,44.89,,,,
760,07/20/19 12:30:00 PM,7.49,45.21,,,,
761,07/20/19 12:45:00 PM,7.42,45.46,,,,
762,07/20/19 01:00:00 PM,7.43,45.72,,,,
763,07/20/19 01:15:00 PM,7.42,45.90,,,,
764,07/20/19 01:30:00 PM,7.39,46.08,,,,
765,07/20/19 01:45:00 PM,7.37,46.29,,,,
766,07/20/19 02:00:00 PM,7.33,46.58,,,,
767,07/20/19 02:15:00 PM,7.33,46.72,,,,
768,07/20/19 02:30:00 PM,7.31,46.87,,,,
769,07/20/19 02:45:00 PM,7.26,47.08,,,,
770,07/20/19 03:00:00 PM,7.23,47.26,,,,
771,07/20/19 03:15:00 PM,7.21,47.37,,,,
772,07/20/19 03:30:00 PM,7.22,47.37,,,,
773,07/20/19 03:45:00 PM,7.20,47.41,,,,
774,07/20/19 04:00:00 PM,7.21,47.41,,,,
775,07/20/19 04:15:00 PM,7.21,47.34,,,,
776,07/20/19 04:30:00 PM,7.21,47.30,,,,
777,07/20/19 04:45:00 PM,7.21,47.23,,,,
778,07/20/19 05:00:00 PM,7.23,47.08,,,,
779,07/20/19 05:15:00 PM,7.24,46.87,,,,
780,07/20/19 05:30:00 PM,7.25,46.72,,,,
781,07/20/19 05:45:00 PM,7.26,46.58,,,,
782,07/20/19 06:00:00 PM,7.29,46.40,,,,
783,07/20/19 06:15:00 PM,7.30,46.18,,,,
784,07/20/19 06:30:00 PM,7.33,45.97,,,,
785,07/20/19 06:45:00 PM,7.35,45.72,,,,
786,07/20/19 07:00:00 PM,7.37,45.50,,,,
787,07/20/19 07:15:00 PM,7.41,45.28,,,,
788,07/20/19 07:30:00 PM,7.41,45.07,,,,
789,07/20/19 07:45:00 PM,7.42,44.89,,,,
790,07/20/19 08:00:00 PM,7.43,44.71,,,,
791,07/20/19 08:15:00 PM,7.47,44.56,,,,
792,07/20/19 08:30:00 PM,7.48,44.38,,,,
793,07/20/19 08:45:00 PM,7.50,44.24,,,,
794,07/20/19 09:00:00 PM,7.51,44.13,,,,
795,07/20/19 09:15:00 PM,7.52,43.99,,,,
796,07/20/19 09:30:00 PM,7.54,43.88,,,,
797,07/20/19 09:45:00 PM,7.56,43.74,,,,
798,07/20/19 10:00:00 PM,7.57,43.63,,,,
799,07/20/19 10:15:00 PM,7.59,43.56,,,,
800,07/20/19 10:30:00 PM,7.60,43.41,,,,
801,07/20/19 10:45:00 PM,7.66,43.34,,,,
802,07/20/19 11:00:00 PM,7.63,43.23,,,,
803,07/20/19 11:15:00 PM,7.66,43.12,,,,
804,07/20/19 11:30:00 PM,7.66,43.05,,,,
805,07/20/19 11:45:00 PM,7.66,42.94,,,,
806,07/21/19 12:00:00 AM,7.68,42.84,,,,
807,07/21/19 12:15:00 AM,7.69,42.76,,,,
808,07/21/19 12:30:00 AM,7.68,42.66,,,,
809,07/21/19 12:45:00 AM,7.67,42.55,,,,
810,07/21/19 01:00:00 AM,7.66,42.48,,,,
811,07/21/19 01:15:00 AM,7.68,42.40,,,,
812,07/21/19 01:30:00 AM,7.70,42.33,,,,
813,07/21/19 01:45:00 AM,7.70,42.26,,,,
814,07/21/19 02:00:00 AM,7.70,42.19,,,,
815,07/21/19 02:15:00 AM,7.70,42.15,,,,
816,07/21/19 02:30:00 AM,7.71,42.12,,,,
817,07/21/19 02:45:00 AM,7.72,42.04,,,,
818,07/21/19 03:00:00 AM,7.72,41.97,,,,
819,07/21/19 03:15:00 AM,7.72,41.94,,,,
820,07/21/19 03:30:00 AM,7.73,41.86,,,,
821,07/21/19 03:45:00 AM,7.74,41.79,,,,
822,07/21/19 04:00:00 AM,7.74,41.76,,,,
823,07/21/19 04:15:00 AM,7.75,41.72,,,,
824,07/21/19 04:30:00 AM,7.78,41.65,,,,
825,07/21/19 04:45:00 AM,7.76,41.58,,,,
826,07/21/19 05:00:00 AM,7.79,41.54,,,,
827,07/21/19 05:15:00 AM,7.79,41.47,,,,
828,07/21/19 05:30:00 AM,7.80,41.43,,,,
829,07/21/19 05:45:00 AM,7.82,41.40,,,,
830,07/21/19 06:00:00 AM,7.81,41.32,,,,
831,07/21/19 06:15:00 AM,7.83,41.29,,,,
832,07/21/19 06:30:00 AM,7.83,41.25,,,,
833,07/21/19 06:45:00 AM,7.84,41.22,,,,
834,07/21/19 07:00:00 AM,7.85,41.18,,,,
835,07/21/19 07:15:00 AM,7.85,41.14,,,,
836,07/21/19 07:30:00 AM,7.85,41.14,,,,
837,07/21/19 07:45:00 AM,7.87,41.18,,,,
838,07/21/19 08:00:00 AM,7.86,41.22,,,,
839,07/21/19 08:15:00 AM,7.85,41.32,,,,
840,07/21/19 08:30:00 AM,7.85,41.40,,,,
841,07/21/19 08:45:00 AM,7.84,41.50,,,,
842,07/21/19 09:00:00 AM,7.84,41.68,,,,
843,07/21/19 09:15:00 AM,7.81,41.97,,,,
844,07/21/19 09:30:00 AM,7.75,42.30,,,,
845,07/21/19 09:45:00 AM,7.72,42.69,,,,
846,07/21/19 10:00:00 AM,7.68,43.05,,,,
847,07/21/19 10:15:00 AM,7.62,43.45,,,,
848,07/21/19 10:30:00 AM,7.61,43.77,,,,
849,07/21/19 10:45:00 AM,7.56,44.13,,,,
850,07/21/19 11:00:00 AM,7.52,44.56,,,,
851,07/21/19 11:15:00 AM,7.47,45.00,,,,
852,07/21/19 11:30:00 AM,7.42,45.36,,,,
853,07/21/19 11:45:00 AM,7.38,45.75,,,,
854,07/21/19 12:00:00 PM,7.34,46.08,,,,
855,07/21/19 12:15:00 PM,7.32,46.26,,,,
856,07/21/19 12:30:00 PM,7.32,46.26,,,,
857,07/21/19 12:45:00 PM,7.31,46.36,,,,
858,07/21/19 01:00:00 PM,7.30,46.51,,,,
859,07/21/19 01:15:00 PM,7.27,46.83,,,,
860,07/21/19 01:30:00 PM,7.23,47.19,,,,
861,07/21/19 01:45:00 PM,7.20,47.55,,,,
862,07/21/19 02:00:00 PM,7.15,48.02,,,,
863,07/21/19 02:15:00 PM,7.08,48.56,,,,
864,07/21/19 02:30:00 PM,7.02,49.14,,,,
865,07/21/19 02:45:00 PM,6.98,49.50,,,,
866,07/21/19 03:00:00 PM,6.95,49.86,,,,
867,07/21/19 03:15:00 PM,6.94,49.86,,,,
868,07/21/19 03:30:00 PM,6.93,49.93,,,,
869,07/21/19 03:45:00 PM,6.93,49.93,,,,
870,07/21/19 04:00:00 PM,6.94,49.71,,,,
871,07/21/19 04:15:00 PM,6.96,49.50,,,,
872,07/21/19 04:30:00 PM,6.98,49.42,,,,
873,07/21/19 04:45:00 PM,7.00,49.24,,,,
874,07/21/19 05:00:00 PM,7.01,49.06,,,,
875,07/21/19 05:15:00 PM,7.03,48.92,,,,
876,07/21/19 05:30:00 PM,7.03,48.78,,,,
877,07/21/19 05:45:00 PM,7.05,48.56,,,,
878,07/21/19 06:00:00 PM,7.08,48.27,,,,
879,07/21/19 06:15:00 PM,7.12,47.98,,,,
880,07/21/19 06:30:00 PM,7.15,47.66,,,,
881,07/21/19 06:45:00 PM,7.18,47.37,,,,
882,07/21/19 07:00:00 PM,7.20,47.08,,,,
883,07/21/19 07:15:00 PM,7.24,46.80,,,,
884,07/21/19 07:30:00 PM,7.26,46.54,,,,
885,07/21/19 07:45:00 PM,7.28,46.33,,,,
886,07/21/19 08:00:00 PM,7.31,46.08,,,,
887,07/21/19 08:15:00 PM,7.33,45.86,,,,
888,07/21/19 08:30:00 PM,7.35,45.64,,,,
889,07/21/19 08:45:00 PM,7.37,45.43,,,,
890,07/21/19 09:00:00 PM,7.39,45.25,,,,
891,07/21/19 09:15:00 PM,7.41,45.07,,,,
892,07/21/19 09:30:00 PM,7.43,44.92,,,,
893,07/21/19 09:45:00 PM,7.45,44.74,,,,
894,07/21/19 10:00:00 PM,7.46,44.60,,,,
895,07/21/19 10:15:00 PM,7.48,44.46,,,,
896,07/21/19 10:30:00 PM,7.49,44.31,,,,
897,07/21/19 10:45:00 PM,7.50,44.17,,,,
898,07/21/19 11:00:00 PM,7.52,44.02,,,,
899,07/21/19 11:15:00 PM,7.53,43.88,,,,
900,07/21/19 11:30:00 PM,7.54,43.77,,,,
901,07/21/19 11:45:00 PM,7.55,43.66,,,,
902,07/22/19 12:00:00 AM,7.56,43.59,,,,
903,07/22/19 12:15:00 AM,7.57,43.48,,,,
904,07/22/19 12:30:00 AM,7.57,43.38,,,,
905,07/22/19 12:45:00 AM,7.59,43.27,,,,
906,07/22/19 01:00:00 AM,7.59,43.20,,,,
907,07/22/19 01:15:00 AM,7.60,43.12,,,,
908,07/22/19 01:30:00 AM,7.61,43.05,,,,
909,07/22/19 01:45:00 AM,7.61,42.98,,,,
910,07/22/19 02:00:00 AM,7.62,42.91,,,,
911,07/22/19 02:15:00 AM,7.64,42.84,,,,
912,07/22/19 02:30:00 AM,7.64,42.76,,,,
913,07/22/19 02:45:00 AM,7.65,42.69,,,,
914,07/22/19 03:00:00 AM,7.66,42.62,,,,
915,07/22/19 03:15:00 AM,7.65,42.58,,,,
916,07/22/19 03:30:00 AM,7.66,42.51,,,,
917,07/22/19 03:45:00 AM,7.67,42.48,,,,
918,07/22/19 04:00:00 AM,7.66,42.44,,,,
919,07/22/19 04:15:00 AM,7.68,42.37,,,,
920,07/22/19 04:30:00 AM,7.70,42.33,,,,
921,07/22/19 04:45:00 AM,7.69,42.26,,,,
922,07/22/19 05:00:00 AM,7.70,42.19,,,,
923,07/22/19 05:15:00 AM,7.70,42.15,,,,
924,07/22/19 05:30:00 AM,7.70,42.08,,,,
925,07/22/19 05:45:00 AM,7.72,42.01,,,,
926,07/22/19 06:00:00 AM,7.72,41.94,,,,
927,07/22/19 06:15:00 AM,7.73,41.86,,,,
928,07/22/19 06:30:00 AM,7.74,41.83,,,,
929,07/22/19 06:45:00 AM,7.75,41.76,,,,
930,07/22/19 07:00:00 AM,7.76,41.68,,,,
931,07/22/19 07:15:00 AM,7.76,41.68,,,,
932,07/22/19 07:30:00 AM,7.76,41.68,,,,
933,07/22/19 07:45:00 AM,7.76,41.76,,,,
934,07/22/19 08:00:00 AM,7.75,41.83,,,,
935,07/22/19 08:15:00 AM,7.74,41.90,,,,
936,07/22/19 08:30:00 AM,7.75,41.97,,,,
937,07/22/19 08:45:00 AM,7.73,42.12,,,,
938,07/22/19 09:00:00 AM,7.71,42.37,,,,
939,07/22/19 09:15:00 AM,7.68,42.69,,,,
940,07/22/19 09:30:00 AM,7.65,42.98,,,,
941,07/22/19 09:45:00 AM,7.63,43.30,,,,
942,07/22/19 10:00:00 AM,7.58,43.59,,,,
943,07/22/19 10:15:00 AM,7.56,43.84,,,,
944,07/22/19 10:30:00 AM,7.52,44.20,,,,
945,07/22/19 10:45:00 AM,7.50,44.49,,,,
946,07/22/19 11:00:00 AM,7.47,44.74,,,,
947,07/22/19 11:15:00 AM,7.43,45.00,,,,
