"Plot Title: DO_03"
"#","Date Time, GMT-04:00","DO conc, mg/L (LGR S/N: 20645538, SEN S/N: 20645538)","Temp, °C (LGR S/N: 20645538, SEN S/N: 20645538)","Coupler Attached (LGR S/N: 20645538)","Host Connected (LGR S/N: 20645538)","End Of File (LGR S/N: 20645538)"
489,06/07/22 05:30:00 PM,7.25,8.22,,,
490,06/07/22 05:45:00 PM,7.36,7.68,,,
491,06/07/22 06:00:00 PM,7.47,7.20,,,
492,06/07/22 06:15:00 PM,7.57,6.74,,,
493,06/07/22 06:30:00 PM,7.65,6.40,,,
494,06/07/22 06:45:00 PM,7.71,6.22,,,
495,06/07/22 07:00:00 PM,7.73,6.14,,,
496,06/07/22 07:15:00 PM,7.76,6.06,,,
497,06/07/22 07:30:00 PM,7.77,6.04,,,
498,06/07/22 07:45:00 PM,7.80,5.92,,,
499,06/07/22 08:00:00 PM,7.81,5.82,,,
500,06/07/22 08:15:00 PM,7.83,5.72,,,
501,06/07/22 08:30:00 PM,7.85,5.68,,,
502,06/07/22 08:45:00 PM,7.86,5.60,,,
503,06/07/22 09:00:00 PM,7.87,5.54,,,
504,06/07/22 09:15:00 PM,7.88,5.46,,,
505,06/07/22 09:30:00 PM,7.89,5.52,,,
506,06/07/22 09:45:00 PM,7.87,5.58,,,
507,06/07/22 10:00:00 PM,7.87,5.62,,,
508,06/07/22 10:15:00 PM,7.86,5.68,,,
509,06/07/22 10:30:00 PM,7.86,5.66,,,
510,06/07/22 10:45:00 PM,7.87,5.62,,,
511,06/07/22 11:00:00 PM,7.87,5.54,,,
512,06/07/22 11:15:00 PM,7.87,5.60,,,
513,06/07/22 11:30:00 PM,7.88,5.58,,,
514,06/07/22 11:45:00 PM,7.88,5.52,,,
515,06/08/22 12:00:00 AM,7.89,5.40,,,
516,06/08/22 12:15:00 AM,7.91,5.42,,,
517,06/08/22 12:30:00 AM,7.90,5.48,,,
518,06/08/22 12:45:00 AM,7.90,5.44,,,
519,06/08/22 01:00:00 AM,7.95,5.20,,,
520,06/08/22 01:15:00 AM,7.99,5.00,,,
521,06/08/22 01:30:00 AM,8.01,4.88,,,
522,06/08/22 01:45:00 AM,8.02,4.86,,,
523,06/08/22 02:00:00 AM,8.02,4.86,,,
524,06/08/22 02:15:00 AM,8.02,4.88,,,
525,06/08/22 02:30:00 AM,8.04,4.80,,,
526,06/08/22 02:45:00 AM,8.06,4.66,,,
527,06/08/22 03:00:00 AM,8.08,4.56,,,
528,06/08/22 03:15:00 AM,8.08,4.54,,,
529,06/08/22 03:30:00 AM,8.05,4.70,,,
530,06/08/22 03:45:00 AM,8.05,4.74,,,
531,06/08/22 04:00:00 AM,8.04,4.74,,,
532,06/08/22 04:15:00 AM,8.03,4.74,,,
533,06/08/22 04:30:00 AM,8.06,4.58,,,
534,06/08/22 04:45:00 AM,8.09,4.40,,,
535,06/08/22 05:00:00 AM,8.13,4.24,,,
536,06/08/22 05:15:00 AM,8.15,4.18,,,
537,06/08/22 05:30:00 AM,8.14,4.22,,,
538,06/08/22 05:45:00 AM,8.16,4.16,,,
539,06/08/22 06:00:00 AM,8.16,4.18,,,
540,06/08/22 06:15:00 AM,8.15,4.16,,,
541,06/08/22 06:30:00 AM,8.16,4.16,,,
542,06/08/22 06:45:00 AM,8.15,4.18,,,
543,06/08/22 07:00:00 AM,8.16,4.16,,,
544,06/08/22 07:15:00 AM,8.15,4.22,,,
545,06/08/22 07:30:00 AM,8.16,4.18,,,
546,06/08/22 07:45:00 AM,8.16,4.16,,,
547,06/08/22 08:00:00 AM,8.14,4.22,,,
548,06/08/22 08:15:00 AM,8.11,4.38,,,
549,06/08/22 08:30:00 AM,8.04,4.70,,,
550,06/08/22 08:45:00 AM,7.97,5.04,,,
551,06/08/22 09:00:00 AM,7.91,5.28,,,
552,06/08/22 09:15:00 AM,7.84,5.60,,,
553,06/08/22 09:30:00 AM,7.78,5.94,,,
554,06/08/22 09:45:00 AM,7.71,6.20,,,
555,06/08/22 10:00:00 AM,7.69,6.30,,,
556,06/08/22 10:15:00 AM,7.61,6.66,,,
557,06/08/22 10:30:00 AM,7.60,6.66,,,
558,06/08/22 10:45:00 AM,7.56,6.86,,,
559,06/08/22 11:00:00 AM,7.52,7.06,,,
560,06/08/22 11:15:00 AM,7.48,7.20,,,
561,06/08/22 11:30:00 AM,7.44,7.42,,,
562,06/08/22 11:45:00 AM,7.39,7.66,,,
563,06/08/22 12:00:00 PM,7.37,7.68,,,
564,06/08/22 12:15:00 PM,7.34,7.80,,,
565,06/08/22 12:30:00 PM,7.31,8.00,,,
566,06/08/22 12:45:00 PM,7.28,8.12,,,
567,06/08/22 01:00:00 PM,7.27,8.14,,,
568,06/08/22 01:15:00 PM,7.28,8.10,,,
569,06/08/22 01:30:00 PM,7.33,7.82,,,
570,06/08/22 01:45:00 PM,7.35,7.68,,,
571,06/08/22 02:00:00 PM,7.35,7.72,,,
572,06/08/22 02:15:00 PM,7.31,7.98,,,
573,06/08/22 02:30:00 PM,7.21,8.52,,,
574,06/08/22 02:45:00 PM,7.07,9.20,,,
575,06/08/22 03:00:00 PM,6.98,9.52,,,
576,06/08/22 03:15:00 PM,6.96,9.60,,,
577,06/08/22 03:30:00 PM,7.02,9.22,,,
578,06/08/22 03:45:00 PM,7.13,8.72,,,
579,06/08/22 04:00:00 PM,7.24,8.20,,,
580,06/08/22 04:15:00 PM,7.32,7.90,,,
581,06/08/22 04:30:00 PM,7.35,7.76,,,
582,06/08/22 04:45:00 PM,7.36,7.72,,,
583,06/08/22 05:00:00 PM,7.38,7.64,,,
584,06/08/22 05:15:00 PM,7.40,7.56,,,
585,06/08/22 05:30:00 PM,7.40,7.58,,,
586,06/08/22 05:45:00 PM,7.43,7.42,,,
587,06/08/22 06:00:00 PM,7.48,7.20,,,
588,06/08/22 06:15:00 PM,7.52,6.94,,,
589,06/08/22 06:30:00 PM,7.61,6.56,,,
590,06/08/22 06:45:00 PM,7.66,6.42,,,
591,06/08/22 07:00:00 PM,7.69,6.26,,,
592,06/08/22 07:15:00 PM,7.71,6.26,,,
593,06/08/22 07:30:00 PM,7.72,6.24,,,
594,06/08/22 07:45:00 PM,7.74,6.12,,,
595,06/08/22 08:00:00 PM,7.76,6.02,,,
596,06/08/22 08:15:00 PM,7.77,6.04,,,
597,06/08/22 08:30:00 PM,7.78,6.04,,,
598,06/08/22 08:45:00 PM,7.77,6.04,,,
599,06/08/22 09:00:00 PM,7.78,6.00,,,
600,06/08/22 09:15:00 PM,7.79,5.98,,,
601,06/08/22 09:30:00 PM,7.80,5.86,,,
602,06/08/22 09:45:00 PM,7.82,5.76,,,
603,06/08/22 10:00:00 PM,7.83,5.80,,,
604,06/08/22 10:15:00 PM,7.82,5.88,,,
605,06/08/22 10:30:00 PM,7.83,5.82,,,
606,06/08/22 10:45:00 PM,7.85,5.68,,,
607,06/08/22 11:00:00 PM,7.94,5.32,,,
608,06/08/22 11:15:00 PM,8.19,4.76,,,
609,06/08/22 11:30:00 PM,8.27,4.32,,,
610,06/08/22 11:45:00 PM,8.33,4.16,,,
611,06/09/22 12:00:00 AM,8.40,4.04,,,
612,06/09/22 12:15:00 AM,8.21,4.58,,,
613,06/09/22 12:30:00 AM,7.94,5.36,,,
614,06/09/22 12:45:00 AM,7.83,5.64,,,
615,06/09/22 01:00:00 AM,7.81,5.74,,,
616,06/09/22 01:15:00 AM,7.81,5.76,,,
617,06/09/22 01:30:00 AM,7.80,5.80,,,
618,06/09/22 01:45:00 AM,7.80,5.78,,,
619,06/09/22 02:00:00 AM,7.82,5.72,,,
620,06/09/22 02:15:00 AM,7.83,5.64,,,
621,06/09/22 02:30:00 AM,7.87,5.52,,,
622,06/09/22 02:45:00 AM,7.91,5.38,,,
623,06/09/22 03:00:00 AM,7.96,5.24,,,
624,06/09/22 03:15:00 AM,7.98,5.14,,,
625,06/09/22 03:30:00 AM,8.01,5.02,,,
626,06/09/22 03:45:00 AM,8.06,4.86,,,
627,06/09/22 04:00:00 AM,7.93,5.30,,,
628,06/09/22 04:15:00 AM,7.89,5.42,,,
629,06/09/22 04:30:00 AM,7.89,5.40,,,
630,06/09/22 04:45:00 AM,7.93,5.26,,,
631,06/09/22 05:00:00 AM,7.96,5.12,,,
632,06/09/22 05:15:00 AM,7.98,5.06,,,
633,06/09/22 05:30:00 AM,7.99,4.98,,,
634,06/09/22 05:45:00 AM,8.00,4.94,,,
635,06/09/22 06:00:00 AM,8.01,4.86,,,
636,06/09/22 06:15:00 AM,8.04,4.76,,,
637,06/09/22 06:30:00 AM,8.05,4.72,,,
638,06/09/22 06:45:00 AM,8.04,4.74,,,
639,06/09/22 07:00:00 AM,8.04,4.78,,,
640,06/09/22 07:15:00 AM,8.02,4.86,,,
641,06/09/22 07:30:00 AM,8.01,4.90,,,
642,06/09/22 07:45:00 AM,8.01,4.88,,,
643,06/09/22 08:00:00 AM,8.03,4.82,,,
644,06/09/22 08:15:00 AM,8.06,4.74,,,
645,06/09/22 08:30:00 AM,8.05,4.76,,,
646,06/09/22 08:45:00 AM,8.02,4.86,,,
647,06/09/22 09:00:00 AM,7.98,5.02,,,
648,06/09/22 09:15:00 AM,7.91,5.28,,,
649,06/09/22 09:30:00 AM,7.86,5.48,,,
650,06/09/22 09:45:00 AM,7.81,5.72,,,
651,06/09/22 10:00:00 AM,7.76,5.96,,,
652,06/09/22 10:15:00 AM,7.71,6.18,,,
653,06/09/22 10:30:00 AM,7.65,6.44,,,
654,06/09/22 10:45:00 AM,7.59,6.70,,,
655,06/09/22 11:00:00 AM,7.55,6.90,,,
656,06/09/22 11:15:00 AM,7.54,7.00,,,
657,06/09/22 11:30:00 AM,7.52,7.10,,,
658,06/09/22 11:45:00 AM,7.48,7.30,,,
659,06/09/22 12:00:00 PM,7.44,7.44,,,
660,06/09/22 12:15:00 PM,7.42,7.52,,,
661,06/09/22 12:30:00 PM,7.41,7.64,,,
662,06/09/22 12:45:00 PM,7.35,7.88,,,
663,06/09/22 01:00:00 PM,7.31,8.10,,,
664,06/09/22 01:15:00 PM,7.29,8.18,,,
665,06/09/22 01:30:00 PM,7.27,8.32,,,
666,06/09/22 01:45:00 PM,7.15,8.80,,,
667,06/09/22 02:00:00 PM,7.14,8.92,,,
668,06/09/22 02:15:00 PM,7.27,8.46,,,
669,06/09/22 02:30:00 PM,7.25,8.64,,,
670,06/09/22 02:45:00 PM,7.15,9.06,,,
671,06/09/22 03:00:00 PM,7.10,9.20,,,
672,06/09/22 03:15:00 PM,7.09,9.26,,,
673,06/09/22 03:30:00 PM,7.12,9.14,,,
674,06/09/22 03:45:00 PM,7.17,8.98,,,
675,06/09/22 04:00:00 PM,7.25,8.64,,,
676,06/09/22 04:15:00 PM,7.28,8.50,,,
677,06/09/22 04:30:00 PM,7.30,8.40,,,
678,06/09/22 04:45:00 PM,7.32,8.28,,,
679,06/09/22 05:00:00 PM,7.34,8.16,,,
680,06/09/22 05:15:00 PM,7.36,8.02,,,
681,06/09/22 05:30:00 PM,7.35,8.02,,,
682,06/09/22 05:45:00 PM,7.38,7.84,,,
683,06/09/22 06:00:00 PM,7.43,7.64,,,
684,06/09/22 06:15:00 PM,7.45,7.52,,,
685,06/09/22 06:30:00 PM,7.48,7.38,,,
686,06/09/22 06:45:00 PM,7.51,7.26,,,
687,06/09/22 07:00:00 PM,7.58,6.98,,,
688,06/09/22 07:15:00 PM,7.59,6.90,,,
689,06/09/22 07:30:00 PM,7.62,6.80,,,
690,06/09/22 07:45:00 PM,7.66,6.62,,,
691,06/09/22 08:00:00 PM,7.68,6.52,,,
692,06/09/22 08:15:00 PM,7.78,6.16,,,
693,06/09/22 08:30:00 PM,7.78,6.12,,,
694,06/09/22 08:45:00 PM,7.76,6.16,,,
695,06/09/22 09:00:00 PM,7.79,6.04,,,
696,06/09/22 09:15:00 PM,7.80,5.96,,,
697,06/09/22 09:30:00 PM,7.85,5.72,,,
698,06/09/22 09:45:00 PM,7.98,5.30,,,
699,06/09/22 10:00:00 PM,8.09,4.90,,,
700,06/09/22 10:15:00 PM,8.28,4.28,,,
701,06/09/22 10:30:00 PM,8.31,4.08,,,
702,06/09/22 10:45:00 PM,8.41,3.78,,,
703,06/09/22 11:00:00 PM,8.47,3.56,,,
704,06/09/22 11:15:00 PM,8.43,3.64,,,
705,06/09/22 11:30:00 PM,8.38,3.78,,,
706,06/09/22 11:45:00 PM,8.25,4.20,,,
707,06/10/22 12:00:00 AM,8.14,4.54,,,
708,06/10/22 12:15:00 AM,8.09,4.68,,,
709,06/10/22 12:30:00 AM,8.06,4.82,,,
710,06/10/22 12:45:00 AM,8.01,4.96,,,
711,06/10/22 01:00:00 AM,7.97,5.12,,,
712,06/10/22 01:15:00 AM,7.95,5.16,,,
713,06/10/22 01:30:00 AM,7.95,5.14,,,
714,06/10/22 01:45:00 AM,7.95,5.20,,,
715,06/10/22 02:00:00 AM,7.94,5.26,,,
716,06/10/22 02:15:00 AM,7.93,5.30,,,
717,06/10/22 02:30:00 AM,7.98,5.16,,,
718,06/10/22 02:45:00 AM,7.95,5.20,,,
719,06/10/22 03:00:00 AM,7.98,5.10,,,
720,06/10/22 03:15:00 AM,7.98,5.08,,,
721,06/10/22 03:30:00 AM,7.98,5.06,,,
722,06/10/22 03:45:00 AM,7.97,5.06,,,
723,06/10/22 04:00:00 AM,7.97,5.08,,,
724,06/10/22 04:15:00 AM,7.99,4.98,,,
725,06/10/22 04:30:00 AM,8.03,4.86,,,
726,06/10/22 04:45:00 AM,8.07,4.72,,,
727,06/10/22 05:00:00 AM,8.09,4.68,,,
728,06/10/22 05:15:00 AM,8.12,4.54,,,
729,06/10/22 05:30:00 AM,8.27,4.04,,,
730,06/10/22 05:45:00 AM,8.39,3.64,,,
731,06/10/22 06:00:00 AM,8.45,3.42,,,
732,06/10/22 06:15:00 AM,8.50,3.26,,,
733,06/10/22 06:30:00 AM,8.52,3.16,,,
734,06/10/22 06:45:00 AM,8.52,3.16,,,
735,06/10/22 07:00:00 AM,8.49,3.24,,,
736,06/10/22 07:15:00 AM,8.42,3.42,,,
737,06/10/22 07:30:00 AM,8.43,3.42,,,
738,06/10/22 07:45:00 AM,8.36,3.62,,,
739,06/10/22 08:00:00 AM,8.31,3.78,,,
740,06/10/22 08:15:00 AM,8.27,3.96,,,
741,06/10/22 08:30:00 AM,8.22,4.14,,,
742,06/10/22 08:45:00 AM,8.17,4.28,,,
743,06/10/22 09:00:00 AM,8.16,4.34,,,
744,06/10/22 09:15:00 AM,8.12,4.46,,,
745,06/10/22 09:30:00 AM,8.09,4.60,,,
746,06/10/22 09:45:00 AM,8.06,4.70,,,
747,06/10/22 10:00:00 AM,8.08,4.70,,,
748,06/10/22 10:15:00 AM,8.12,4.56,,,
749,06/10/22 10:30:00 AM,8.14,4.54,,,
750,06/10/22 10:45:00 AM,8.12,4.62,,,
751,06/10/22 11:00:00 AM,8.14,4.54,,,
752,06/10/22 11:15:00 AM,8.10,4.70,,,
753,06/10/22 11:30:00 AM,8.07,4.82,,,
754,06/10/22 11:45:00 AM,7.97,5.14,,,
755,06/10/22 12:00:00 PM,7.90,5.40,,,
756,06/10/22 12:15:00 PM,7.82,5.80,,,
757,06/10/22 12:30:00 PM,7.72,6.26,,,
758,06/10/22 12:45:00 PM,7.74,6.24,,,
759,06/10/22 01:00:00 PM,7.81,6.02,,,
760,06/10/22 01:15:00 PM,7.86,5.92,,,
761,06/10/22 01:30:00 PM,7.88,5.92,,,
762,06/10/22 01:45:00 PM,7.83,6.08,,,
763,06/10/22 02:00:00 PM,7.83,6.08,,,
764,06/10/22 02:15:00 PM,7.77,6.28,,,
765,06/10/22 02:30:00 PM,7.72,6.48,,,
766,06/10/22 02:45:00 PM,7.65,6.72,,,
767,06/10/22 03:00:00 PM,7.56,7.04,,,
768,06/10/22 03:15:00 PM,7.41,7.64,,,
769,06/10/22 03:30:00 PM,7.41,7.68,,,
770,06/10/22 03:45:00 PM,7.44,7.54,,,
771,06/10/22 04:00:00 PM,7.42,7.70,,,
772,06/10/22 04:15:00 PM,7.43,7.66,,,
773,06/10/22 04:30:00 PM,7.31,8.16,,,
774,06/10/22 04:45:00 PM,7.28,8.28,,,
775,06/10/22 05:00:00 PM,7.31,8.16,,,
776,06/10/22 05:15:00 PM,7.38,7.86,,,
777,06/10/22 05:30:00 PM,7.39,7.88,,,
778,06/10/22 05:45:00 PM,7.38,7.88,,,
779,06/10/22 06:00:00 PM,7.39,7.88,,,
780,06/10/22 06:15:00 PM,7.42,7.72,,,
781,06/10/22 06:30:00 PM,7.54,7.28,,,
782,06/10/22 06:45:00 PM,7.62,6.94,,,
783,06/10/22 07:00:00 PM,7.66,6.76,,,
784,06/10/22 07:15:00 PM,7.75,6.44,,,
785,06/10/22 07:30:00 PM,7.81,6.18,,,
786,06/10/22 07:45:00 PM,7.85,5.96,,,
787,06/10/22 08:00:00 PM,7.91,5.70,,,
788,06/10/22 08:15:00 PM,7.99,5.42,,,
789,06/10/22 08:30:00 PM,8.05,5.14,,,
790,06/10/22 08:45:00 PM,8.09,5.00,,,
791,06/10/22 09:00:00 PM,8.11,4.92,,,
792,06/10/22 09:15:00 PM,8.14,4.80,,,
793,06/10/22 09:30:00 PM,8.14,4.76,,,
794,06/10/22 09:45:00 PM,8.17,4.64,,,
795,06/10/22 10:00:00 PM,8.19,4.58,,,
796,06/10/22 10:15:00 PM,8.19,4.56,,,
797,06/10/22 10:30:00 PM,8.19,4.54,,,
798,06/10/22 10:45:00 PM,8.18,4.58,,,
799,06/10/22 11:00:00 PM,8.17,4.60,,,
800,06/10/22 11:15:00 PM,8.17,4.62,,,
801,06/10/22 11:30:00 PM,8.19,4.54,,,
802,06/10/22 11:45:00 PM,8.21,4.48,,,
803,06/11/22 12:00:00 AM,8.22,4.42,,,
804,06/11/22 12:15:00 AM,8.22,4.40,,,
805,06/11/22 12:30:00 AM,8.22,4.44,,,
806,06/11/22 12:45:00 AM,8.20,4.50,,,
807,06/11/22 01:00:00 AM,8.19,4.50,,,
808,06/11/22 01:15:00 AM,8.19,4.52,,,
809,06/11/22 01:30:00 AM,8.17,4.56,,,
810,06/11/22 01:45:00 AM,8.19,4.48,,,
811,06/11/22 02:00:00 AM,8.19,4.48,,,
812,06/11/22 02:15:00 AM,8.20,4.42,,,
813,06/11/22 02:30:00 AM,8.20,4.42,,,
814,06/11/22 02:45:00 AM,8.20,4.40,,,
815,06/11/22 03:00:00 AM,8.19,4.40,,,
816,06/11/22 03:15:00 AM,8.18,4.44,,,
817,06/11/22 03:30:00 AM,8.18,4.42,,,
818,06/11/22 03:45:00 AM,8.19,4.38,,,
819,06/11/22 04:00:00 AM,8.21,4.30,,,
820,06/11/22 04:15:00 AM,8.26,4.12,,,
821,06/11/22 04:30:00 AM,8.25,4.12,,,
822,06/11/22 04:45:00 AM,8.25,4.14,,,
823,06/11/22 05:00:00 AM,8.24,4.18,,,
824,06/11/22 05:15:00 AM,8.23,4.20,,,
825,06/11/22 05:30:00 AM,8.23,4.18,,,
826,06/11/22 05:45:00 AM,8.22,4.22,,,
827,06/11/22 06:00:00 AM,8.22,4.20,,,
828,06/11/22 06:15:00 AM,8.21,4.26,,,
829,06/11/22 06:30:00 AM,8.23,4.22,,,
830,06/11/22 06:45:00 AM,8.25,4.14,,,
831,06/11/22 07:00:00 AM,8.25,4.12,,,
832,06/11/22 07:15:00 AM,8.26,4.10,,,
833,06/11/22 07:30:00 AM,8.27,4.06,,,
834,06/11/22 07:45:00 AM,8.29,3.98,,,
835,06/11/22 08:00:00 AM,8.32,3.96,,,
836,06/11/22 08:15:00 AM,8.36,3.96,,,
837,06/11/22 08:30:00 AM,8.32,3.98,,,
838,06/11/22 08:45:00 AM,8.28,4.06,,,
839,06/11/22 09:00:00 AM,8.24,4.16,,,
840,06/11/22 09:15:00 AM,8.23,4.26,,,
841,06/11/22 09:30:00 AM,8.20,4.38,,,
842,06/11/22 09:45:00 AM,8.20,4.42,,,
843,06/11/22 10:00:00 AM,8.19,4.50,,,
844,06/11/22 10:15:00 AM,8.15,4.62,,,
845,06/11/22 10:30:00 AM,8.15,4.64,,,
846,06/11/22 10:45:00 AM,8.15,4.66,,,
847,06/11/22 11:00:00 AM,8.14,4.72,,,
848,06/11/22 11:15:00 AM,8.09,4.90,,,
849,06/11/22 11:30:00 AM,8.03,5.12,,,
850,06/11/22 11:45:00 AM,7.95,5.40,,,
851,06/11/22 12:00:00 PM,7.85,5.80,,,
852,06/11/22 12:15:00 PM,7.82,5.94,,,
853,06/11/22 12:30:00 PM,7.78,6.18,,,
854,06/11/22 12:45:00 PM,7.78,6.18,,,
855,06/11/22 01:00:00 PM,7.83,6.06,,,
856,06/11/22 01:15:00 PM,7.83,6.08,,,
857,06/11/22 01:30:00 PM,7.83,6.08,,,
858,06/11/22 01:45:00 PM,7.82,6.14,,,
859,06/11/22 02:00:00 PM,7.77,6.34,,,
860,06/11/22 02:15:00 PM,7.71,6.54,,,
861,06/11/22 02:30:00 PM,7.70,6.60,,,
862,06/11/22 02:45:00 PM,7.69,6.70,,,
863,06/11/22 03:00:00 PM,7.72,6.58,,,
864,06/11/22 03:15:00 PM,7.76,6.46,,,
865,06/11/22 03:30:00 PM,7.78,6.40,,,
866,06/11/22 03:45:00 PM,7.76,6.46,,,
867,06/11/22 04:00:00 PM,7.65,6.84,,,
868,06/11/22 04:15:00 PM,7.62,6.96,,,
869,06/11/22 04:30:00 PM,7.48,7.44,,,
870,06/11/22 04:45:00 PM,7.50,7.40,,,
871,06/11/22 05:00:00 PM,7.41,7.70,,,
872,06/11/22 05:15:00 PM,7.35,7.96,,,
873,06/11/22 05:30:00 PM,7.34,7.96,,,
874,06/11/22 05:45:00 PM,7.38,7.84,,,
875,06/11/22 06:00:00 PM,7.46,7.60,,,
876,06/11/22 06:15:00 PM,7.51,7.42,,,
877,06/11/22 06:30:00 PM,7.58,7.14,,,
878,06/11/22 06:45:00 PM,7.68,6.78,,,
879,06/11/22 07:00:00 PM,7.74,6.58,,,
880,06/11/22 07:15:00 PM,7.79,6.34,,,
881,06/11/22 07:30:00 PM,7.82,6.16,,,
882,06/11/22 07:45:00 PM,7.89,5.88,,,
883,06/11/22 08:00:00 PM,7.93,5.72,,,
884,06/11/22 08:15:00 PM,7.98,5.50,,,
885,06/11/22 08:30:00 PM,8.05,5.26,,,
886,06/11/22 08:45:00 PM,8.08,5.12,,,
887,06/11/22 09:00:00 PM,8.10,5.06,,,
888,06/11/22 09:15:00 PM,8.08,5.06,,,
889,06/11/22 09:30:00 PM,8.10,4.94,,,
890,06/11/22 09:45:00 PM,8.15,4.78,,,
891,06/11/22 10:00:00 PM,8.20,4.60,,,
892,06/11/22 10:15:00 PM,8.18,4.64,,,
893,06/11/22 10:30:00 PM,8.14,4.70,,,
894,06/11/22 10:45:00 PM,8.17,4.60,,,
895,06/11/22 11:00:00 PM,8.19,4.52,,,
896,06/11/22 11:15:00 PM,8.18,4.54,,,
897,06/11/22 11:30:00 PM,8.17,4.54,,,
898,06/11/22 11:45:00 PM,8.16,4.54,,,
899,06/12/22 12:00:00 AM,8.16,4.56,,,
900,06/12/22 12:15:00 AM,8.13,4.62,,,
901,06/12/22 12:30:00 AM,8.13,4.62,,,
902,06/12/22 12:45:00 AM,8.15,4.56,,,
903,06/12/22 01:00:00 AM,8.15,4.52,,,
904,06/12/22 01:15:00 AM,8.14,4.56,,,
905,06/12/22 01:30:00 AM,8.13,4.56,,,
906,06/12/22 01:45:00 AM,8.13,4.56,,,
907,06/12/22 02:00:00 AM,8.13,4.52,,,
908,06/12/22 02:15:00 AM,8.13,4.52,,,
909,06/12/22 02:30:00 AM,8.13,4.50,,,
910,06/12/22 02:45:00 AM,8.16,4.40,,,
911,06/12/22 03:00:00 AM,8.17,4.34,,,
912,06/12/22 03:15:00 AM,8.19,4.26,,,
913,06/12/22 03:30:00 AM,8.18,4.30,,,
914,06/12/22 03:45:00 AM,8.17,4.32,,,
915,06/12/22 04:00:00 AM,8.22,4.16,,,
916,06/12/22 04:15:00 AM,8.29,3.92,,,
917,06/12/22 04:30:00 AM,8.41,3.54,,,
918,06/12/22 04:45:00 AM,8.52,3.20,,,
919,06/12/22 05:00:00 AM,8.58,3.00,,,
920,06/12/22 05:15:00 AM,8.63,2.84,,,
921,06/12/22 05:30:00 AM,8.63,2.82,,,
922,06/12/22 05:45:00 AM,8.61,2.86,,,
923,06/12/22 06:00:00 AM,8.59,2.92,,,
924,06/12/22 06:15:00 AM,8.55,3.02,,,
925,06/12/22 06:30:00 AM,8.49,3.18,,,
926,06/12/22 06:45:00 AM,8.43,3.36,,,
927,06/12/22 07:00:00 AM,8.38,3.52,,,
928,06/12/22 07:15:00 AM,8.37,3.56,,,
929,06/12/22 07:30:00 AM,8.35,3.64,,,
930,06/12/22 07:45:00 AM,8.32,3.72,,,
931,06/12/22 08:00:00 AM,8.29,3.84,,,
932,06/12/22 08:15:00 AM,8.27,3.90,,,
933,06/12/22 08:30:00 AM,8.23,4.04,,,
934,06/12/22 08:45:00 AM,8.21,4.10,,,
935,06/12/22 09:00:00 AM,8.17,4.24,,,
936,06/12/22 09:15:00 AM,8.17,4.28,,,
937,06/12/22 09:30:00 AM,8.17,4.28,,,
938,06/12/22 09:45:00 AM,8.18,4.28,,,
939,06/12/22 10:00:00 AM,8.18,4.32,,,
940,06/12/22 10:15:00 AM,8.19,4.30,,,
941,06/12/22 10:30:00 AM,8.19,4.28,,,
942,06/12/22 10:45:00 AM,8.16,4.42,,,
943,06/12/22 11:00:00 AM,8.14,4.52,,,
944,06/12/22 11:15:00 AM,8.10,4.70,,,
945,06/12/22 11:30:00 AM,8.02,5.00,,,
946,06/12/22 11:45:00 AM,7.90,5.44,,,
947,06/12/22 12:00:00 PM,7.84,5.70,,,
948,06/12/22 12:15:00 PM,7.82,5.80,,,
949,06/12/22 12:30:00 PM,7.82,5.92,,,
950,06/12/22 12:45:00 PM,7.79,6.06,,,
951,06/12/22 01:00:00 PM,7.80,6.08,,,
952,06/12/22 01:15:00 PM,7.80,6.12,,,
953,06/12/22 01:30:00 PM,7.79,6.18,,,
954,06/12/22 01:45:00 PM,7.74,6.34,,,
955,06/12/22 02:00:00 PM,7.68,6.62,,,
956,06/12/22 02:15:00 PM,7.64,6.78,,,
957,06/12/22 02:30:00 PM,7.70,6.60,,,
958,06/12/22 02:45:00 PM,7.68,6.70,,,
959,06/12/22 03:00:00 PM,7.68,6.72,,,
960,06/12/22 03:15:00 PM,7.64,6.86,,,
961,06/12/22 03:30:00 PM,7.57,7.16,,,
962,06/12/22 03:45:00 PM,7.49,7.46,,,
963,06/12/22 04:00:00 PM,7.42,7.70,,,
964,06/12/22 04:15:00 PM,7.44,7.70,,,
965,06/12/22 04:30:00 PM,7.47,7.64,,,
966,06/12/22 04:45:00 PM,7.46,7.68,,,
967,06/12/22 05:00:00 PM,7.51,7.54,,,
968,06/12/22 05:15:00 PM,7.49,7.60,,,
969,06/12/22 05:30:00 PM,7.42,7.88,,,
970,06/12/22 05:45:00 PM,7.49,7.64,,,
971,06/12/22 06:00:00 PM,7.57,7.38,,,
972,06/12/22 06:15:00 PM,7.60,7.24,,,
973,06/12/22 06:30:00 PM,7.61,7.16,,,
974,06/12/22 06:45:00 PM,7.69,6.82,,,
975,06/12/22 07:00:00 PM,7.77,6.52,,,
976,06/12/22 07:15:00 PM,7.87,6.10,,,
977,06/12/22 07:30:00 PM,7.98,5.70,,,
978,06/12/22 07:45:00 PM,8.02,5.50,,,
979,06/12/22 08:00:00 PM,8.04,5.36,,,
980,06/12/22 08:15:00 PM,8.05,5.28,,,
981,06/12/22 08:30:00 PM,8.07,5.16,,,
982,06/12/22 08:45:00 PM,8.11,5.00,,,
