"Plot Title: DO_02"
"#","Date Time, GMT-04:00","DO conc, mg/L (LGR S/N: 20645540, SEN S/N: 20645540)","Temp, °C (LGR S/N: 20645540, SEN S/N: 20645540)","Coupler Detached (LGR S/N: 20645540)","Coupler Attached (LGR S/N: 20645540)","Host Connected (LGR S/N: 20645540)","Stopped (LGR S/N: 20645540)","End Of File (LGR S/N: 20645540)"
454,06/07/22 07:15:00 AM,4.55,6.02,,,,,
455,06/07/22 07:30:00 AM,4.57,5.90,,,,,
456,06/07/22 07:45:00 AM,4.57,5.80,,,,,
457,06/07/22 08:00:00 AM,4.56,5.80,,,,,
458,06/07/22 08:15:00 AM,4.54,5.88,,,,,
459,06/07/22 08:30:00 AM,4.52,6.04,,,,,
460,06/07/22 08:45:00 AM,4.50,6.24,,,,,
461,06/07/22 09:00:00 AM,4.49,6.44,,,,,
462,06/07/22 09:15:00 AM,4.48,6.60,,,,,
463,06/07/22 09:30:00 AM,4.48,6.78,,,,,
464,06/07/22 09:45:00 AM,4.46,7.04,,,,,
465,06/07/22 10:00:00 AM,4.46,7.34,,,,,
466,06/07/22 10:15:00 AM,4.45,7.64,,,,,
467,06/07/22 10:30:00 AM,4.44,7.90,,,,,
468,06/07/22 10:45:00 AM,4.42,8.20,,,,,
469,06/07/22 11:00:00 AM,4.39,8.58,,,,,
470,06/07/22 11:15:00 AM,4.38,9.04,,,,,
471,06/07/22 11:30:00 AM,4.37,9.54,,,,,
472,06/07/22 11:45:00 AM,4.36,10.04,,,,,
473,06/07/22 12:00:00 PM,4.36,10.42,,,,,
474,06/07/22 12:15:00 PM,5.29,10.76,,,,,
475,06/07/22 12:30:00 PM,5.27,10.74,,,,,
476,06/07/22 12:45:00 PM,5.21,10.72,,,,,
477,06/07/22 01:00:00 PM,5.10,10.70,,,,,
478,06/07/22 01:15:00 PM,5.05,10.70,,,,,
479,06/07/22 01:30:00 PM,5.03,10.68,,,,,
480,06/07/22 01:45:00 PM,4.99,10.64,,,,,
481,06/07/22 02:00:00 PM,4.95,10.64,,,,,
482,06/07/22 02:15:00 PM,4.92,10.68,,,,,
483,06/07/22 02:30:00 PM,4.92,10.68,,,,,
484,06/07/22 02:45:00 PM,4.93,10.64,,,,,
485,06/07/22 03:00:00 PM,4.90,10.66,,,,,
486,06/07/22 03:15:00 PM,4.88,10.72,,,,,
487,06/07/22 03:30:00 PM,4.88,10.72,,,,,
488,06/07/22 03:45:00 PM,4.87,10.64,,,,,
489,06/07/22 04:00:00 PM,4.88,10.50,,,,,
490,06/07/22 04:15:00 PM,4.88,10.36,,,,,
491,06/07/22 04:30:00 PM,4.86,10.32,,,,,
492,06/07/22 04:45:00 PM,4.81,10.36,,,,,
493,06/07/22 05:00:00 PM,4.82,10.32,,,,,
494,06/07/22 05:15:00 PM,4.82,10.22,,,,,
495,06/07/22 05:30:00 PM,4.84,10.08,,,,,
496,06/07/22 05:45:00 PM,4.85,9.84,,,,,
497,06/07/22 06:00:00 PM,4.86,9.54,,,,,
498,06/07/22 06:15:00 PM,4.85,9.28,,,,,
499,06/07/22 06:30:00 PM,4.80,9.08,,,,,
500,06/07/22 06:45:00 PM,4.76,8.88,,,,,
501,06/07/22 07:00:00 PM,4.73,8.76,,,,,
502,06/07/22 07:15:00 PM,4.71,8.64,,,,,
503,06/07/22 07:30:00 PM,4.68,8.54,,,,,
504,06/07/22 07:45:00 PM,4.66,8.44,,,,,
505,06/07/22 08:00:00 PM,4.67,8.34,,,,,
506,06/07/22 08:15:00 PM,4.75,8.40,,,,,
507,06/07/22 08:30:00 PM,4.88,8.34,,,,,
508,06/07/22 08:45:00 PM,4.88,8.28,,,,,
509,06/07/22 09:00:00 PM,4.86,8.22,,,,,
510,06/07/22 09:15:00 PM,4.84,8.18,,,,,
511,06/07/22 09:30:00 PM,4.81,8.14,,,,,
512,06/07/22 09:45:00 PM,4.77,8.14,,,,,
513,06/07/22 10:00:00 PM,4.74,8.12,,,,,
514,06/07/22 10:15:00 PM,4.72,8.10,,,,,
515,06/07/22 10:30:00 PM,4.71,8.08,,,,,
516,06/07/22 10:45:00 PM,4.64,8.06,,,,,
517,06/07/22 11:00:00 PM,4.66,8.04,,,,,
518,06/07/22 11:15:00 PM,4.63,8.02,,,,,
519,06/07/22 11:30:00 PM,4.60,7.98,,,,,
520,06/07/22 11:45:00 PM,4.57,7.94,,,,,
521,06/08/22 12:00:00 AM,4.60,7.86,,,,,
522,06/08/22 12:15:00 AM,4.56,7.82,,,,,
523,06/08/22 12:30:00 AM,4.56,7.78,,,,,
524,06/08/22 12:45:00 AM,4.58,7.76,,,,,
525,06/08/22 01:00:00 AM,4.64,7.66,,,,,
526,06/08/22 01:15:00 AM,4.64,7.60,,,,,
527,06/08/22 01:30:00 AM,4.63,7.58,,,,,
528,06/08/22 01:45:00 AM,4.62,7.56,,,,,
529,06/08/22 02:00:00 AM,4.61,7.54,,,,,
530,06/08/22 02:15:00 AM,4.60,7.50,,,,,
531,06/08/22 02:30:00 AM,4.59,7.46,,,,,
532,06/08/22 02:45:00 AM,4.59,7.42,,,,,
533,06/08/22 03:00:00 AM,4.59,7.38,,,,,
534,06/08/22 03:15:00 AM,4.57,7.40,,,,,
535,06/08/22 03:30:00 AM,4.57,7.38,,,,,
536,06/08/22 03:45:00 AM,4.57,7.34,,,,,
537,06/08/22 04:00:00 AM,4.57,7.32,,,,,
538,06/08/22 04:15:00 AM,4.59,7.28,,,,,
539,06/08/22 04:30:00 AM,4.62,7.18,,,,,
540,06/08/22 04:45:00 AM,4.61,7.12,,,,,
541,06/08/22 05:00:00 AM,4.59,7.08,,,,,
542,06/08/22 05:15:00 AM,4.57,7.08,,,,,
543,06/08/22 05:30:00 AM,4.55,7.10,,,,,
544,06/08/22 05:45:00 AM,4.55,7.08,,,,,
545,06/08/22 06:00:00 AM,4.55,7.08,,,,,
546,06/08/22 06:15:00 AM,4.54,7.04,,,,,
547,06/08/22 06:30:00 AM,4.54,7.00,,,,,
548,06/08/22 06:45:00 AM,4.53,6.98,,,,,
549,06/08/22 07:00:00 AM,4.53,6.98,,,,,
550,06/08/22 07:15:00 AM,4.53,6.96,,,,,
551,06/08/22 07:30:00 AM,4.52,6.98,,,,,
552,06/08/22 07:45:00 AM,4.52,6.96,,,,,
553,06/08/22 08:00:00 AM,4.52,6.96,,,,,
554,06/08/22 08:15:00 AM,4.52,7.00,,,,,
555,06/08/22 08:30:00 AM,4.49,7.08,,,,,
556,06/08/22 08:45:00 AM,4.47,7.20,,,,,
557,06/08/22 09:00:00 AM,4.45,7.34,,,,,
558,06/08/22 09:15:00 AM,4.47,7.46,,,,,
559,06/08/22 09:30:00 AM,4.43,7.62,,,,,
560,06/08/22 09:45:00 AM,4.44,7.74,,,,,
561,06/08/22 10:00:00 AM,4.49,7.84,,,,,
562,06/08/22 10:15:00 AM,4.44,7.96,,,,,
563,06/08/22 10:30:00 AM,4.47,8.06,,,,,
564,06/08/22 10:45:00 AM,4.45,8.20,,,,,
565,06/08/22 11:00:00 AM,4.43,8.32,,,,,
566,06/08/22 11:15:00 AM,4.45,8.42,,,,,
567,06/08/22 11:30:00 AM,4.45,8.54,,,,,
568,06/08/22 11:45:00 AM,4.43,8.66,,,,,
569,06/08/22 12:00:00 PM,4.45,8.74,,,,,
570,06/08/22 12:15:00 PM,4.46,8.84,,,,,
571,06/08/22 12:30:00 PM,4.44,8.96,,,,,
572,06/08/22 12:45:00 PM,4.43,9.08,,,,,
573,06/08/22 01:00:00 PM,4.49,9.12,,,,,
574,06/08/22 01:15:00 PM,4.47,9.16,,,,,
575,06/08/22 01:30:00 PM,4.46,9.16,,,,,
576,06/08/22 01:45:00 PM,4.48,9.08,,,,,
577,06/08/22 02:00:00 PM,4.45,9.06,,,,,
578,06/08/22 02:15:00 PM,4.41,9.12,,,,,
579,06/08/22 02:30:00 PM,4.40,9.22,,,,,
580,06/08/22 02:45:00 PM,4.40,9.40,,,,,
581,06/08/22 03:00:00 PM,4.36,9.62,,,,,
582,06/08/22 03:15:00 PM,4.32,9.90,,,,,
583,06/08/22 03:30:00 PM,4.32,10.00,,,,,
584,06/08/22 03:45:00 PM,4.35,9.88,,,,,
585,06/08/22 04:00:00 PM,4.35,9.68,,,,,
586,06/08/22 04:15:00 PM,4.24,9.52,,,,,
587,06/08/22 04:30:00 PM,4.12,9.34,,,,,
588,06/08/22 04:45:00 PM,4.11,9.20,,,,,
589,06/08/22 05:00:00 PM,4.14,9.08,,,,,
590,06/08/22 05:15:00 PM,4.15,9.02,,,,,
591,06/08/22 05:30:00 PM,4.15,8.98,,,,,
592,06/08/22 05:45:00 PM,4.19,8.88,,,,,
593,06/08/22 06:00:00 PM,4.22,8.76,,,,,
594,06/08/22 06:15:00 PM,4.17,8.68,,,,,
595,06/08/22 06:30:00 PM,4.12,8.50,,,,,
596,06/08/22 06:45:00 PM,4.03,8.36,,,,,
597,06/08/22 07:00:00 PM,3.98,8.24,,,,,
598,06/08/22 07:15:00 PM,3.99,8.18,,,,,
599,06/08/22 07:30:00 PM,4.00,8.12,,,,,
600,06/08/22 07:45:00 PM,4.00,8.06,,,,,
601,06/08/22 08:00:00 PM,4.01,7.96,,,,,
602,06/08/22 08:15:00 PM,3.96,7.88,,,,,
603,06/08/22 08:30:00 PM,3.96,7.84,,,,,
604,06/08/22 08:45:00 PM,3.94,7.82,,,,,
605,06/08/22 09:00:00 PM,3.93,7.82,,,,,
606,06/08/22 09:15:00 PM,3.99,7.80,,,,,
607,06/08/22 09:30:00 PM,4.02,7.70,,,,,
608,06/08/22 09:45:00 PM,4.21,8.20,,,,,
609,06/08/22 10:00:00 PM,4.36,8.34,,,,,
610,06/08/22 10:15:00 PM,4.38,8.36,,,,,
611,06/08/22 10:30:00 PM,4.38,8.36,,,,,
612,06/08/22 10:45:00 PM,4.38,8.38,,,,,
613,06/08/22 11:00:00 PM,4.40,8.38,,,,,
614,06/08/22 11:15:00 PM,4.49,8.20,,,,,
615,06/08/22 11:30:00 PM,4.60,7.88,,,,,
616,06/08/22 11:45:00 PM,4.73,7.70,,,,,
617,06/09/22 12:00:00 AM,4.80,7.60,,,,,
618,06/09/22 12:15:00 AM,4.83,7.44,,,,,
619,06/09/22 12:30:00 AM,4.85,7.22,,,,,
620,06/09/22 12:45:00 AM,4.70,7.20,,,,,
621,06/09/22 01:00:00 AM,4.67,7.26,,,,,
622,06/09/22 01:15:00 AM,4.65,7.28,,,,,
623,06/09/22 01:30:00 AM,4.64,7.30,,,,,
624,06/09/22 01:45:00 AM,4.65,7.28,,,,,
625,06/09/22 02:00:00 AM,4.66,7.24,,,,,
626,06/09/22 02:15:00 AM,4.66,7.20,,,,,
627,06/09/22 02:30:00 AM,4.67,7.14,,,,,
628,06/09/22 02:45:00 AM,4.66,7.08,,,,,
629,06/09/22 03:00:00 AM,4.66,6.96,,,,,
630,06/09/22 03:15:00 AM,4.67,6.84,,,,,
631,06/09/22 03:30:00 AM,4.67,6.74,,,,,
632,06/09/22 03:45:00 AM,4.68,6.70,,,,,
633,06/09/22 04:00:00 AM,4.69,6.66,,,,,
634,06/09/22 04:15:00 AM,4.69,6.56,,,,,
635,06/09/22 04:30:00 AM,4.70,6.50,,,,,
636,06/09/22 04:45:00 AM,4.70,6.40,,,,,
637,06/09/22 05:00:00 AM,4.70,6.30,,,,,
638,06/09/22 05:15:00 AM,4.71,6.22,,,,,
639,06/09/22 05:30:00 AM,4.72,6.14,,,,,
640,06/09/22 05:45:00 AM,4.73,6.06,,,,,
641,06/09/22 06:00:00 AM,4.74,5.98,,,,,
642,06/09/22 06:15:00 AM,4.75,5.90,,,,,
643,06/09/22 06:30:00 AM,4.75,5.86,,,,,
644,06/09/22 06:45:00 AM,4.74,5.90,,,,,
645,06/09/22 07:00:00 AM,4.73,5.96,,,,,
646,06/09/22 07:15:00 AM,4.73,6.00,,,,,
647,06/09/22 07:30:00 AM,4.73,6.04,,,,,
648,06/09/22 07:45:00 AM,4.74,6.00,,,,,
649,06/09/22 08:00:00 AM,4.74,5.94,,,,,
650,06/09/22 08:15:00 AM,4.75,5.90,,,,,
651,06/09/22 08:30:00 AM,4.76,5.88,,,,,
652,06/09/22 08:45:00 AM,4.77,5.92,,,,,
653,06/09/22 09:00:00 AM,4.78,6.06,,,,,
654,06/09/22 09:15:00 AM,4.80,6.26,,,,,
655,06/09/22 09:30:00 AM,4.83,6.42,,,,,
656,06/09/22 09:45:00 AM,4.86,6.54,,,,,
657,06/09/22 10:00:00 AM,4.88,6.74,,,,,
658,06/09/22 10:15:00 AM,4.88,6.94,,,,,
659,06/09/22 10:30:00 AM,4.90,7.16,,,,,
660,06/09/22 10:45:00 AM,4.92,7.44,,,,,
661,06/09/22 11:00:00 AM,4.96,7.70,,,,,
662,06/09/22 11:15:00 AM,4.99,7.90,,,,,
663,06/09/22 11:30:00 AM,5.01,7.98,,,,,
664,06/09/22 11:45:00 AM,5.00,8.08,,,,,
665,06/09/22 12:00:00 PM,5.01,8.26,,,,,
666,06/09/22 12:15:00 PM,5.04,8.42,,,,,
667,06/09/22 12:30:00 PM,5.05,8.52,,,,,
668,06/09/22 12:45:00 PM,5.05,8.72,,,,,
669,06/09/22 01:00:00 PM,5.06,8.94,,,,,
670,06/09/22 01:15:00 PM,5.08,9.12,,,,,
671,06/09/22 01:30:00 PM,5.08,9.30,,,,,
672,06/09/22 01:45:00 PM,5.08,9.54,,,,,
673,06/09/22 02:00:00 PM,5.10,9.94,,,,,
674,06/09/22 02:15:00 PM,5.11,10.18,,,,,
675,06/09/22 02:30:00 PM,5.08,10.04,,,,,
676,06/09/22 02:45:00 PM,5.03,10.14,,,,,
677,06/09/22 03:00:00 PM,5.05,10.42,,,,,
678,06/09/22 03:15:00 PM,5.07,10.50,,,,,
679,06/09/22 03:30:00 PM,5.06,10.44,,,,,
680,06/09/22 03:45:00 PM,5.06,10.38,,,,,
681,06/09/22 04:00:00 PM,5.08,10.28,,,,,
682,06/09/22 04:15:00 PM,5.10,10.14,,,,,
683,06/09/22 04:30:00 PM,5.11,10.04,,,,,
684,06/09/22 04:45:00 PM,5.14,9.90,,,,,
685,06/09/22 05:00:00 PM,5.16,9.72,,,,,
686,06/09/22 05:15:00 PM,5.16,9.62,,,,,
687,06/09/22 05:30:00 PM,5.16,9.54,,,,,
688,06/09/22 05:45:00 PM,5.18,9.50,,,,,
689,06/09/22 06:00:00 PM,5.20,9.40,,,,,
690,06/09/22 06:15:00 PM,5.21,9.28,,,,,
691,06/09/22 06:30:00 PM,5.21,9.18,,,,,
692,06/09/22 06:45:00 PM,5.21,9.08,,,,,
693,06/09/22 07:00:00 PM,5.22,8.98,,,,,
694,06/09/22 07:15:00 PM,5.22,8.86,,,,,
695,06/09/22 07:30:00 PM,5.21,8.76,,,,,
696,06/09/22 07:45:00 PM,5.19,8.68,,,,,
697,06/09/22 08:00:00 PM,5.18,8.60,,,,,
698,06/09/22 08:15:00 PM,5.17,8.52,,,,,
699,06/09/22 08:30:00 PM,5.16,8.40,,,,,
700,06/09/22 08:45:00 PM,5.15,8.28,,,,,
701,06/09/22 09:00:00 PM,5.14,8.24,,,,,
702,06/09/22 09:15:00 PM,5.13,8.22,,,,,
703,06/09/22 09:30:00 PM,5.12,8.18,,,,,
704,06/09/22 09:45:00 PM,5.11,8.06,,,,,
705,06/09/22 10:00:00 PM,5.10,7.92,,,,,
706,06/09/22 10:15:00 PM,5.10,7.76,,,,,
707,06/09/22 10:30:00 PM,5.10,7.62,,,,,
708,06/09/22 10:45:00 PM,5.11,7.46,,,,,
709,06/09/22 11:00:00 PM,5.11,7.36,,,,,
710,06/09/22 11:15:00 PM,5.10,7.32,,,,,
711,06/09/22 11:30:00 PM,5.09,7.30,,,,,
712,06/09/22 11:45:00 PM,5.08,7.34,,,,,
713,06/10/22 12:00:00 AM,5.06,7.44,,,,,
714,06/10/22 12:15:00 AM,5.03,7.52,,,,,
715,06/10/22 12:30:00 AM,5.01,7.56,,,,,
716,06/10/22 12:45:00 AM,4.99,7.58,,,,,
717,06/10/22 01:00:00 AM,4.97,7.60,,,,,
718,06/10/22 01:15:00 AM,4.96,7.62,,,,,
719,06/10/22 01:30:00 AM,4.94,7.60,,,,,
720,06/10/22 01:45:00 AM,4.94,7.56,,,,,
721,06/10/22 02:00:00 AM,4.94,7.52,,,,,
722,06/10/22 02:15:00 AM,4.96,7.46,,,,,
723,06/10/22 02:30:00 AM,4.97,7.40,,,,,
724,06/10/22 02:45:00 AM,4.98,7.32,,,,,
725,06/10/22 03:00:00 AM,4.97,7.28,,,,,
726,06/10/22 03:15:00 AM,4.98,7.28,,,,,
727,06/10/22 03:30:00 AM,4.98,7.26,,,,,
728,06/10/22 03:45:00 AM,4.97,7.26,,,,,
729,06/10/22 04:00:00 AM,4.96,7.24,,,,,
730,06/10/22 04:15:00 AM,4.96,7.22,,,,,
731,06/10/22 04:30:00 AM,4.96,7.20,,,,,
732,06/10/22 04:45:00 AM,4.96,7.18,,,,,
733,06/10/22 05:00:00 AM,4.95,7.14,,,,,
734,06/10/22 05:15:00 AM,4.95,7.10,,,,,
735,06/10/22 05:30:00 AM,4.95,7.02,,,,,
736,06/10/22 05:45:00 AM,4.96,6.84,,,,,
737,06/10/22 06:00:00 AM,4.97,6.72,,,,,
738,06/10/22 06:15:00 AM,4.97,6.64,,,,,
739,06/10/22 06:30:00 AM,4.98,6.56,,,,,
740,06/10/22 06:45:00 AM,4.98,6.50,,,,,
741,06/10/22 07:00:00 AM,4.98,6.48,,,,,
742,06/10/22 07:15:00 AM,4.98,6.48,,,,,
743,06/10/22 07:30:00 AM,4.97,6.46,,,,,
744,06/10/22 07:45:00 AM,4.96,6.48,,,,,
745,06/10/22 08:00:00 AM,4.95,6.54,,,,,
746,06/10/22 08:15:00 AM,4.95,6.58,,,,,
747,06/10/22 08:30:00 AM,4.94,6.62,,,,,
748,06/10/22 08:45:00 AM,4.94,6.66,,,,,
749,06/10/22 09:00:00 AM,4.94,6.70,,,,,
750,06/10/22 09:15:00 AM,4.95,6.72,,,,,
751,06/10/22 09:30:00 AM,4.96,6.76,,,,,
752,06/10/22 09:45:00 AM,4.97,6.82,,,,,
753,06/10/22 10:00:00 AM,4.98,6.88,,,,,
754,06/10/22 10:15:00 AM,5.00,6.88,,,,,
755,06/10/22 10:30:00 AM,5.03,6.88,,,,,
756,06/10/22 10:45:00 AM,5.04,6.94,,,,,
757,06/10/22 11:00:00 AM,5.06,6.98,,,,,
758,06/10/22 11:15:00 AM,5.08,7.02,,,,,
759,06/10/22 11:30:00 AM,5.10,7.10,,,,,
760,06/10/22 11:45:00 AM,5.11,7.26,,,,,
761,06/10/22 12:00:00 PM,5.12,7.44,,,,,
762,06/10/22 12:15:00 PM,5.14,7.58,,,,,
763,06/10/22 12:30:00 PM,5.14,7.82,,,,,
764,06/10/22 12:45:00 PM,5.15,8.08,,,,,
765,06/10/22 01:00:00 PM,5.17,8.18,,,,,
766,06/10/22 01:15:00 PM,5.19,8.14,,,,,
767,06/10/22 01:30:00 PM,5.29,8.08,,,,,
768,06/10/22 01:45:00 PM,5.30,8.00,,,,,
769,06/10/22 02:00:00 PM,5.15,8.02,,,,,
770,06/10/22 02:15:00 PM,5.15,8.00,,,,,
771,06/10/22 02:30:00 PM,5.16,8.06,,,,,
772,06/10/22 02:45:00 PM,5.18,8.12,,,,,
773,06/10/22 03:00:00 PM,5.13,8.22,,,,,
774,06/10/22 03:15:00 PM,5.07,8.46,,,,,
775,06/10/22 03:30:00 PM,4.99,8.80,,,,,
776,06/10/22 03:45:00 PM,4.85,8.98,,,,,
777,06/10/22 04:00:00 PM,4.75,9.00,,,,,
778,06/10/22 04:15:00 PM,4.71,9.00,,,,,
779,06/10/22 04:30:00 PM,4.67,9.04,,,,,
780,06/10/22 04:45:00 PM,4.62,9.16,,,,,
781,06/10/22 05:00:00 PM,4.47,9.32,,,,,
782,06/10/22 05:15:00 PM,4.34,9.34,,,,,
783,06/10/22 05:30:00 PM,4.32,9.32,,,,,
784,06/10/22 05:45:00 PM,4.35,9.28,,,,,
785,06/10/22 06:00:00 PM,4.35,9.24,,,,,
786,06/10/22 06:15:00 PM,4.32,9.20,,,,,
787,06/10/22 06:30:00 PM,4.32,9.10,,,,,
788,06/10/22 06:45:00 PM,4.34,8.94,,,,,
789,06/10/22 07:00:00 PM,4.35,8.76,,,,,
790,06/10/22 07:15:00 PM,4.28,8.60,,,,,
791,06/10/22 07:30:00 PM,4.16,8.46,,,,,
792,06/10/22 07:45:00 PM,4.11,8.32,,,,,
793,06/10/22 08:00:00 PM,4.09,8.18,,,,,
794,06/10/22 08:15:00 PM,4.11,8.06,,,,,
795,06/10/22 08:30:00 PM,4.12,7.96,,,,,
796,06/10/22 08:45:00 PM,4.16,7.84,,,,,
797,06/10/22 09:00:00 PM,4.17,7.74,,,,,
798,06/10/22 09:15:00 PM,4.18,7.64,,,,,
799,06/10/22 09:30:00 PM,4.19,7.56,,,,,
800,06/10/22 09:45:00 PM,4.21,7.50,,,,,
801,06/10/22 10:00:00 PM,4.21,7.44,,,,,
802,06/10/22 10:15:00 PM,4.23,7.36,,,,,
803,06/10/22 10:30:00 PM,4.23,7.30,,,,,
804,06/10/22 10:45:00 PM,4.24,7.26,,,,,
805,06/10/22 11:00:00 PM,4.25,7.22,,,,,
806,06/10/22 11:15:00 PM,4.25,7.18,,,,,
807,06/10/22 11:30:00 PM,4.26,7.14,,,,,
808,06/10/22 11:45:00 PM,4.26,7.10,,,,,
809,06/11/22 12:00:00 AM,4.26,7.06,,,,,
810,06/11/22 12:15:00 AM,4.25,7.02,,,,,
811,06/11/22 12:30:00 AM,4.25,7.00,,,,,
812,06/11/22 12:45:00 AM,4.26,7.00,,,,,
813,06/11/22 01:00:00 AM,4.24,6.96,,,,,
814,06/11/22 01:15:00 AM,4.24,6.96,,,,,
815,06/11/22 01:30:00 AM,4.22,6.94,,,,,
816,06/11/22 01:45:00 AM,4.22,6.92,,,,,
817,06/11/22 02:00:00 AM,4.22,6.88,,,,,
818,06/11/22 02:15:00 AM,4.22,6.86,,,,,
819,06/11/22 02:30:00 AM,4.23,6.84,,,,,
820,06/11/22 02:45:00 AM,4.23,6.82,,,,,
821,06/11/22 03:00:00 AM,4.24,6.78,,,,,
822,06/11/22 03:15:00 AM,4.25,6.76,,,,,
823,06/11/22 03:30:00 AM,4.27,6.74,,,,,
824,06/11/22 03:45:00 AM,4.27,6.72,,,,,
825,06/11/22 04:00:00 AM,4.28,6.68,,,,,
826,06/11/22 04:15:00 AM,4.28,6.64,,,,,
827,06/11/22 04:30:00 AM,4.27,6.62,,,,,
828,06/11/22 04:45:00 AM,4.27,6.60,,,,,
829,06/11/22 05:00:00 AM,4.26,6.58,,,,,
830,06/11/22 05:15:00 AM,4.25,6.58,,,,,
831,06/11/22 05:30:00 AM,4.23,6.56,,,,,
832,06/11/22 05:45:00 AM,4.22,6.56,,,,,
833,06/11/22 06:00:00 AM,4.20,6.54,,,,,
834,06/11/22 06:15:00 AM,4.20,6.54,,,,,
835,06/11/22 06:30:00 AM,4.20,6.50,,,,,
836,06/11/22 06:45:00 AM,4.20,6.46,,,,,
837,06/11/22 07:00:00 AM,4.19,6.44,,,,,
838,06/11/22 07:15:00 AM,4.18,6.44,,,,,
839,06/11/22 07:30:00 AM,4.17,6.40,,,,,
840,06/11/22 07:45:00 AM,4.17,6.36,,,,,
841,06/11/22 08:00:00 AM,4.16,6.34,,,,,
842,06/11/22 08:15:00 AM,4.15,6.28,,,,,
843,06/11/22 08:30:00 AM,4.15,6.26,,,,,
844,06/11/22 08:45:00 AM,4.13,6.26,,,,,
845,06/11/22 09:00:00 AM,4.11,6.28,,,,,
846,06/11/22 09:15:00 AM,4.08,6.38,,,,,
847,06/11/22 09:30:00 AM,4.04,6.46,,,,,
848,06/11/22 09:45:00 AM,3.99,6.54,,,,,
849,06/11/22 10:00:00 AM,3.96,6.58,,,,,
850,06/11/22 10:15:00 AM,3.92,6.64,,,,,
851,06/11/22 10:30:00 AM,3.89,6.70,,,,,
852,06/11/22 10:45:00 AM,3.86,6.72,,,,,
853,06/11/22 11:00:00 AM,3.82,6.80,,,,,
854,06/11/22 11:15:00 AM,3.76,6.94,,,,,
855,06/11/22 11:30:00 AM,3.70,7.06,,,,,
856,06/11/22 11:45:00 AM,3.64,7.24,,,,,
857,06/11/22 12:00:00 PM,3.56,7.50,,,,,
858,06/11/22 12:15:00 PM,3.44,7.74,,,,,
859,06/11/22 12:30:00 PM,3.27,7.94,,,,,
860,06/11/22 12:45:00 PM,3.09,8.16,,,,,
861,06/11/22 01:00:00 PM,2.96,8.22,,,,,
862,06/11/22 01:15:00 PM,2.91,8.24,,,,,
863,06/11/22 01:30:00 PM,2.93,8.22,,,,,
864,06/11/22 01:45:00 PM,3.09,8.22,,,,,
865,06/11/22 02:00:00 PM,3.17,8.28,,,,,
866,06/11/22 02:15:00 PM,3.13,8.44,,,,,
867,06/11/22 02:30:00 PM,2.99,8.60,,,,,
868,06/11/22 02:45:00 PM,2.81,8.78,,,,,
869,06/11/22 03:00:00 PM,2.66,8.94,,,,,
870,06/11/22 03:15:00 PM,2.63,8.94,,,,,
871,06/11/22 03:30:00 PM,2.67,8.90,,,,,
872,06/11/22 03:45:00 PM,2.71,8.90,,,,,
873,06/11/22 04:00:00 PM,2.73,8.96,,,,,
874,06/11/22 04:15:00 PM,2.74,9.20,,,,,
875,06/11/22 04:30:00 PM,2.76,9.36,,,,,
876,06/11/22 04:45:00 PM,2.75,9.44,,,,,
877,06/11/22 05:00:00 PM,2.78,9.42,,,,,
878,06/11/22 05:15:00 PM,2.82,9.46,,,,,
879,06/11/22 05:30:00 PM,2.82,9.62,,,,,
880,06/11/22 05:45:00 PM,2.81,9.66,,,,,
881,06/11/22 06:00:00 PM,2.85,9.60,,,,,
882,06/11/22 06:15:00 PM,2.90,9.50,,,,,
883,06/11/22 06:30:00 PM,2.92,9.38,,,,,
884,06/11/22 06:45:00 PM,2.88,9.24,,,,,
885,06/11/22 07:00:00 PM,2.76,9.08,,,,,
886,06/11/22 07:15:00 PM,2.61,8.88,,,,,
887,06/11/22 07:30:00 PM,2.50,8.70,,,,,
888,06/11/22 07:45:00 PM,2.43,8.56,,,,,
889,06/11/22 08:00:00 PM,2.39,8.42,,,,,
890,06/11/22 08:15:00 PM,2.41,8.28,,,,,
891,06/11/22 08:30:00 PM,2.44,8.16,,,,,
892,06/11/22 08:45:00 PM,2.46,8.06,,,,,
893,06/11/22 09:00:00 PM,2.49,7.96,,,,,
894,06/11/22 09:15:00 PM,2.52,7.88,,,,,
895,06/11/22 09:30:00 PM,2.54,7.78,,,,,
896,06/11/22 09:45:00 PM,2.55,7.70,,,,,
897,06/11/22 10:00:00 PM,2.55,7.62,,,,,
898,06/11/22 10:15:00 PM,2.55,7.56,,,,,
899,06/11/22 10:30:00 PM,2.53,7.52,,,,,
900,06/11/22 10:45:00 PM,2.52,7.48,,,,,
901,06/11/22 11:00:00 PM,2.50,7.42,,,,,
902,06/11/22 11:15:00 PM,2.48,7.38,,,,,
903,06/11/22 11:30:00 PM,2.47,7.36,,,,,
904,06/11/22 11:45:00 PM,2.45,7.32,,,,,
905,06/12/22 12:00:00 AM,2.43,7.28,,,,,
906,06/12/22 12:15:00 AM,2.42,7.26,,,,,
907,06/12/22 12:30:00 AM,2.40,7.24,,,,,
908,06/12/22 12:45:00 AM,2.39,7.20,,,,,
909,06/12/22 01:00:00 AM,2.38,7.16,,,,,
910,06/12/22 01:15:00 AM,2.36,7.14,,,,,
911,06/12/22 01:30:00 AM,2.35,7.10,,,,,
912,06/12/22 01:45:00 AM,2.33,7.06,,,,,
913,06/12/22 02:00:00 AM,2.31,7.04,,,,,
