"Plot Title: 21223042"
"#","Date Time, GMT-05:00","DO conc, mg/L (LGR S/N: 21223042, SEN S/N: 21223042)","Temp, °C (LGR S/N: 21223042, SEN S/N: 21223042)","End Of File (LGR S/N: 21223042)"
5570,04/04/22 11:05:00 PM,-0.04,8.74,
5571,04/04/22 11:10:00 PM,-0.04,8.72,
5572,04/04/22 11:15:00 PM,-0.04,8.70,
5573,04/04/22 11:20:00 PM,-0.04,8.70,
5574,04/04/22 11:25:00 PM,-0.04,8.68,
5575,04/04/22 11:30:00 PM,-0.04,8.66,
5576,04/04/22 11:35:00 PM,-0.04,8.66,
5577,04/04/22 11:40:00 PM,-0.04,8.64,
5578,04/04/22 11:45:00 PM,-0.04,8.64,
5579,04/04/22 11:50:00 PM,-0.04,8.62,
5580,04/04/22 11:55:00 PM,-0.04,8.62,
5581,04/05/22 12:00:00 AM,-0.04,8.62,
5582,04/05/22 12:05:00 AM,-0.04,8.60,
5583,04/05/22 12:10:00 AM,-0.04,8.60,
5584,04/05/22 12:15:00 AM,-0.04,8.58,
5585,04/05/22 12:20:00 AM,-0.04,8.58,
5586,04/05/22 12:25:00 AM,-0.04,8.58,
5587,04/05/22 12:30:00 AM,-0.04,8.56,
5588,04/05/22 12:35:00 AM,-0.04,8.56,
5589,04/05/22 12:40:00 AM,-0.04,8.56,
5590,04/05/22 12:45:00 AM,-0.04,8.54,
5591,04/05/22 12:50:00 AM,-0.04,8.54,
5592,04/05/22 12:55:00 AM,-0.04,8.54,
5593,04/05/22 01:00:00 AM,-0.04,8.54,
5594,04/05/22 01:05:00 AM,-0.04,8.52,
5595,04/05/22 01:10:00 AM,-0.04,8.52,
5596,04/05/22 01:15:00 AM,-0.04,8.52,
5597,04/05/22 01:20:00 AM,-0.04,8.52,
5598,04/05/22 01:25:00 AM,-0.04,8.52,
5599,04/05/22 01:30:00 AM,-0.04,8.52,
5600,04/05/22 01:35:00 AM,-0.04,8.52,
5601,04/05/22 01:40:00 AM,-0.04,8.52,
5602,04/05/22 01:45:00 AM,-0.04,8.52,
5603,04/05/22 01:50:00 AM,-0.04,8.52,
5604,04/05/22 01:55:00 AM,-0.04,8.54,
5605,04/05/22 02:00:00 AM,-0.04,8.54,
5606,04/05/22 02:05:00 AM,-0.04,8.54,
5607,04/05/22 02:10:00 AM,-0.04,8.54,
5608,04/05/22 02:15:00 AM,-0.04,8.56,
5609,04/05/22 02:20:00 AM,-0.04,8.56,
5610,04/05/22 02:25:00 AM,-0.04,8.56,
5611,04/05/22 02:30:00 AM,-0.04,8.56,
5612,04/05/22 02:35:00 AM,-0.04,8.58,
5613,04/05/22 02:40:00 AM,-0.04,8.58,
5614,04/05/22 02:45:00 AM,-0.04,8.58,
5615,04/05/22 02:50:00 AM,-0.04,8.58,
5616,04/05/22 02:55:00 AM,-0.04,8.60,
5617,04/05/22 03:00:00 AM,-0.04,8.60,
5618,04/05/22 03:05:00 AM,-0.04,8.60,
5619,04/05/22 03:10:00 AM,-0.04,8.60,
5620,04/05/22 03:15:00 AM,-0.05,8.60,
5621,04/05/22 03:20:00 AM,-0.04,8.60,
5622,04/05/22 03:25:00 AM,-0.04,8.62,
5623,04/05/22 03:30:00 AM,-0.04,8.62,
5624,04/05/22 03:35:00 AM,-0.04,8.62,
5625,04/05/22 03:40:00 AM,-0.04,8.62,
5626,04/05/22 03:45:00 AM,-0.04,8.62,
5627,04/05/22 03:50:00 AM,-0.04,8.62,
5628,04/05/22 03:55:00 AM,-0.04,8.62,
5629,04/05/22 04:00:00 AM,-0.04,8.62,
5630,04/05/22 04:05:00 AM,-0.04,8.62,
5631,04/05/22 04:10:00 AM,-0.04,8.62,
5632,04/05/22 04:15:00 AM,-0.04,8.62,
5633,04/05/22 04:20:00 AM,-0.04,8.64,
5634,04/05/22 04:25:00 AM,-0.04,8.62,
5635,04/05/22 04:30:00 AM,-0.04,8.62,
5636,04/05/22 04:35:00 AM,-0.04,8.62,
5637,04/05/22 04:40:00 AM,-0.04,8.62,
5638,04/05/22 04:45:00 AM,-0.04,8.62,
5639,04/05/22 04:50:00 AM,-0.04,8.62,
5640,04/05/22 04:55:00 AM,-0.04,8.62,
5641,04/05/22 05:00:00 AM,-0.04,8.62,
5642,04/05/22 05:05:00 AM,-0.04,8.62,
5643,04/05/22 05:10:00 AM,-0.04,8.62,
5644,04/05/22 05:15:00 AM,-0.04,8.62,
5645,04/05/22 05:20:00 AM,-0.04,8.62,
5646,04/05/22 05:25:00 AM,-0.04,8.62,
5647,04/05/22 05:30:00 AM,-0.04,8.62,
5648,04/05/22 05:35:00 AM,-0.04,8.62,
5649,04/05/22 05:40:00 AM,-0.04,8.62,
5650,04/05/22 05:45:00 AM,-0.04,8.60,
5651,04/05/22 05:50:00 AM,-0.05,8.60,
5652,04/05/22 05:55:00 AM,-0.04,8.60,
5653,04/05/22 06:00:00 AM,-0.04,8.60,
5654,04/05/22 06:05:00 AM,-0.04,8.60,
5655,04/05/22 06:10:00 AM,-0.04,8.60,
5656,04/05/22 06:15:00 AM,-0.04,8.60,
5657,04/05/22 06:20:00 AM,-0.04,8.60,
5658,04/05/22 06:25:00 AM,-0.04,8.60,
5659,04/05/22 06:30:00 AM,-0.04,8.60,
5660,04/05/22 06:35:00 AM,-0.04,8.60,
5661,04/05/22 06:40:00 AM,-0.04,8.60,
5662,04/05/22 06:45:00 AM,-0.04,8.60,
5663,04/05/22 06:50:00 AM,-0.04,8.60,
5664,04/05/22 06:55:00 AM,-0.04,8.60,
5665,04/05/22 07:00:00 AM,-0.04,8.60,
5666,04/05/22 07:05:00 AM,-0.04,8.58,
5667,04/05/22 07:10:00 AM,-0.04,8.58,
5668,04/05/22 07:15:00 AM,-0.04,8.58,
5669,04/05/22 07:20:00 AM,-0.04,8.58,
5670,04/05/22 07:25:00 AM,-0.04,8.58,
5671,04/05/22 07:30:00 AM,-0.04,8.58,
5672,04/05/22 07:35:00 AM,-0.04,8.58,
5673,04/05/22 07:40:00 AM,-0.04,8.60,
5674,04/05/22 07:45:00 AM,-0.04,8.60,
5675,04/05/22 07:50:00 AM,-0.04,8.60,
5676,04/05/22 07:55:00 AM,-0.04,8.60,
5677,04/05/22 08:00:00 AM,-0.04,8.60,
5678,04/05/22 08:05:00 AM,-0.04,8.60,
5679,04/05/22 08:10:00 AM,-0.04,8.62,
5680,04/05/22 08:15:00 AM,-0.04,8.62,
5681,04/05/22 08:20:00 AM,-0.04,8.62,
5682,04/05/22 08:25:00 AM,-0.04,8.62,
5683,04/05/22 08:30:00 AM,-0.04,8.64,
5684,04/05/22 08:35:00 AM,-0.04,8.64,
5685,04/05/22 08:40:00 AM,-0.04,8.64,
5686,04/05/22 08:45:00 AM,-0.04,8.66,
5687,04/05/22 08:50:00 AM,-0.04,8.66,
5688,04/05/22 08:55:00 AM,-0.04,8.66,
5689,04/05/22 09:00:00 AM,-0.04,8.66,
5690,04/05/22 09:05:00 AM,-0.04,8.68,
5691,04/05/22 09:10:00 AM,-0.04,8.68,
5692,04/05/22 09:15:00 AM,-0.05,8.70,
5693,04/05/22 09:20:00 AM,-0.05,8.70,
5694,04/05/22 09:25:00 AM,-0.04,8.72,
5695,04/05/22 09:30:00 AM,-0.04,8.74,
5696,04/05/22 09:35:00 AM,-0.05,8.76,
5697,04/05/22 09:40:00 AM,-0.04,8.76,
5698,04/05/22 09:45:00 AM,-0.04,8.78,
5699,04/05/22 09:50:00 AM,-0.05,8.80,
5700,04/05/22 09:55:00 AM,-0.04,8.82,
5701,04/05/22 10:00:00 AM,-0.04,8.84,
5702,04/05/22 10:05:00 AM,-0.05,8.86,
5703,04/05/22 10:10:00 AM,-0.04,8.88,
5704,04/05/22 10:15:00 AM,-0.04,8.90,
5705,04/05/22 10:20:00 AM,-0.05,8.92,
5706,04/05/22 10:25:00 AM,-0.04,8.92,
5707,04/05/22 10:30:00 AM,-0.05,8.94,
5708,04/05/22 10:35:00 AM,-0.05,8.96,
5709,04/05/22 10:40:00 AM,-0.05,8.96,
5710,04/05/22 10:45:00 AM,-0.05,8.98,
5711,04/05/22 10:50:00 AM,-0.04,9.00,
5712,04/05/22 10:55:00 AM,-0.04,9.02,
5713,04/05/22 11:00:00 AM,-0.05,9.04,
5714,04/05/22 11:05:00 AM,-0.05,9.06,
5715,04/05/22 11:10:00 AM,-0.05,9.08,
5716,04/05/22 11:15:00 AM,-0.05,9.10,
5717,04/05/22 11:20:00 AM,-0.04,9.12,
5718,04/05/22 11:25:00 AM,-0.05,9.14,
5719,04/05/22 11:30:00 AM,-0.05,9.16,
5720,04/05/22 11:35:00 AM,-0.05,9.18,
5721,04/05/22 11:40:00 AM,-0.05,9.20,
5722,04/05/22 11:45:00 AM,-0.05,9.22,
5723,04/05/22 11:50:00 AM,-0.04,9.26,
5724,04/05/22 11:55:00 AM,-0.04,9.26,
5725,04/05/22 12:00:00 PM,-0.05,9.28,
5726,04/05/22 12:05:00 PM,-0.05,9.30,
5727,04/05/22 12:10:00 PM,-0.04,9.32,
5728,04/05/22 12:15:00 PM,-0.05,9.32,
5729,04/05/22 12:20:00 PM,-0.05,9.34,
5730,04/05/22 12:25:00 PM,-0.04,9.36,
5731,04/05/22 12:30:00 PM,-0.05,9.36,
5732,04/05/22 12:35:00 PM,-0.05,9.38,
5733,04/05/22 12:40:00 PM,-0.04,9.40,
5734,04/05/22 12:45:00 PM,-0.05,9.40,
5735,04/05/22 12:50:00 PM,-0.05,9.42,
5736,04/05/22 12:55:00 PM,-0.05,9.42,
5737,04/05/22 01:00:00 PM,-0.05,9.44,
5738,04/05/22 01:05:00 PM,-0.04,9.44,
5739,04/05/22 01:10:00 PM,-0.05,9.46,
5740,04/05/22 01:15:00 PM,-0.05,9.46,
5741,04/05/22 01:20:00 PM,-0.05,9.48,
5742,04/05/22 01:25:00 PM,-0.05,9.48,
5743,04/05/22 01:30:00 PM,-0.05,9.50,
5744,04/05/22 01:35:00 PM,-0.05,9.52,
5745,04/05/22 01:40:00 PM,-0.05,9.54,
5746,04/05/22 01:45:00 PM,-0.05,9.56,
5747,04/05/22 01:50:00 PM,-0.05,9.56,
5748,04/05/22 01:55:00 PM,-0.05,9.58,
5749,04/05/22 02:00:00 PM,-0.05,9.60,
5750,04/05/22 02:05:00 PM,-0.05,9.62,
5751,04/05/22 02:10:00 PM,-0.05,9.64,
5752,04/05/22 02:15:00 PM,-0.05,9.64,
5753,04/05/22 02:20:00 PM,-0.05,9.66,
5754,04/05/22 02:25:00 PM,-0.05,9.68,
5755,04/05/22 02:30:00 PM,-0.04,9.70,
5756,04/05/22 02:35:00 PM,-0.05,9.70,
5757,04/05/22 02:40:00 PM,-0.05,9.72,
5758,04/05/22 02:45:00 PM,-0.05,9.74,
5759,04/05/22 02:50:00 PM,-0.04,9.78,
5760,04/05/22 02:55:00 PM,-0.05,9.80,
5761,04/05/22 03:00:00 PM,-0.05,9.84,
5762,04/05/22 03:05:00 PM,-0.05,9.86,
5763,04/05/22 03:10:00 PM,-0.04,9.90,
5764,04/05/22 03:15:00 PM,-0.05,9.92,
5765,04/05/22 03:20:00 PM,-0.04,9.94,
5766,04/05/22 03:25:00 PM,-0.04,9.96,
5767,04/05/22 03:30:00 PM,-0.05,9.96,
5768,04/05/22 03:35:00 PM,-0.05,9.98,
5769,04/05/22 03:40:00 PM,-0.04,9.98,
5770,04/05/22 03:45:00 PM,-0.04,10.00,
5771,04/05/22 03:50:00 PM,-0.05,10.00,
5772,04/05/22 03:55:00 PM,-0.04,10.00,
5773,04/05/22 04:00:00 PM,-0.04,10.00,
5774,04/05/22 04:05:00 PM,-0.04,10.00,
5775,04/05/22 04:10:00 PM,-0.04,9.98,
5776,04/05/22 04:15:00 PM,-0.04,9.98,
5777,04/05/22 04:20:00 PM,-0.04,9.98,
5778,04/05/22 04:25:00 PM,-0.04,9.96,
5779,04/05/22 04:30:00 PM,-0.04,9.96,
5780,04/05/22 04:35:00 PM,-0.05,9.94,
5781,04/05/22 04:40:00 PM,-0.04,9.92,
5782,04/05/22 04:45:00 PM,-0.04,9.90,
5783,04/05/22 04:50:00 PM,-0.05,9.88,
5784,04/05/22 04:55:00 PM,-0.04,9.86,
5785,04/05/22 05:00:00 PM,-0.04,9.84,
5786,04/05/22 05:05:00 PM,-0.04,9.84,
5787,04/05/22 05:10:00 PM,-0.04,9.80,
5788,04/05/22 05:15:00 PM,-0.04,9.78,
5789,04/05/22 05:20:00 PM,-0.04,9.76,
5790,04/05/22 05:25:00 PM,-0.04,9.74,
5791,04/05/22 05:30:00 PM,-0.04,9.72,
5792,04/05/22 05:35:00 PM,-0.04,9.70,
5793,04/05/22 05:40:00 PM,-0.04,9.68,
5794,04/05/22 05:45:00 PM,-0.04,9.66,
5795,04/05/22 05:50:00 PM,-0.04,9.64,
5796,04/05/22 05:55:00 PM,-0.04,9.62,
5797,04/05/22 06:00:00 PM,-0.04,9.60,
5798,04/05/22 06:05:00 PM,-0.04,9.56,
5799,04/05/22 06:10:00 PM,-0.04,9.54,
5800,04/05/22 06:15:00 PM,-0.05,9.52,
5801,04/05/22 06:20:00 PM,-0.04,9.50,
5802,04/05/22 06:25:00 PM,-0.04,9.48,
5803,04/05/22 06:30:00 PM,-0.04,9.46,
5804,04/05/22 06:35:00 PM,-0.04,9.42,
5805,04/05/22 06:40:00 PM,-0.04,9.40,
5806,04/05/22 06:45:00 PM,-0.04,9.38,
5807,04/05/22 06:50:00 PM,-0.04,9.36,
5808,04/05/22 06:55:00 PM,-0.04,9.34,
5809,04/05/22 07:00:00 PM,-0.04,9.32,
5810,04/05/22 07:05:00 PM,-0.04,9.30,
5811,04/05/22 07:10:00 PM,-0.04,9.28,
5812,04/05/22 07:15:00 PM,-0.04,9.26,
5813,04/05/22 07:20:00 PM,-0.04,9.24,
5814,04/05/22 07:25:00 PM,-0.04,9.22,
5815,04/05/22 07:30:00 PM,-0.04,9.20,
5816,04/05/22 07:35:00 PM,-0.04,9.18,
5817,04/05/22 07:40:00 PM,-0.04,9.16,
5818,04/05/22 07:45:00 PM,-0.04,9.14,
5819,04/05/22 07:50:00 PM,-0.04,9.12,
5820,04/05/22 07:55:00 PM,-0.04,9.10,
5821,04/05/22 08:00:00 PM,-0.04,9.08,
5822,04/05/22 08:05:00 PM,-0.04,9.06,
5823,04/05/22 08:10:00 PM,-0.04,9.06,
5824,04/05/22 08:15:00 PM,-0.04,9.04,
5825,04/05/22 08:20:00 PM,-0.04,9.02,
5826,04/05/22 08:25:00 PM,-0.04,9.00,
5827,04/05/22 08:30:00 PM,-0.04,9.00,
5828,04/05/22 08:35:00 PM,-0.04,8.98,
5829,04/05/22 08:40:00 PM,-0.04,8.96,
5830,04/05/22 08:45:00 PM,-0.04,8.96,
5831,04/05/22 08:50:00 PM,-0.04,8.94,
5832,04/05/22 08:55:00 PM,-0.04,8.92,
5833,04/05/22 09:00:00 PM,-0.04,8.92,
5834,04/05/22 09:05:00 PM,-0.04,8.90,
5835,04/05/22 09:10:00 PM,-0.04,8.90,
5836,04/05/22 09:15:00 PM,-0.04,8.88,
5837,04/05/22 09:20:00 PM,-0.04,8.88,
5838,04/05/22 09:25:00 PM,-0.04,8.86,
5839,04/05/22 09:30:00 PM,-0.04,8.86,
5840,04/05/22 09:35:00 PM,-0.04,8.84,
5841,04/05/22 09:40:00 PM,-0.04,8.84,
5842,04/05/22 09:45:00 PM,-0.04,8.82,
5843,04/05/22 09:50:00 PM,-0.04,8.82,
5844,04/05/22 09:55:00 PM,-0.04,8.80,
5845,04/05/22 10:00:00 PM,-0.04,8.80,
5846,04/05/22 10:05:00 PM,-0.04,8.80,
5847,04/05/22 10:10:00 PM,-0.04,8.78,
5848,04/05/22 10:15:00 PM,-0.04,8.78,
5849,04/05/22 10:20:00 PM,-0.04,8.78,
5850,04/05/22 10:25:00 PM,-0.04,8.76,
5851,04/05/22 10:30:00 PM,-0.04,8.76,
5852,04/05/22 10:35:00 PM,-0.04,8.76,
5853,04/05/22 10:40:00 PM,-0.04,8.74,
5854,04/05/22 10:45:00 PM,-0.04,8.74,
5855,04/05/22 10:50:00 PM,-0.04,8.72,
5856,04/05/22 10:55:00 PM,-0.04,8.72,
5857,04/05/22 11:00:00 PM,-0.04,8.72,
5858,04/05/22 11:05:00 PM,-0.04,8.70,
5859,04/05/22 11:10:00 PM,-0.04,8.70,
5860,04/05/22 11:15:00 PM,-0.04,8.70,
5861,04/05/22 11:20:00 PM,-0.04,8.70,
5862,04/05/22 11:25:00 PM,-0.04,8.68,
5863,04/05/22 11:30:00 PM,-0.04,8.68,
5864,04/05/22 11:35:00 PM,-0.04,8.68,
5865,04/05/22 11:40:00 PM,-0.04,8.68,
5866,04/05/22 11:45:00 PM,-0.04,8.66,
5867,04/05/22 11:50:00 PM,-0.04,8.66,
5868,04/05/22 11:55:00 PM,-0.04,8.66,
5869,04/06/22 12:00:00 AM,-0.04,8.66,
5870,04/06/22 12:05:00 AM,-0.04,8.66,
5871,04/06/22 12:10:00 AM,-0.04,8.64,
5872,04/06/22 12:15:00 AM,-0.04,8.64,
5873,04/06/22 12:20:00 AM,-0.04,8.64,
5874,04/06/22 12:25:00 AM,-0.04,8.64,
5875,04/06/22 12:30:00 AM,-0.04,8.62,
5876,04/06/22 12:35:00 AM,-0.04,8.62,
5877,04/06/22 12:40:00 AM,-0.04,8.62,
5878,04/06/22 12:45:00 AM,-0.04,8.62,
5879,04/06/22 12:50:00 AM,-0.04,8.62,
5880,04/06/22 12:55:00 AM,-0.04,8.62,
5881,04/06/22 01:00:00 AM,-0.04,8.62,
5882,04/06/22 01:05:00 AM,-0.04,8.60,
5883,04/06/22 01:10:00 AM,-0.04,8.60,
5884,04/06/22 01:15:00 AM,-0.04,8.60,
5885,04/06/22 01:20:00 AM,-0.04,8.60,
5886,04/06/22 01:25:00 AM,-0.04,8.60,
5887,04/06/22 01:30:00 AM,-0.04,8.60,
5888,04/06/22 01:35:00 AM,-0.04,8.60,
5889,04/06/22 01:40:00 AM,-0.04,8.60,
5890,04/06/22 01:45:00 AM,-0.04,8.58,
5891,04/06/22 01:50:00 AM,-0.04,8.58,
5892,04/06/22 01:55:00 AM,-0.04,8.58,
5893,04/06/22 02:00:00 AM,-0.04,8.58,
5894,04/06/22 02:05:00 AM,-0.04,8.58,
5895,04/06/22 02:10:00 AM,-0.04,8.58,
5896,04/06/22 02:15:00 AM,-0.04,8.58,
5897,04/06/22 02:20:00 AM,-0.04,8.58,
5898,04/06/22 02:25:00 AM,-0.04,8.56,
5899,04/06/22 02:30:00 AM,-0.04,8.56,
5900,04/06/22 02:35:00 AM,-0.04,8.56,
5901,04/06/22 02:40:00 AM,-0.04,8.56,
5902,04/06/22 02:45:00 AM,-0.04,8.56,
5903,04/06/22 02:50:00 AM,-0.04,8.56,
5904,04/06/22 02:55:00 AM,-0.04,8.56,
5905,04/06/22 03:00:00 AM,-0.04,8.56,
5906,04/06/22 03:05:00 AM,-0.04,8.54,
5907,04/06/22 03:10:00 AM,-0.04,8.54,
5908,04/06/22 03:15:00 AM,-0.04,8.54,
5909,04/06/22 03:20:00 AM,-0.04,8.54,
5910,04/06/22 03:25:00 AM,-0.04,8.54,
5911,04/06/22 03:30:00 AM,-0.04,8.54,
5912,04/06/22 03:35:00 AM,-0.04,8.54,
5913,04/06/22 03:40:00 AM,-0.04,8.54,
5914,04/06/22 03:45:00 AM,-0.04,8.52,
5915,04/06/22 03:50:00 AM,-0.04,8.52,
5916,04/06/22 03:55:00 AM,-0.04,8.52,
5917,04/06/22 04:00:00 AM,-0.04,8.52,
5918,04/06/22 04:05:00 AM,-0.04,8.52,
5919,04/06/22 04:10:00 AM,-0.04,8.52,
5920,04/06/22 04:15:00 AM,-0.04,8.50,
5921,04/06/22 04:20:00 AM,-0.04,8.50,
5922,04/06/22 04:25:00 AM,-0.04,8.50,
5923,04/06/22 04:30:00 AM,-0.04,8.50,
5924,04/06/22 04:35:00 AM,-0.04,8.50,
5925,04/06/22 04:40:00 AM,-0.04,8.50,
5926,04/06/22 04:45:00 AM,-0.04,8.50,
5927,04/06/22 04:50:00 AM,-0.04,8.50,
5928,04/06/22 04:55:00 AM,-0.04,8.48,
5929,04/06/22 05:00:00 AM,-0.04,8.48,
5930,04/06/22 05:05:00 AM,-0.04,8.48,
5931,04/06/22 05:10:00 AM,-0.04,8.48,
5932,04/06/22 05:15:00 AM,-0.04,8.48,
5933,04/06/22 05:20:00 AM,-0.04,8.48,
5934,04/06/22 05:25:00 AM,-0.04,8.48,
5935,04/06/22 05:30:00 AM,-0.04,8.46,
5936,04/06/22 05:35:00 AM,-0.04,8.46,
5937,04/06/22 05:40:00 AM,-0.04,8.46,
5938,04/06/22 05:45:00 AM,-0.04,8.46,
5939,04/06/22 05:50:00 AM,-0.04,8.46,
5940,04/06/22 05:55:00 AM,-0.04,8.46,
5941,04/06/22 06:00:00 AM,-0.04,8.46,
5942,04/06/22 06:05:00 AM,-0.04,8.44,
5943,04/06/22 06:10:00 AM,-0.04,8.44,
5944,04/06/22 06:15:00 AM,-0.04,8.44,
5945,04/06/22 06:20:00 AM,-0.04,8.44,
5946,04/06/22 06:25:00 AM,-0.04,8.42,
5947,04/06/22 06:30:00 AM,-0.04,8.42,
5948,04/06/22 06:35:00 AM,-0.04,8.42,
5949,04/06/22 06:40:00 AM,-0.04,8.42,
5950,04/06/22 06:45:00 AM,-0.04,8.42,
5951,04/06/22 06:50:00 AM,-0.04,8.40,
5952,04/06/22 06:55:00 AM,-0.04,8.40,
5953,04/06/22 07:00:00 AM,-0.04,8.40,
5954,04/06/22 07:05:00 AM,-0.04,8.40,
5955,04/06/22 07:10:00 AM,-0.04,8.40,
5956,04/06/22 07:15:00 AM,-0.04,8.38,
5957,04/06/22 07:20:00 AM,-0.04,8.38,
5958,04/06/22 07:25:00 AM,-0.04,8.38,
5959,04/06/22 07:30:00 AM,-0.04,8.38,
5960,04/06/22 07:35:00 AM,-0.04,8.38,
5961,04/06/22 07:40:00 AM,-0.04,8.38,
5962,04/06/22 07:45:00 AM,-0.04,8.38,
5963,04/06/22 07:50:00 AM,-0.04,8.38,
5964,04/06/22 07:55:00 AM,-0.04,8.38,
5965,04/06/22 08:00:00 AM,-0.04,8.38,
5966,04/06/22 08:05:00 AM,-0.04,8.38,
5967,04/06/22 08:10:00 AM,-0.04,8.38,
5968,04/06/22 08:15:00 AM,-0.04,8.38,
5969,04/06/22 08:20:00 AM,-0.04,8.38,
5970,04/06/22 08:25:00 AM,-0.04,8.40,
5971,04/06/22 08:30:00 AM,-0.04,8.40,
5972,04/06/22 08:35:00 AM,-0.04,8.40,
5973,04/06/22 08:40:00 AM,-0.04,8.42,
5974,04/06/22 08:45:00 AM,-0.04,8.42,
5975,04/06/22 08:50:00 AM,-0.04,8.44,
5976,04/06/22 08:55:00 AM,-0.04,8.44,
5977,04/06/22 09:00:00 AM,-0.04,8.46,
5978,04/06/22 09:05:00 AM,-0.04,8.46,
5979,04/06/22 09:10:00 AM,-0.04,8.48,
5980,04/06/22 09:15:00 AM,-0.04,8.48,
5981,04/06/22 09:20:00 AM,-0.05,8.50,
5982,04/06/22 09:25:00 AM,-0.05,8.52,
5983,04/06/22 09:30:00 AM,-0.04,8.52,
5984,04/06/22 09:35:00 AM,-0.05,8.54,
5985,04/06/22 09:40:00 AM,-0.04,8.56,
5986,04/06/22 09:45:00 AM,-0.04,8.56,
5987,04/06/22 09:50:00 AM,-0.05,8.58,
5988,04/06/22 09:55:00 AM,-0.04,8.60,
5989,04/06/22 10:00:00 AM,-0.04,8.62,
5990,04/06/22 10:05:00 AM,-0.05,8.64,
5991,04/06/22 10:10:00 AM,-0.05,8.66,
5992,04/06/22 10:15:00 AM,-0.04,8.66,
5993,04/06/22 10:20:00 AM,-0.04,8.68,
5994,04/06/22 10:25:00 AM,-0.05,8.70,
5995,04/06/22 10:30:00 AM,-0.04,8.72,
5996,04/06/22 10:35:00 AM,-0.05,8.74,
5997,04/06/22 10:40:00 AM,-0.04,8.76,
5998,04/06/22 10:45:00 AM,-0.05,8.78,
5999,04/06/22 10:50:00 AM,-0.04,8.80,
6000,04/06/22 10:55:00 AM,-0.05,8.84,
6001,04/06/22 11:00:00 AM,-0.05,8.86,
6002,04/06/22 11:05:00 AM,-0.05,8.88,
6003,04/06/22 11:10:00 AM,-0.05,8.92,
6004,04/06/22 11:15:00 AM,-0.05,8.94,
6005,04/06/22 11:20:00 AM,-0.05,8.98,
6006,04/06/22 11:25:00 AM,-0.04,9.00,
6007,04/06/22 11:30:00 AM,-0.05,9.04,
6008,04/06/22 11:35:00 AM,-0.05,9.08,
6009,04/06/22 11:40:00 AM,-0.04,9.10,
6010,04/06/22 11:45:00 AM,-0.05,9.14,
6011,04/06/22 11:50:00 AM,-0.05,9.16,
6012,04/06/22 11:55:00 AM,-0.05,9.20,
6013,04/06/22 12:00:00 PM,-0.05,9.22,
6014,04/06/22 12:05:00 PM,-0.05,9.26,
6015,04/06/22 12:10:00 PM,-0.05,9.30,
6016,04/06/22 12:15:00 PM,-0.05,9.32,
6017,04/06/22 12:20:00 PM,-0.05,9.36,
6018,04/06/22 12:25:00 PM,-0.05,9.38,
6019,04/06/22 12:30:00 PM,-0.05,9.42,
6020,04/06/22 12:35:00 PM,-0.05,9.44,
6021,04/06/22 12:40:00 PM,-0.05,9.46,
6022,04/06/22 12:45:00 PM,-0.05,9.48,
6023,04/06/22 12:50:00 PM,-0.05,9.50,
6024,04/06/22 12:55:00 PM,-0.05,9.52,
6025,04/06/22 01:00:00 PM,-0.05,9.54,
6026,04/06/22 01:05:00 PM,-0.05,9.54,
6027,04/06/22 01:10:00 PM,-0.05,9.56,
6028,04/06/22 01:15:00 PM,-0.05,9.58,
6029,04/06/22 01:20:00 PM,-0.05,9.58,
6030,04/06/22 01:25:00 PM,-0.05,9.60,
6031,04/06/22 01:30:00 PM,-0.05,9.60,
6032,04/06/22 01:35:00 PM,-0.05,9.62,
6033,04/06/22 01:40:00 PM,-0.05,9.64,
6034,04/06/22 01:45:00 PM,-0.05,9.64,
6035,04/06/22 01:50:00 PM,-0.05,9.66,
6036,04/06/22 01:55:00 PM,-0.05,9.66,
6037,04/06/22 02:00:00 PM,-0.05,9.68,
6038,04/06/22 02:05:00 PM,-0.05,9.68,
6039,04/06/22 02:10:00 PM,-0.05,9.70,
6040,04/06/22 02:15:00 PM,-0.05,9.72,
6041,04/06/22 02:20:00 PM,-0.05,9.74,
6042,04/06/22 02:25:00 PM,-0.05,9.76,
6043,04/06/22 02:30:00 PM,-0.05,9.78,
6044,04/06/22 02:35:00 PM,-0.05,9.80,
6045,04/06/22 02:40:00 PM,-0.05,9.84,
6046,04/06/22 02:45:00 PM,-0.05,9.86,
6047,04/06/22 02:50:00 PM,-0.05,9.90,
6048,04/06/22 02:55:00 PM,-0.05,9.92,
6049,04/06/22 03:00:00 PM,-0.05,9.94,
6050,04/06/22 03:05:00 PM,-0.05,9.96,
6051,04/06/22 03:10:00 PM,-0.05,9.98,
6052,04/06/22 03:15:00 PM,-0.05,9.98,
6053,04/06/22 03:20:00 PM,-0.05,9.98,
6054,04/06/22 03:25:00 PM,-0.05,10.00,
6055,04/06/22 03:30:00 PM,-0.05,10.00,
6056,04/06/22 03:35:00 PM,-0.05,10.00,
6057,04/06/22 03:40:00 PM,-0.05,10.00,
6058,04/06/22 03:45:00 PM,-0.05,10.00,
6059,04/06/22 03:50:00 PM,-0.05,10.00,
6060,04/06/22 03:55:00 PM,-0.05,10.00,
6061,04/06/22 04:00:00 PM,-0.05,9.98,
6062,04/06/22 04:05:00 PM,-0.05,9.98,
6063,04/06/22 04:10:00 PM,-0.05,9.98,
6064,04/06/22 04:15:00 PM,-0.05,9.98,
