"Plot Title: Injection_Conductivity_x15m_2022-07-21"
"#","Date Time, GMT-05:00","Low Range, μS/cm (LGR S/N: 20954781, SEN S/N: 20954781)","Temp, °C (LGR S/N: 20954781, SEN S/N: 20954781)","Coupler Detached (LGR S/N: 20954781)","Coupler Attached (LGR S/N: 20954781)","Host Connected (LGR S/N: 20954781)","End Of File (LGR S/N: 20954781)"
1415,07/21/22 09:42:19 AM,13.6,4.64,,,,
1416,07/21/22 09:42:20 AM,13.6,4.64,,,,
1417,07/21/22 09:42:21 AM,13.6,4.64,,,,
1418,07/21/22 09:42:22 AM,13.6,4.65,,,,
1419,07/21/22 09:42:23 AM,13.6,4.64,,,,
1420,07/21/22 09:42:24 AM,13.6,4.65,,,,
1421,07/21/22 09:42:25 AM,13.6,4.64,,,,
1422,07/21/22 09:42:26 AM,13.6,4.64,,,,
1423,07/21/22 09:42:27 AM,13.6,4.64,,,,
1424,07/21/22 09:42:28 AM,13.6,4.64,,,,
1425,07/21/22 09:42:29 AM,13.6,4.64,,,,
1426,07/21/22 09:42:30 AM,13.6,4.64,,,,
1427,07/21/22 09:42:31 AM,13.6,4.64,,,,
1428,07/21/22 09:42:32 AM,13.6,4.64,,,,
1429,07/21/22 09:42:33 AM,13.6,4.64,,,,
1430,07/21/22 09:42:34 AM,13.6,4.65,,,,
1431,07/21/22 09:42:35 AM,13.6,4.64,,,,
1432,07/21/22 09:42:36 AM,13.6,4.64,,,,
1433,07/21/22 09:42:37 AM,13.6,4.62,,,,
1434,07/21/22 09:42:38 AM,13.6,4.64,,,,
1435,07/21/22 09:42:39 AM,13.6,4.64,,,,
1436,07/21/22 09:42:40 AM,13.6,4.64,,,,
1437,07/21/22 09:42:41 AM,13.6,4.64,,,,
1438,07/21/22 09:42:42 AM,13.6,4.64,,,,
1439,07/21/22 09:42:43 AM,13.6,4.64,,,,
1440,07/21/22 09:42:44 AM,13.6,4.64,,,,
1441,07/21/22 09:42:45 AM,13.6,4.64,,,,
1442,07/21/22 09:42:46 AM,13.6,4.64,,,,
1443,07/21/22 09:42:47 AM,13.6,4.64,,,,
1444,07/21/22 09:42:48 AM,13.6,4.62,,,,
1445,07/21/22 09:42:49 AM,13.6,4.64,,,,
1446,07/21/22 09:42:50 AM,13.6,4.64,,,,
1447,07/21/22 09:42:51 AM,13.6,4.61,,,,
1448,07/21/22 09:42:52 AM,13.6,4.64,,,,
1449,07/21/22 09:42:53 AM,13.6,4.64,,,,
1450,07/21/22 09:42:54 AM,13.6,4.64,,,,
1451,07/21/22 09:42:55 AM,13.6,4.62,,,,
1452,07/21/22 09:42:56 AM,13.6,4.64,,,,
1453,07/21/22 09:42:57 AM,13.6,4.64,,,,
1454,07/21/22 09:42:58 AM,13.6,4.64,,,,
1455,07/21/22 09:42:59 AM,13.6,4.64,,,,
1456,07/21/22 09:43:00 AM,13.6,4.62,,,,
1457,07/21/22 09:43:01 AM,13.6,4.64,,,,
1458,07/21/22 09:43:02 AM,13.6,4.62,,,,
1459,07/21/22 09:43:03 AM,13.6,4.64,,,,
1460,07/21/22 09:43:04 AM,13.6,4.62,,,,
1461,07/21/22 09:43:05 AM,13.6,4.64,,,,
1462,07/21/22 09:43:06 AM,13.6,4.64,,,,
1463,07/21/22 09:43:07 AM,13.6,4.64,,,,
1464,07/21/22 09:43:08 AM,13.6,4.64,,,,
1465,07/21/22 09:43:09 AM,13.6,4.64,,,,
1466,07/21/22 09:43:10 AM,13.6,4.64,,,,
1467,07/21/22 09:43:11 AM,13.6,4.62,,,,
1468,07/21/22 09:43:12 AM,13.6,4.64,,,,
1469,07/21/22 09:43:13 AM,13.6,4.65,,,,
1470,07/21/22 09:43:14 AM,13.6,4.64,,,,
1471,07/21/22 09:43:15 AM,13.6,4.65,,,,
1472,07/21/22 09:43:16 AM,13.6,4.64,,,,
1473,07/21/22 09:43:17 AM,13.6,4.64,,,,
1474,07/21/22 09:43:18 AM,13.6,4.62,,,,
1475,07/21/22 09:43:19 AM,13.6,4.64,,,,
1476,07/21/22 09:43:20 AM,13.6,4.62,,,,
1477,07/21/22 09:43:21 AM,13.6,4.64,,,,
1478,07/21/22 09:43:22 AM,13.6,4.64,,,,
1479,07/21/22 09:43:23 AM,13.6,4.64,,,,
1480,07/21/22 09:43:24 AM,13.6,4.64,,,,
1481,07/21/22 09:43:25 AM,13.6,4.64,,,,
1482,07/21/22 09:43:26 AM,13.6,4.64,,,,
1483,07/21/22 09:43:27 AM,13.6,4.62,,,,
1484,07/21/22 09:43:28 AM,13.6,4.64,,,,
1485,07/21/22 09:43:29 AM,13.6,4.64,,,,
1486,07/21/22 09:43:30 AM,13.6,4.64,,,,
1487,07/21/22 09:43:31 AM,13.6,4.65,,,,
1488,07/21/22 09:43:32 AM,13.6,4.64,,,,
1489,07/21/22 09:43:33 AM,13.6,4.62,,,,
1490,07/21/22 09:43:34 AM,13.6,4.64,,,,
1491,07/21/22 09:43:35 AM,13.6,4.62,,,,
1492,07/21/22 09:43:36 AM,13.6,4.64,,,,
1493,07/21/22 09:43:37 AM,13.6,4.64,,,,
1494,07/21/22 09:43:38 AM,13.6,4.64,,,,
1495,07/21/22 09:43:39 AM,13.6,4.62,,,,
1496,07/21/22 09:43:40 AM,13.6,4.64,,,,
1497,07/21/22 09:43:41 AM,13.6,4.64,,,,
1498,07/21/22 09:43:42 AM,13.6,4.64,,,,
1499,07/21/22 09:43:43 AM,13.6,4.64,,,,
1500,07/21/22 09:43:44 AM,13.6,4.64,,,,
1501,07/21/22 09:43:45 AM,13.6,4.64,,,,
1502,07/21/22 09:43:46 AM,13.6,4.64,,,,
1503,07/21/22 09:43:47 AM,13.6,4.64,,,,
1504,07/21/22 09:43:48 AM,13.6,4.62,,,,
1505,07/21/22 09:43:49 AM,13.6,4.62,,,,
1506,07/21/22 09:43:50 AM,13.6,4.64,,,,
1507,07/21/22 09:43:51 AM,13.6,4.64,,,,
1508,07/21/22 09:43:52 AM,13.6,4.64,,,,
1509,07/21/22 09:43:53 AM,13.6,4.65,,,,
1510,07/21/22 09:43:54 AM,13.6,4.62,,,,
1511,07/21/22 09:43:55 AM,13.6,4.64,,,,
1512,07/21/22 09:43:56 AM,13.6,4.64,,,,
1513,07/21/22 09:43:57 AM,13.6,4.64,,,,
1514,07/21/22 09:43:58 AM,13.6,4.62,,,,
1515,07/21/22 09:43:59 AM,13.6,4.64,,,,
1516,07/21/22 09:44:00 AM,13.6,4.64,,,,
1517,07/21/22 09:44:01 AM,13.6,4.64,,,,
1518,07/21/22 09:44:02 AM,13.6,4.64,,,,
1519,07/21/22 09:44:03 AM,13.6,4.64,,,,
1520,07/21/22 09:44:04 AM,13.6,4.64,,,,
1521,07/21/22 09:44:05 AM,13.6,4.64,,,,
1522,07/21/22 09:44:06 AM,13.6,4.64,,,,
1523,07/21/22 09:44:07 AM,13.6,4.64,,,,
1524,07/21/22 09:44:08 AM,13.6,4.64,,,,
1525,07/21/22 09:44:09 AM,13.6,4.64,,,,
1526,07/21/22 09:44:10 AM,13.6,4.64,,,,
1527,07/21/22 09:44:11 AM,13.6,4.64,,,,
1528,07/21/22 09:44:12 AM,13.6,4.64,,,,
1529,07/21/22 09:44:13 AM,13.6,4.64,,,,
1530,07/21/22 09:44:14 AM,13.6,4.64,,,,
1531,07/21/22 09:44:15 AM,13.6,4.64,,,,
1532,07/21/22 09:44:16 AM,13.6,4.64,,,,
1533,07/21/22 09:44:17 AM,13.6,4.64,,,,
1534,07/21/22 09:44:18 AM,13.6,4.65,,,,
1535,07/21/22 09:44:19 AM,13.6,4.64,,,,
1536,07/21/22 09:44:20 AM,13.6,4.64,,,,
1537,07/21/22 09:44:21 AM,13.6,4.64,,,,
1538,07/21/22 09:44:22 AM,13.6,4.64,,,,
1539,07/21/22 09:44:23 AM,13.6,4.64,,,,
1540,07/21/22 09:44:24 AM,13.6,4.65,,,,
1541,07/21/22 09:44:25 AM,13.6,4.64,,,,
1542,07/21/22 09:44:26 AM,13.6,4.62,,,,
1543,07/21/22 09:44:27 AM,13.6,4.64,,,,
1544,07/21/22 09:44:28 AM,13.6,4.64,,,,
1545,07/21/22 09:44:29 AM,13.6,4.64,,,,
1546,07/21/22 09:44:30 AM,13.6,4.64,,,,
1547,07/21/22 09:44:31 AM,13.6,4.65,,,,
1548,07/21/22 09:44:32 AM,13.6,4.64,,,,
1549,07/21/22 09:44:33 AM,13.6,4.64,,,,
1550,07/21/22 09:44:34 AM,13.6,4.64,,,,
1551,07/21/22 09:44:35 AM,13.6,4.64,,,,
1552,07/21/22 09:44:36 AM,13.6,4.65,,,,
1553,07/21/22 09:44:37 AM,13.6,4.64,,,,
1554,07/21/22 09:44:38 AM,13.6,4.64,,,,
1555,07/21/22 09:44:39 AM,13.6,4.64,,,,
1556,07/21/22 09:44:40 AM,13.6,4.64,,,,
1557,07/21/22 09:44:41 AM,13.6,4.64,,,,
1558,07/21/22 09:44:42 AM,13.6,4.65,,,,
1559,07/21/22 09:44:43 AM,13.6,4.64,,,,
1560,07/21/22 09:44:44 AM,13.6,4.65,,,,
1561,07/21/22 09:44:45 AM,13.6,4.64,,,,
1562,07/21/22 09:44:46 AM,13.6,4.65,,,,
1563,07/21/22 09:44:47 AM,13.6,4.64,,,,
1564,07/21/22 09:44:48 AM,13.6,4.64,,,,
1565,07/21/22 09:44:49 AM,13.6,4.65,,,,
1566,07/21/22 09:44:50 AM,13.6,4.65,,,,
1567,07/21/22 09:44:51 AM,13.6,4.65,,,,
1568,07/21/22 09:44:52 AM,13.6,4.64,,,,
1569,07/21/22 09:44:53 AM,13.6,4.65,,,,
1570,07/21/22 09:44:54 AM,13.6,4.64,,,,
1571,07/21/22 09:44:55 AM,13.6,4.64,,,,
1572,07/21/22 09:44:56 AM,13.6,4.65,,,,
1573,07/21/22 09:44:57 AM,13.6,4.64,,,,
1574,07/21/22 09:44:58 AM,13.6,4.64,,,,
1575,07/21/22 09:44:59 AM,13.6,4.65,,,,
1576,07/21/22 09:45:00 AM,13.6,4.65,,,,
1577,07/21/22 09:45:01 AM,13.6,4.65,,,,
1578,07/21/22 09:45:02 AM,13.6,4.65,,,,
1579,07/21/22 09:45:03 AM,13.6,4.64,,,,
1580,07/21/22 09:45:04 AM,13.6,4.65,,,,
1581,07/21/22 09:45:05 AM,13.6,4.64,,,,
1582,07/21/22 09:45:06 AM,13.6,4.65,,,,
1583,07/21/22 09:45:07 AM,13.6,4.64,,,,
1584,07/21/22 09:45:08 AM,13.6,4.64,,,,
1585,07/21/22 09:45:09 AM,13.6,4.64,,,,
1586,07/21/22 09:45:10 AM,13.6,4.64,,,,
1587,07/21/22 09:45:11 AM,13.6,4.65,,,,
1588,07/21/22 09:45:12 AM,13.6,4.65,,,,
1589,07/21/22 09:45:13 AM,13.6,4.64,,,,
1590,07/21/22 09:45:14 AM,13.6,4.65,,,,
1591,07/21/22 09:45:15 AM,13.6,4.65,,,,
1592,07/21/22 09:45:16 AM,13.6,4.64,,,,
1593,07/21/22 09:45:17 AM,13.6,4.65,,,,
1594,07/21/22 09:45:18 AM,13.6,4.65,,,,
1595,07/21/22 09:45:19 AM,13.6,4.65,,,,
1596,07/21/22 09:45:20 AM,13.6,4.65,,,,
1597,07/21/22 09:45:21 AM,13.6,4.64,,,,
1598,07/21/22 09:45:22 AM,13.6,4.65,,,,
1599,07/21/22 09:45:23 AM,13.6,4.64,,,,
1600,07/21/22 09:45:24 AM,13.6,4.65,,,,
1601,07/21/22 09:45:25 AM,13.6,4.65,,,,
1602,07/21/22 09:45:26 AM,13.6,4.64,,,,
1603,07/21/22 09:45:27 AM,13.6,4.64,,,,
1604,07/21/22 09:45:28 AM,13.6,4.65,,,,
1605,07/21/22 09:45:29 AM,13.6,4.64,,,,
1606,07/21/22 09:45:30 AM,13.6,4.65,,,,
1607,07/21/22 09:45:31 AM,13.6,4.65,,,,
1608,07/21/22 09:45:32 AM,13.6,4.64,,,,
1609,07/21/22 09:45:33 AM,13.6,4.65,,,,
1610,07/21/22 09:45:34 AM,13.6,4.65,,,,
1611,07/21/22 09:45:35 AM,13.6,4.65,,,,
1612,07/21/22 09:45:36 AM,13.6,4.65,,,,
1613,07/21/22 09:45:37 AM,13.6,4.64,,,,
1614,07/21/22 09:45:38 AM,13.6,4.65,,,,
1615,07/21/22 09:45:39 AM,13.6,4.65,,,,
1616,07/21/22 09:45:40 AM,13.6,4.65,,,,
1617,07/21/22 09:45:41 AM,13.6,4.64,,,,
1618,07/21/22 09:45:42 AM,13.6,4.64,,,,
1619,07/21/22 09:45:43 AM,13.6,4.65,,,,
1620,07/21/22 09:45:44 AM,13.6,4.65,,,,
1621,07/21/22 09:45:45 AM,13.6,4.64,,,,
1622,07/21/22 09:45:46 AM,13.6,4.65,,,,
1623,07/21/22 09:45:47 AM,13.6,4.65,,,,
1624,07/21/22 09:45:48 AM,13.6,4.64,,,,
1625,07/21/22 09:45:49 AM,13.6,4.65,,,,
1626,07/21/22 09:45:50 AM,13.6,4.65,,,,
1627,07/21/22 09:45:51 AM,13.6,4.65,,,,
1628,07/21/22 09:45:52 AM,13.6,4.65,,,,
1629,07/21/22 09:45:53 AM,13.6,4.65,,,,
1630,07/21/22 09:45:54 AM,13.6,4.65,,,,
1631,07/21/22 09:45:55 AM,13.6,4.64,,,,
1632,07/21/22 09:45:56 AM,13.6,4.65,,,,
1633,07/21/22 09:45:57 AM,13.6,4.65,,,,
1634,07/21/22 09:45:58 AM,13.6,4.65,,,,
1635,07/21/22 09:45:59 AM,13.6,4.65,,,,
1636,07/21/22 09:46:00 AM,13.6,4.65,,,,
1637,07/21/22 09:46:01 AM,13.6,4.66,,,,
1638,07/21/22 09:46:02 AM,13.6,4.65,,,,
1639,07/21/22 09:46:03 AM,13.6,4.65,,,,
1640,07/21/22 09:46:04 AM,13.6,4.65,,,,
1641,07/21/22 09:46:05 AM,13.6,4.65,,,,
1642,07/21/22 09:46:06 AM,13.6,4.65,,,,
1643,07/21/22 09:46:07 AM,13.6,4.65,,,,
1644,07/21/22 09:46:08 AM,13.6,4.65,,,,
1645,07/21/22 09:46:09 AM,13.6,4.65,,,,
1646,07/21/22 09:46:10 AM,13.6,4.65,,,,
1647,07/21/22 09:46:11 AM,13.6,4.65,,,,
1648,07/21/22 09:46:12 AM,13.6,4.65,,,,
1649,07/21/22 09:46:13 AM,13.6,4.64,,,,
1650,07/21/22 09:46:14 AM,13.6,4.64,,,,
1651,07/21/22 09:46:15 AM,13.6,4.65,,,,
1652,07/21/22 09:46:16 AM,13.6,4.65,,,,
1653,07/21/22 09:46:17 AM,13.6,4.65,,,,
1654,07/21/22 09:46:18 AM,13.6,4.64,,,,
1655,07/21/22 09:46:19 AM,13.6,4.66,,,,
1656,07/21/22 09:46:20 AM,13.6,4.65,,,,
1657,07/21/22 09:46:21 AM,13.6,4.66,,,,
1658,07/21/22 09:46:22 AM,13.6,4.64,,,,
1659,07/21/22 09:46:23 AM,13.6,4.65,,,,
1660,07/21/22 09:46:24 AM,13.6,4.65,,,,
1661,07/21/22 09:46:25 AM,13.6,4.65,,,,
1662,07/21/22 09:46:26 AM,13.6,4.65,,,,
1663,07/21/22 09:46:27 AM,13.6,4.65,,,,
1664,07/21/22 09:46:28 AM,13.6,4.66,,,,
1665,07/21/22 09:46:29 AM,13.6,4.65,,,,
1666,07/21/22 09:46:30 AM,13.6,4.65,,,,
1667,07/21/22 09:46:31 AM,13.6,4.66,,,,
1668,07/21/22 09:46:32 AM,13.6,4.66,,,,
1669,07/21/22 09:46:33 AM,13.6,4.66,,,,
1670,07/21/22 09:46:34 AM,13.6,4.65,,,,
1671,07/21/22 09:46:35 AM,13.6,4.65,,,,
1672,07/21/22 09:46:36 AM,13.6,4.65,,,,
1673,07/21/22 09:46:37 AM,13.6,4.65,,,,
1674,07/21/22 09:46:38 AM,13.6,4.66,,,,
1675,07/21/22 09:46:39 AM,13.6,4.65,,,,
1676,07/21/22 09:46:40 AM,13.6,4.65,,,,
1677,07/21/22 09:46:41 AM,13.6,4.66,,,,
1678,07/21/22 09:46:42 AM,13.6,4.66,,,,
1679,07/21/22 09:46:43 AM,13.6,4.65,,,,
1680,07/21/22 09:46:44 AM,13.6,4.65,,,,
1681,07/21/22 09:46:45 AM,13.6,4.65,,,,
1682,07/21/22 09:46:46 AM,13.6,4.65,,,,
1683,07/21/22 09:46:47 AM,13.6,4.65,,,,
1684,07/21/22 09:46:48 AM,13.6,4.66,,,,
1685,07/21/22 09:46:49 AM,13.6,4.66,,,,
1686,07/21/22 09:46:50 AM,13.6,4.66,,,,
1687,07/21/22 09:46:51 AM,13.6,4.64,,,,
1688,07/21/22 09:46:52 AM,13.6,4.66,,,,
1689,07/21/22 09:46:53 AM,13.6,4.66,,,,
1690,07/21/22 09:46:54 AM,13.6,4.65,,,,
1691,07/21/22 09:46:55 AM,13.6,4.65,,,,
1692,07/21/22 09:46:56 AM,13.6,4.65,,,,
1693,07/21/22 09:46:57 AM,13.6,4.66,,,,
1694,07/21/22 09:46:58 AM,13.6,4.66,,,,
1695,07/21/22 09:46:59 AM,13.6,4.66,,,,
1696,07/21/22 09:47:00 AM,13.6,4.67,,,,
1697,07/21/22 09:47:01 AM,13.6,4.66,,,,
1698,07/21/22 09:47:02 AM,13.6,4.66,,,,
1699,07/21/22 09:47:03 AM,13.6,4.66,,,,
1700,07/21/22 09:47:04 AM,13.6,4.65,,,,
1701,07/21/22 09:47:05 AM,13.6,4.66,,,,
1702,07/21/22 09:47:06 AM,13.6,4.65,,,,
1703,07/21/22 09:47:07 AM,13.6,4.66,,,,
1704,07/21/22 09:47:08 AM,13.6,4.66,,,,
1705,07/21/22 09:47:09 AM,13.6,4.66,,,,
1706,07/21/22 09:47:10 AM,13.6,4.65,,,,
1707,07/21/22 09:47:11 AM,13.6,4.65,,,,
1708,07/21/22 09:47:12 AM,13.6,4.65,,,,
1709,07/21/22 09:47:13 AM,13.6,4.66,,,,
1710,07/21/22 09:47:14 AM,13.6,4.65,,,,
1711,07/21/22 09:47:15 AM,13.6,4.66,,,,
1712,07/21/22 09:47:16 AM,13.6,4.65,,,,
1713,07/21/22 09:47:17 AM,13.6,4.66,,,,
1714,07/21/22 09:47:18 AM,13.6,4.66,,,,
1715,07/21/22 09:47:19 AM,13.6,4.65,,,,
1716,07/21/22 09:47:20 AM,13.6,4.65,,,,
1717,07/21/22 09:47:21 AM,13.6,4.66,,,,
1718,07/21/22 09:47:22 AM,13.6,4.66,,,,
1719,07/21/22 09:47:23 AM,13.6,4.66,,,,
1720,07/21/22 09:47:24 AM,13.6,4.65,,,,
1721,07/21/22 09:47:25 AM,13.6,4.65,,,,
1722,07/21/22 09:47:26 AM,13.6,4.66,,,,
1723,07/21/22 09:47:27 AM,13.6,4.65,,,,
1724,07/21/22 09:47:28 AM,13.6,4.66,,,,
1725,07/21/22 09:47:29 AM,13.6,4.66,,,,
1726,07/21/22 09:47:30 AM,13.6,4.66,,,,
1727,07/21/22 09:47:31 AM,13.6,4.66,,,,
1728,07/21/22 09:47:32 AM,13.6,4.65,,,,
1729,07/21/22 09:47:33 AM,13.6,4.66,,,,
1730,07/21/22 09:47:34 AM,13.6,4.66,,,,
1731,07/21/22 09:47:35 AM,13.6,4.66,,,,
1732,07/21/22 09:47:36 AM,13.6,4.66,,,,
1733,07/21/22 09:47:37 AM,13.6,4.65,,,,
1734,07/21/22 09:47:38 AM,13.6,4.66,,,,
1735,07/21/22 09:47:39 AM,13.6,4.65,,,,
1736,07/21/22 09:47:40 AM,13.6,4.65,,,,
1737,07/21/22 09:47:41 AM,13.6,4.66,,,,
1738,07/21/22 09:47:42 AM,13.6,4.66,,,,
1739,07/21/22 09:47:43 AM,13.6,4.66,,,,
1740,07/21/22 09:47:44 AM,13.6,4.66,,,,
1741,07/21/22 09:47:45 AM,13.6,4.66,,,,
1742,07/21/22 09:47:46 AM,13.6,4.66,,,,
1743,07/21/22 09:47:47 AM,13.6,4.66,,,,
1744,07/21/22 09:47:48 AM,13.6,4.66,,,,
1745,07/21/22 09:47:49 AM,13.6,4.66,,,,
1746,07/21/22 09:47:50 AM,13.6,4.66,,,,
1747,07/21/22 09:47:51 AM,13.6,4.66,,,,
1748,07/21/22 09:47:52 AM,13.6,4.66,,,,
1749,07/21/22 09:47:53 AM,13.6,4.66,,,,
1750,07/21/22 09:47:54 AM,13.6,4.66,,,,
1751,07/21/22 09:47:55 AM,13.6,4.66,,,,
1752,07/21/22 09:47:56 AM,13.6,4.65,,,,
1753,07/21/22 09:47:57 AM,13.6,4.67,,,,
1754,07/21/22 09:47:58 AM,13.6,4.66,,,,
1755,07/21/22 09:47:59 AM,13.6,4.65,,,,
1756,07/21/22 09:48:00 AM,13.6,4.66,,,,
1757,07/21/22 09:48:01 AM,13.6,4.66,,,,
1758,07/21/22 09:48:02 AM,13.6,4.66,,,,
1759,07/21/22 09:48:03 AM,13.6,4.66,,,,
1760,07/21/22 09:48:04 AM,13.6,4.66,,,,
1761,07/21/22 09:48:05 AM,13.6,4.66,,,,
1762,07/21/22 09:48:06 AM,13.6,4.66,,,,
1763,07/21/22 09:48:07 AM,13.6,4.66,,,,
1764,07/21/22 09:48:08 AM,13.6,4.66,,,,
1765,07/21/22 09:48:09 AM,13.6,4.66,,,,
1766,07/21/22 09:48:10 AM,13.6,4.66,,,,
1767,07/21/22 09:48:11 AM,13.6,4.66,,,,
1768,07/21/22 09:48:12 AM,13.6,4.66,,,,
1769,07/21/22 09:48:13 AM,13.6,4.66,,,,
1770,07/21/22 09:48:14 AM,13.6,4.66,,,,
1771,07/21/22 09:48:15 AM,13.6,4.66,,,,
1772,07/21/22 09:48:16 AM,13.6,4.66,,,,
1773,07/21/22 09:48:17 AM,13.6,4.65,,,,
1774,07/21/22 09:48:18 AM,13.6,4.66,,,,
1775,07/21/22 09:48:19 AM,13.6,4.66,,,,
1776,07/21/22 09:48:20 AM,13.6,4.66,,,,
1777,07/21/22 09:48:21 AM,13.6,4.66,,,,
1778,07/21/22 09:48:22 AM,13.6,4.66,,,,
1779,07/21/22 09:48:23 AM,13.6,4.66,,,,
1780,07/21/22 09:48:24 AM,13.6,4.66,,,,
1781,07/21/22 09:48:25 AM,13.6,4.66,,,,
1782,07/21/22 09:48:26 AM,13.6,4.66,,,,
1783,07/21/22 09:48:27 AM,13.6,4.67,,,,
1784,07/21/22 09:48:28 AM,13.6,4.66,,,,
1785,07/21/22 09:48:29 AM,13.6,4.66,,,,
1786,07/21/22 09:48:30 AM,13.6,4.66,,,,
1787,07/21/22 09:48:31 AM,13.6,4.67,,,,
1788,07/21/22 09:48:32 AM,13.6,4.66,,,,
1789,07/21/22 09:48:33 AM,13.6,4.66,,,,
1790,07/21/22 09:48:34 AM,13.6,4.67,,,,
1791,07/21/22 09:48:35 AM,13.6,4.66,,,,
1792,07/21/22 09:48:36 AM,13.6,4.66,,,,
1793,07/21/22 09:48:37 AM,13.6,4.66,,,,
1794,07/21/22 09:48:38 AM,13.6,4.66,,,,
1795,07/21/22 09:48:39 AM,13.6,4.67,,,,
1796,07/21/22 09:48:40 AM,13.6,4.66,,,,
1797,07/21/22 09:48:41 AM,13.6,4.66,,,,
1798,07/21/22 09:48:42 AM,13.6,4.67,,,,
1799,07/21/22 09:48:43 AM,13.6,4.67,,,,
1800,07/21/22 09:48:44 AM,13.6,4.67,,,,
1801,07/21/22 09:48:45 AM,13.6,4.67,,,,
1802,07/21/22 09:48:46 AM,13.6,4.66,,,,
1803,07/21/22 09:48:47 AM,13.6,4.67,,,,
1804,07/21/22 09:48:48 AM,13.6,4.66,,,,
1805,07/21/22 09:48:49 AM,13.6,4.67,,,,
1806,07/21/22 09:48:50 AM,13.6,4.66,,,,
1807,07/21/22 09:48:51 AM,13.6,4.66,,,,
1808,07/21/22 09:48:52 AM,13.6,4.66,,,,
1809,07/21/22 09:48:53 AM,13.6,4.67,,,,
1810,07/21/22 09:48:54 AM,13.6,4.66,,,,
1811,07/21/22 09:48:55 AM,13.6,4.67,,,,
1812,07/21/22 09:48:56 AM,13.6,4.66,,,,
1813,07/21/22 09:48:57 AM,13.6,4.67,,,,
1814,07/21/22 09:48:58 AM,13.6,4.67,,,,
1815,07/21/22 09:48:59 AM,13.6,4.67,,,,
1816,07/21/22 09:49:00 AM,13.6,4.67,,,,
1817,07/21/22 09:49:01 AM,13.6,4.66,,,,
1818,07/21/22 09:49:02 AM,13.6,4.66,,,,
1819,07/21/22 09:49:03 AM,13.6,4.66,,,,
1820,07/21/22 09:49:04 AM,13.6,4.67,,,,
1821,07/21/22 09:49:05 AM,13.6,4.66,,,,
1822,07/21/22 09:49:06 AM,13.6,4.66,,,,
1823,07/21/22 09:49:07 AM,13.6,4.67,,,,
1824,07/21/22 09:49:08 AM,13.6,4.67,,,,
1825,07/21/22 09:49:09 AM,13.6,4.66,,,,
1826,07/21/22 09:49:10 AM,13.6,4.67,,,,
1827,07/21/22 09:49:11 AM,13.6,4.67,,,,
1828,07/21/22 09:49:12 AM,13.6,4.67,,,,
1829,07/21/22 09:49:13 AM,13.6,4.66,,,,
1830,07/21/22 09:49:14 AM,13.6,4.67,,,,
1831,07/21/22 09:49:15 AM,13.6,4.66,,,,
1832,07/21/22 09:49:16 AM,13.6,4.66,,,,
1833,07/21/22 09:49:17 AM,13.6,4.67,,,,
1834,07/21/22 09:49:18 AM,13.6,4.66,,,,
1835,07/21/22 09:49:19 AM,13.6,4.67,,,,
1836,07/21/22 09:49:20 AM,13.6,4.66,,,,
1837,07/21/22 09:49:21 AM,13.6,4.66,,,,
1838,07/21/22 09:49:22 AM,13.6,4.66,,,,
1839,07/21/22 09:49:23 AM,13.6,4.67,,,,
1840,07/21/22 09:49:24 AM,13.6,4.66,,,,
1841,07/21/22 09:49:25 AM,13.6,4.67,,,,
1842,07/21/22 09:49:26 AM,13.6,4.67,,,,
1843,07/21/22 09:49:27 AM,13.6,4.66,,,,
1844,07/21/22 09:49:28 AM,13.6,4.66,,,,
1845,07/21/22 09:49:29 AM,13.6,4.67,,,,
1846,07/21/22 09:49:30 AM,13.6,4.67,,,,
1847,07/21/22 09:49:31 AM,13.6,4.67,,,,
1848,07/21/22 09:49:32 AM,13.6,4.67,,,,
1849,07/21/22 09:49:33 AM,13.6,4.67,,,,
1850,07/21/22 09:49:34 AM,13.6,4.67,,,,
1851,07/21/22 09:49:35 AM,13.6,4.67,,,,
1852,07/21/22 09:49:36 AM,13.6,4.67,,,,
1853,07/21/22 09:49:37 AM,13.6,4.66,,,,
1854,07/21/22 09:49:38 AM,13.6,4.67,,,,
1855,07/21/22 09:49:39 AM,13.6,4.66,,,,
1856,07/21/22 09:49:40 AM,13.6,4.67,,,,
1857,07/21/22 09:49:41 AM,13.6,4.66,,,,
1858,07/21/22 09:49:42 AM,13.6,4.67,,,,
1859,07/21/22 09:49:43 AM,13.6,4.66,,,,
1860,07/21/22 09:49:44 AM,13.6,4.67,,,,
1861,07/21/22 09:49:45 AM,13.6,4.67,,,,
1862,07/21/22 09:49:46 AM,13.6,4.67,,,,
1863,07/21/22 09:49:47 AM,13.6,4.67,,,,
1864,07/21/22 09:49:48 AM,13.6,4.67,,,,
1865,07/21/22 09:49:49 AM,13.6,4.67,,,,
1866,07/21/22 09:49:50 AM,13.6,4.67,,,,
1867,07/21/22 09:49:51 AM,13.6,4.67,,,,
1868,07/21/22 09:49:52 AM,13.6,4.67,,,,
1869,07/21/22 09:49:53 AM,13.6,4.69,,,,
1870,07/21/22 09:49:54 AM,13.6,4.67,,,,
1871,07/21/22 09:49:55 AM,13.6,4.67,,,,
1872,07/21/22 09:49:56 AM,13.6,4.67,,,,
1873,07/21/22 09:49:57 AM,13.6,4.67,,,,
1874,07/21/22 09:49:58 AM,13.6,4.69,,,,
