"Plot Title: Injection_Conductivity_x0m_2022-07-26"
"#","Date Time, GMT-05:00","Low Range, μS/cm (LGR S/N: 20954780, SEN S/N: 20954780)","Temp, °C (LGR S/N: 20954780, SEN S/N: 20954780)","Coupler Detached (LGR S/N: 20954780)","Coupler Attached (LGR S/N: 20954780)","Host Connected (LGR S/N: 20954780)","End Of File (LGR S/N: 20954780)"
1873,07/26/22 09:59:25 AM,58.9,6.74,,,,
1874,07/26/22 09:59:26 AM,58.9,6.75,,,,
1875,07/26/22 09:59:27 AM,58.9,6.75,,,,
1876,07/26/22 09:59:28 AM,58.9,6.74,,,,
1877,07/26/22 09:59:29 AM,58.8,6.75,,,,
1878,07/26/22 09:59:30 AM,58.8,6.75,,,,
1879,07/26/22 09:59:31 AM,58.8,6.76,,,,
1880,07/26/22 09:59:32 AM,58.9,6.76,,,,
1881,07/26/22 09:59:33 AM,58.8,6.76,,,,
1882,07/26/22 09:59:34 AM,58.8,6.75,,,,
1883,07/26/22 09:59:35 AM,58.8,6.75,,,,
1884,07/26/22 09:59:36 AM,58.9,6.75,,,,
1885,07/26/22 09:59:37 AM,58.8,6.75,,,,
1886,07/26/22 09:59:38 AM,58.8,6.75,,,,
1887,07/26/22 09:59:39 AM,58.8,6.75,,,,
1888,07/26/22 09:59:40 AM,58.8,6.75,,,,
1889,07/26/22 09:59:41 AM,58.8,6.75,,,,
1890,07/26/22 09:59:42 AM,58.9,6.74,,,,
1891,07/26/22 09:59:43 AM,58.9,6.74,,,,
1892,07/26/22 09:59:44 AM,58.8,6.74,,,,
1893,07/26/22 09:59:45 AM,58.8,6.74,,,,
1894,07/26/22 09:59:46 AM,58.9,6.75,,,,
1895,07/26/22 09:59:47 AM,58.8,6.75,,,,
1896,07/26/22 09:59:48 AM,58.8,6.74,,,,
1897,07/26/22 09:59:49 AM,58.9,6.74,,,,
1898,07/26/22 09:59:50 AM,58.9,6.74,,,,
1899,07/26/22 09:59:51 AM,58.9,6.74,,,,
1900,07/26/22 09:59:52 AM,58.9,6.75,,,,
1901,07/26/22 09:59:53 AM,58.8,6.74,,,,
1902,07/26/22 09:59:54 AM,58.9,6.75,,,,
1903,07/26/22 09:59:55 AM,58.8,6.75,,,,
1904,07/26/22 09:59:56 AM,58.9,6.72,,,,
1905,07/26/22 09:59:57 AM,58.8,6.76,,,,
1906,07/26/22 09:59:58 AM,58.8,6.75,,,,
1907,07/26/22 09:59:59 AM,58.9,6.75,,,,
1908,07/26/22 10:00:00 AM,58.8,6.75,,,,
1909,07/26/22 10:00:01 AM,58.7,6.75,,,,
1910,07/26/22 10:00:02 AM,58.7,6.74,,,,
1911,07/26/22 10:00:03 AM,58.8,6.75,,,,
1912,07/26/22 10:00:04 AM,58.9,6.74,,,,
1913,07/26/22 10:00:05 AM,58.7,6.72,,,,
1914,07/26/22 10:00:06 AM,58.8,6.74,,,,
1915,07/26/22 10:00:07 AM,58.8,6.75,,,,
1916,07/26/22 10:00:08 AM,58.8,6.74,,,,
1917,07/26/22 10:00:09 AM,58.7,6.74,,,,
1918,07/26/22 10:00:10 AM,58.7,6.72,,,,
1919,07/26/22 10:00:11 AM,58.8,6.75,,,,
1920,07/26/22 10:00:12 AM,58.8,6.75,,,,
1921,07/26/22 10:00:13 AM,58.8,6.74,,,,
1922,07/26/22 10:00:14 AM,58.8,6.74,,,,
1923,07/26/22 10:00:15 AM,58.8,6.75,,,,
1924,07/26/22 10:00:16 AM,58.8,6.74,,,,
1925,07/26/22 10:00:17 AM,58.8,6.74,,,,
1926,07/26/22 10:00:18 AM,58.8,6.72,,,,
1927,07/26/22 10:00:19 AM,58.9,6.75,,,,
1928,07/26/22 10:00:20 AM,58.7,6.74,,,,
1929,07/26/22 10:00:21 AM,58.8,6.74,,,,
1930,07/26/22 10:00:22 AM,58.8,6.74,,,,
1931,07/26/22 10:00:23 AM,58.8,6.74,,,,
1932,07/26/22 10:00:24 AM,58.8,6.74,,,,
1933,07/26/22 10:00:25 AM,58.8,6.72,,,,
1934,07/26/22 10:00:26 AM,58.8,6.74,,,,
1935,07/26/22 10:00:27 AM,58.8,6.72,,,,
1936,07/26/22 10:00:28 AM,58.7,6.74,,,,
1937,07/26/22 10:00:29 AM,58.8,6.74,,,,
1938,07/26/22 10:00:30 AM,58.8,6.75,,,,
1939,07/26/22 10:00:31 AM,58.8,6.74,,,,
1940,07/26/22 10:00:32 AM,58.8,6.74,,,,
1941,07/26/22 10:00:33 AM,58.9,6.72,,,,
1942,07/26/22 10:00:34 AM,58.9,6.75,,,,
1943,07/26/22 10:00:35 AM,58.8,6.74,,,,
1944,07/26/22 10:00:36 AM,58.8,6.74,,,,
1945,07/26/22 10:00:37 AM,58.8,6.74,,,,
1946,07/26/22 10:00:38 AM,58.7,6.72,,,,
1947,07/26/22 10:00:39 AM,58.7,6.72,,,,
1948,07/26/22 10:00:40 AM,58.9,6.72,,,,
1949,07/26/22 10:00:41 AM,58.9,6.72,,,,
1950,07/26/22 10:00:42 AM,58.8,6.74,,,,
1951,07/26/22 10:00:43 AM,58.8,6.75,,,,
1952,07/26/22 10:00:44 AM,58.8,6.74,,,,
1953,07/26/22 10:00:45 AM,58.9,6.74,,,,
1954,07/26/22 10:00:46 AM,58.8,6.74,,,,
1955,07/26/22 10:00:47 AM,58.9,6.74,,,,
1956,07/26/22 10:00:48 AM,58.8,6.74,,,,
1957,07/26/22 10:00:49 AM,58.8,6.74,,,,
1958,07/26/22 10:00:50 AM,58.7,6.74,,,,
1959,07/26/22 10:00:51 AM,58.8,6.75,,,,
1960,07/26/22 10:00:52 AM,58.8,6.75,,,,
1961,07/26/22 10:00:53 AM,58.8,6.75,,,,
1962,07/26/22 10:00:54 AM,58.8,6.74,,,,
1963,07/26/22 10:00:55 AM,58.7,6.74,,,,
1964,07/26/22 10:00:56 AM,58.8,6.74,,,,
1965,07/26/22 10:00:57 AM,58.8,6.74,,,,
1966,07/26/22 10:00:58 AM,58.8,6.74,,,,
1967,07/26/22 10:00:59 AM,58.7,6.74,,,,
1968,07/26/22 10:01:00 AM,58.8,6.72,,,,
1969,07/26/22 10:01:01 AM,58.8,6.72,,,,
1970,07/26/22 10:01:02 AM,58.8,6.72,,,,
1971,07/26/22 10:01:03 AM,58.8,6.74,,,,
1972,07/26/22 10:01:04 AM,58.8,6.74,,,,
1973,07/26/22 10:01:05 AM,58.9,6.72,,,,
1974,07/26/22 10:01:06 AM,58.9,6.74,,,,
1975,07/26/22 10:01:07 AM,58.7,6.74,,,,
1976,07/26/22 10:01:08 AM,58.8,6.74,,,,
1977,07/26/22 10:01:09 AM,58.8,6.74,,,,
1978,07/26/22 10:01:10 AM,58.8,6.74,,,,
1979,07/26/22 10:01:11 AM,58.8,6.75,,,,
1980,07/26/22 10:01:12 AM,58.8,6.72,,,,
1981,07/26/22 10:01:13 AM,58.8,6.74,,,,
1982,07/26/22 10:01:14 AM,58.8,6.74,,,,
1983,07/26/22 10:01:15 AM,58.7,6.72,,,,
1984,07/26/22 10:01:16 AM,58.8,6.74,,,,
1985,07/26/22 10:01:17 AM,58.7,6.74,,,,
1986,07/26/22 10:01:18 AM,58.7,6.74,,,,
1987,07/26/22 10:01:19 AM,58.8,6.74,,,,
1988,07/26/22 10:01:20 AM,58.7,6.74,,,,
1989,07/26/22 10:01:21 AM,58.7,6.74,,,,
1990,07/26/22 10:01:22 AM,58.8,6.74,,,,
1991,07/26/22 10:01:23 AM,58.7,6.74,,,,
1992,07/26/22 10:01:24 AM,58.8,6.75,,,,
1993,07/26/22 10:01:25 AM,58.7,6.75,,,,
1994,07/26/22 10:01:26 AM,58.8,6.74,,,,
1995,07/26/22 10:01:27 AM,58.8,6.74,,,,
1996,07/26/22 10:01:28 AM,58.7,6.74,,,,
1997,07/26/22 10:01:29 AM,58.8,6.74,,,,
1998,07/26/22 10:01:30 AM,58.9,6.72,,,,
1999,07/26/22 10:01:31 AM,58.7,6.74,,,,
2000,07/26/22 10:01:32 AM,58.8,6.74,,,,
2001,07/26/22 10:01:33 AM,58.8,6.74,,,,
2002,07/26/22 10:01:34 AM,58.8,6.74,,,,
2003,07/26/22 10:01:35 AM,58.8,6.74,,,,
2004,07/26/22 10:01:36 AM,58.8,6.74,,,,
2005,07/26/22 10:01:37 AM,58.8,6.72,,,,
2006,07/26/22 10:01:38 AM,58.7,6.76,,,,
2007,07/26/22 10:01:39 AM,58.8,6.71,,,,
2008,07/26/22 10:01:40 AM,58.8,6.75,,,,
2009,07/26/22 10:01:41 AM,58.8,6.74,,,,
2010,07/26/22 10:01:42 AM,58.8,6.72,,,,
2011,07/26/22 10:01:43 AM,58.8,6.74,,,,
2012,07/26/22 10:01:44 AM,58.7,6.74,,,,
2013,07/26/22 10:01:45 AM,58.8,6.74,,,,
2014,07/26/22 10:01:46 AM,58.8,6.74,,,,
2015,07/26/22 10:01:47 AM,58.8,6.75,,,,
2016,07/26/22 10:01:48 AM,58.9,6.74,,,,
2017,07/26/22 10:01:49 AM,58.8,6.75,,,,
2018,07/26/22 10:01:50 AM,58.8,6.74,,,,
2019,07/26/22 10:01:51 AM,58.8,6.74,,,,
2020,07/26/22 10:01:52 AM,58.8,6.74,,,,
2021,07/26/22 10:01:53 AM,58.7,6.74,,,,
2022,07/26/22 10:01:54 AM,58.7,6.75,,,,
2023,07/26/22 10:01:55 AM,58.8,6.74,,,,
2024,07/26/22 10:01:56 AM,58.8,6.74,,,,
2025,07/26/22 10:01:57 AM,58.8,6.74,,,,
2026,07/26/22 10:01:58 AM,58.8,6.74,,,,
2027,07/26/22 10:01:59 AM,58.7,6.75,,,,
2028,07/26/22 10:02:00 AM,58.7,6.75,,,,
2029,07/26/22 10:02:01 AM,58.8,6.75,,,,
2030,07/26/22 10:02:02 AM,58.8,6.74,,,,
2031,07/26/22 10:02:03 AM,58.8,6.75,,,,
2032,07/26/22 10:02:04 AM,58.8,6.75,,,,
2033,07/26/22 10:02:05 AM,58.8,6.75,,,,
2034,07/26/22 10:02:06 AM,58.8,6.74,,,,
2035,07/26/22 10:02:07 AM,58.8,6.74,,,,
2036,07/26/22 10:02:08 AM,58.8,6.74,,,,
2037,07/26/22 10:02:09 AM,58.7,6.74,,,,
2038,07/26/22 10:02:10 AM,58.8,6.75,,,,
2039,07/26/22 10:02:11 AM,58.8,6.74,,,,
2040,07/26/22 10:02:12 AM,58.8,6.74,,,,
2041,07/26/22 10:02:13 AM,58.9,6.74,,,,
2042,07/26/22 10:02:14 AM,58.8,6.74,,,,
2043,07/26/22 10:02:15 AM,58.9,6.74,,,,
2044,07/26/22 10:02:16 AM,58.7,6.72,,,,
2045,07/26/22 10:02:17 AM,58.8,6.74,,,,
2046,07/26/22 10:02:18 AM,58.7,6.74,,,,
2047,07/26/22 10:02:19 AM,58.7,6.74,,,,
2048,07/26/22 10:02:20 AM,58.7,6.74,,,,
2049,07/26/22 10:02:21 AM,58.7,6.74,,,,
2050,07/26/22 10:02:22 AM,58.8,6.74,,,,
2051,07/26/22 10:02:23 AM,58.7,6.74,,,,
2052,07/26/22 10:02:24 AM,58.8,6.74,,,,
2053,07/26/22 10:02:25 AM,58.7,6.72,,,,
2054,07/26/22 10:02:26 AM,58.7,6.74,,,,
2055,07/26/22 10:02:27 AM,58.8,6.75,,,,
2056,07/26/22 10:02:28 AM,58.7,6.74,,,,
2057,07/26/22 10:02:29 AM,58.7,6.72,,,,
2058,07/26/22 10:02:30 AM,58.7,6.72,,,,
2059,07/26/22 10:02:31 AM,58.7,6.74,,,,
2060,07/26/22 10:02:32 AM,58.8,6.71,,,,
2061,07/26/22 10:02:33 AM,58.7,6.72,,,,
2062,07/26/22 10:02:34 AM,58.7,6.72,,,,
2063,07/26/22 10:02:35 AM,58.7,6.74,,,,
2064,07/26/22 10:02:36 AM,58.7,6.74,,,,
2065,07/26/22 10:02:37 AM,58.8,6.72,,,,
2066,07/26/22 10:02:38 AM,58.7,6.72,,,,
2067,07/26/22 10:02:39 AM,58.7,6.74,,,,
2068,07/26/22 10:02:40 AM,58.8,6.72,,,,
2069,07/26/22 10:02:41 AM,58.7,6.72,,,,
2070,07/26/22 10:02:42 AM,58.7,6.74,,,,
2071,07/26/22 10:02:43 AM,58.8,6.72,,,,
2072,07/26/22 10:02:44 AM,58.7,6.72,,,,
2073,07/26/22 10:02:45 AM,58.7,6.74,,,,
2074,07/26/22 10:02:46 AM,58.7,6.74,,,,
2075,07/26/22 10:02:47 AM,58.7,6.72,,,,
2076,07/26/22 10:02:48 AM,58.7,6.74,,,,
2077,07/26/22 10:02:49 AM,58.8,6.74,,,,
2078,07/26/22 10:02:50 AM,58.7,6.72,,,,
2079,07/26/22 10:02:51 AM,58.7,6.72,,,,
2080,07/26/22 10:02:52 AM,58.7,6.72,,,,
2081,07/26/22 10:02:53 AM,58.7,6.74,,,,
2082,07/26/22 10:02:54 AM,58.7,6.72,,,,
2083,07/26/22 10:02:55 AM,58.7,6.74,,,,
2084,07/26/22 10:02:56 AM,58.7,6.74,,,,
2085,07/26/22 10:02:57 AM,58.7,6.72,,,,
2086,07/26/22 10:02:58 AM,58.8,6.74,,,,
2087,07/26/22 10:02:59 AM,58.7,6.72,,,,
2088,07/26/22 10:03:00 AM,58.7,6.72,,,,
2089,07/26/22 10:03:01 AM,58.7,6.72,,,,
2090,07/26/22 10:03:02 AM,58.7,6.74,,,,
2091,07/26/22 10:03:03 AM,58.8,6.72,,,,
2092,07/26/22 10:03:04 AM,58.7,6.72,,,,
2093,07/26/22 10:03:05 AM,58.7,6.74,,,,
2094,07/26/22 10:03:06 AM,58.7,6.74,,,,
2095,07/26/22 10:03:07 AM,58.7,6.74,,,,
2096,07/26/22 10:03:08 AM,58.7,6.74,,,,
2097,07/26/22 10:03:09 AM,58.8,6.72,,,,
2098,07/26/22 10:03:10 AM,58.8,6.72,,,,
2099,07/26/22 10:03:11 AM,58.7,6.72,,,,
2100,07/26/22 10:03:12 AM,58.8,6.72,,,,
2101,07/26/22 10:03:13 AM,58.7,6.74,,,,
2102,07/26/22 10:03:14 AM,58.7,6.71,,,,
2103,07/26/22 10:03:15 AM,58.7,6.74,,,,
2104,07/26/22 10:03:16 AM,58.7,6.72,,,,
2105,07/26/22 10:03:17 AM,58.7,6.72,,,,
2106,07/26/22 10:03:18 AM,58.7,6.74,,,,
2107,07/26/22 10:03:19 AM,58.7,6.74,,,,
2108,07/26/22 10:03:20 AM,58.7,6.72,,,,
2109,07/26/22 10:03:21 AM,58.7,6.72,,,,
2110,07/26/22 10:03:22 AM,58.7,6.72,,,,
2111,07/26/22 10:03:23 AM,58.7,6.72,,,,
2112,07/26/22 10:03:24 AM,58.7,6.72,,,,
2113,07/26/22 10:03:25 AM,58.7,6.74,,,,
2114,07/26/22 10:03:26 AM,58.7,6.71,,,,
2115,07/26/22 10:03:27 AM,58.7,6.74,,,,
2116,07/26/22 10:03:28 AM,58.7,6.72,,,,
2117,07/26/22 10:03:29 AM,58.7,6.72,,,,
2118,07/26/22 10:03:30 AM,58.7,6.72,,,,
2119,07/26/22 10:03:31 AM,58.7,6.74,,,,
2120,07/26/22 10:03:32 AM,58.7,6.74,,,,
2121,07/26/22 10:03:33 AM,58.7,6.72,,,,
2122,07/26/22 10:03:34 AM,58.8,6.71,,,,
2123,07/26/22 10:03:35 AM,58.7,6.72,,,,
2124,07/26/22 10:03:36 AM,58.7,6.72,,,,
2125,07/26/22 10:03:37 AM,58.7,6.72,,,,
2126,07/26/22 10:03:38 AM,58.7,6.74,,,,
2127,07/26/22 10:03:39 AM,58.7,6.71,,,,
2128,07/26/22 10:03:40 AM,58.7,6.72,,,,
2129,07/26/22 10:03:41 AM,58.7,6.72,,,,
2130,07/26/22 10:03:42 AM,58.7,6.72,,,,
2131,07/26/22 10:03:43 AM,58.7,6.72,,,,
2132,07/26/22 10:03:44 AM,58.7,6.72,,,,
2133,07/26/22 10:03:45 AM,58.7,6.71,,,,
2134,07/26/22 10:03:46 AM,58.7,6.72,,,,
2135,07/26/22 10:03:47 AM,58.7,6.74,,,,
2136,07/26/22 10:03:48 AM,58.7,6.72,,,,
2137,07/26/22 10:03:49 AM,58.7,6.72,,,,
2138,07/26/22 10:03:50 AM,58.7,6.72,,,,
2139,07/26/22 10:03:51 AM,58.7,6.74,,,,
2140,07/26/22 10:03:52 AM,58.7,6.74,,,,
2141,07/26/22 10:03:53 AM,58.7,6.72,,,,
2142,07/26/22 10:03:54 AM,58.7,6.72,,,,
2143,07/26/22 10:03:55 AM,58.7,6.74,,,,
2144,07/26/22 10:03:56 AM,58.7,6.72,,,,
2145,07/26/22 10:03:57 AM,58.7,6.72,,,,
2146,07/26/22 10:03:58 AM,58.7,6.74,,,,
2147,07/26/22 10:03:59 AM,58.7,6.72,,,,
2148,07/26/22 10:04:00 AM,58.7,6.72,,,,
2149,07/26/22 10:04:01 AM,58.7,6.74,,,,
2150,07/26/22 10:04:02 AM,58.7,6.72,,,,
2151,07/26/22 10:04:03 AM,58.8,6.72,,,,
2152,07/26/22 10:04:04 AM,58.7,6.74,,,,
2153,07/26/22 10:04:05 AM,58.7,6.71,,,,
2154,07/26/22 10:04:06 AM,58.7,6.72,,,,
2155,07/26/22 10:04:07 AM,58.7,6.71,,,,
2156,07/26/22 10:04:08 AM,58.7,6.72,,,,
2157,07/26/22 10:04:09 AM,58.7,6.74,,,,
2158,07/26/22 10:04:10 AM,58.7,6.72,,,,
2159,07/26/22 10:04:11 AM,58.7,6.72,,,,
2160,07/26/22 10:04:12 AM,58.7,6.72,,,,
2161,07/26/22 10:04:13 AM,58.7,6.74,,,,
2162,07/26/22 10:04:14 AM,58.7,6.74,,,,
2163,07/26/22 10:04:15 AM,58.7,6.72,,,,
2164,07/26/22 10:04:16 AM,58.7,6.72,,,,
2165,07/26/22 10:04:17 AM,58.7,6.72,,,,
2166,07/26/22 10:04:18 AM,58.7,6.71,,,,
2167,07/26/22 10:04:19 AM,58.6,6.74,,,,
2168,07/26/22 10:04:20 AM,58.7,6.71,,,,
2169,07/26/22 10:04:21 AM,58.7,6.72,,,,
2170,07/26/22 10:04:22 AM,58.7,6.72,,,,
2171,07/26/22 10:04:23 AM,58.7,6.72,,,,
2172,07/26/22 10:04:24 AM,58.7,6.72,,,,
2173,07/26/22 10:04:25 AM,58.7,6.72,,,,
2174,07/26/22 10:04:26 AM,58.7,6.72,,,,
2175,07/26/22 10:04:27 AM,58.7,6.72,,,,
2176,07/26/22 10:04:28 AM,58.7,6.72,,,,
2177,07/26/22 10:04:29 AM,58.7,6.72,,,,
2178,07/26/22 10:04:30 AM,58.7,6.72,,,,
2179,07/26/22 10:04:31 AM,58.7,6.72,,,,
2180,07/26/22 10:04:32 AM,58.7,6.72,,,,
2181,07/26/22 10:04:33 AM,58.7,6.72,,,,
2182,07/26/22 10:04:34 AM,58.7,6.72,,,,
2183,07/26/22 10:04:35 AM,58.7,6.72,,,,
2184,07/26/22 10:04:36 AM,58.7,6.72,,,,
2185,07/26/22 10:04:37 AM,58.7,6.72,,,,
2186,07/26/22 10:04:38 AM,58.7,6.74,,,,
2187,07/26/22 10:04:39 AM,58.8,6.74,,,,
2188,07/26/22 10:04:40 AM,58.7,6.74,,,,
2189,07/26/22 10:04:41 AM,58.7,6.74,,,,
2190,07/26/22 10:04:42 AM,58.7,6.72,,,,
2191,07/26/22 10:04:43 AM,58.7,6.74,,,,
2192,07/26/22 10:04:44 AM,58.7,6.74,,,,
2193,07/26/22 10:04:45 AM,58.7,6.72,,,,
2194,07/26/22 10:04:46 AM,58.7,6.74,,,,
2195,07/26/22 10:04:47 AM,58.7,6.74,,,,
2196,07/26/22 10:04:48 AM,58.7,6.74,,,,
2197,07/26/22 10:04:49 AM,58.7,6.74,,,,
2198,07/26/22 10:04:50 AM,58.7,6.74,,,,
2199,07/26/22 10:04:51 AM,58.8,6.74,,,,
2200,07/26/22 10:04:52 AM,58.7,6.72,,,,
2201,07/26/22 10:04:53 AM,58.7,6.74,,,,
2202,07/26/22 10:04:54 AM,58.7,6.75,,,,
2203,07/26/22 10:04:55 AM,58.7,6.72,,,,
2204,07/26/22 10:04:56 AM,58.8,6.72,,,,
2205,07/26/22 10:04:57 AM,58.7,6.74,,,,
2206,07/26/22 10:04:58 AM,58.8,6.72,,,,
2207,07/26/22 10:04:59 AM,58.7,6.72,,,,
2208,07/26/22 10:05:00 AM,58.7,6.71,,,,
2209,07/26/22 10:05:01 AM,58.7,6.72,,,,
2210,07/26/22 10:05:02 AM,58.7,6.72,,,,
2211,07/26/22 10:05:03 AM,58.7,6.72,,,,
2212,07/26/22 10:05:04 AM,58.7,6.72,,,,
2213,07/26/22 10:05:05 AM,58.7,6.72,,,,
2214,07/26/22 10:05:06 AM,58.7,6.72,,,,
2215,07/26/22 10:05:07 AM,58.7,6.72,,,,
2216,07/26/22 10:05:08 AM,58.7,6.75,,,,
2217,07/26/22 10:05:09 AM,58.7,6.74,,,,
2218,07/26/22 10:05:10 AM,58.7,6.72,,,,
2219,07/26/22 10:05:11 AM,58.7,6.74,,,,
2220,07/26/22 10:05:12 AM,58.7,6.72,,,,
2221,07/26/22 10:05:13 AM,58.7,6.72,,,,
2222,07/26/22 10:05:14 AM,58.7,6.71,,,,
2223,07/26/22 10:05:15 AM,58.7,6.74,,,,
2224,07/26/22 10:05:16 AM,58.7,6.72,,,,
2225,07/26/22 10:05:17 AM,58.7,6.74,,,,
2226,07/26/22 10:05:18 AM,58.7,6.74,,,,
2227,07/26/22 10:05:19 AM,58.7,6.74,,,,
2228,07/26/22 10:05:20 AM,58.7,6.74,,,,
2229,07/26/22 10:05:21 AM,58.7,6.72,,,,
2230,07/26/22 10:05:22 AM,58.6,6.74,,,,
2231,07/26/22 10:05:23 AM,58.7,6.74,,,,
2232,07/26/22 10:05:24 AM,58.7,6.72,,,,
2233,07/26/22 10:05:25 AM,58.7,6.72,,,,
2234,07/26/22 10:05:26 AM,58.7,6.72,,,,
2235,07/26/22 10:05:27 AM,58.7,6.74,,,,
2236,07/26/22 10:05:28 AM,58.7,6.74,,,,
2237,07/26/22 10:05:29 AM,58.7,6.74,,,,
2238,07/26/22 10:05:30 AM,58.7,6.72,,,,
2239,07/26/22 10:05:31 AM,58.7,6.72,,,,
2240,07/26/22 10:05:32 AM,58.7,6.74,,,,
2241,07/26/22 10:05:33 AM,58.7,6.74,,,,
2242,07/26/22 10:05:34 AM,58.7,6.72,,,,
2243,07/26/22 10:05:35 AM,58.7,6.74,,,,
2244,07/26/22 10:05:36 AM,58.7,6.75,,,,
2245,07/26/22 10:05:37 AM,58.7,6.75,,,,
2246,07/26/22 10:05:38 AM,58.7,6.72,,,,
2247,07/26/22 10:05:39 AM,58.7,6.72,,,,
2248,07/26/22 10:05:40 AM,58.7,6.74,,,,
2249,07/26/22 10:05:41 AM,58.7,6.72,,,,
2250,07/26/22 10:05:42 AM,58.7,6.74,,,,
2251,07/26/22 10:05:43 AM,58.7,6.74,,,,
2252,07/26/22 10:05:44 AM,58.7,6.72,,,,
2253,07/26/22 10:05:45 AM,58.7,6.74,,,,
2254,07/26/22 10:05:46 AM,58.7,6.74,,,,
2255,07/26/22 10:05:47 AM,58.7,6.74,,,,
2256,07/26/22 10:05:48 AM,58.7,6.75,,,,
2257,07/26/22 10:05:49 AM,58.7,6.72,,,,
2258,07/26/22 10:05:50 AM,58.7,6.74,,,,
2259,07/26/22 10:05:51 AM,58.7,6.74,,,,
2260,07/26/22 10:05:52 AM,58.7,6.75,,,,
2261,07/26/22 10:05:53 AM,58.7,6.74,,,,
2262,07/26/22 10:05:54 AM,58.7,6.74,,,,
2263,07/26/22 10:05:55 AM,58.7,6.74,,,,
2264,07/26/22 10:05:56 AM,58.8,6.74,,,,
2265,07/26/22 10:05:57 AM,58.7,6.74,,,,
2266,07/26/22 10:05:58 AM,58.7,6.72,,,,
2267,07/26/22 10:05:59 AM,58.7,6.74,,,,
2268,07/26/22 10:06:00 AM,58.7,6.74,,,,
2269,07/26/22 10:06:01 AM,58.6,6.74,,,,
2270,07/26/22 10:06:02 AM,58.7,6.75,,,,
2271,07/26/22 10:06:03 AM,58.7,6.72,,,,
2272,07/26/22 10:06:04 AM,58.7,6.74,,,,
2273,07/26/22 10:06:05 AM,58.7,6.74,,,,
2274,07/26/22 10:06:06 AM,58.7,6.72,,,,
2275,07/26/22 10:06:07 AM,58.7,6.74,,,,
2276,07/26/22 10:06:08 AM,58.7,6.74,,,,
2277,07/26/22 10:06:09 AM,58.7,6.75,,,,
2278,07/26/22 10:06:10 AM,58.7,6.74,,,,
2279,07/26/22 10:06:11 AM,58.7,6.74,,,,
2280,07/26/22 10:06:12 AM,58.7,6.74,,,,
2281,07/26/22 10:06:13 AM,58.7,6.72,,,,
2282,07/26/22 10:06:14 AM,58.7,6.74,,,,
2283,07/26/22 10:06:15 AM,58.7,6.72,,,,
2284,07/26/22 10:06:16 AM,58.8,6.72,,,,
2285,07/26/22 10:06:17 AM,58.7,6.72,,,,
2286,07/26/22 10:06:18 AM,58.6,6.72,,,,
2287,07/26/22 10:06:19 AM,58.6,6.74,,,,
2288,07/26/22 10:06:20 AM,58.7,6.72,,,,
2289,07/26/22 10:06:21 AM,58.7,6.72,,,,
2290,07/26/22 10:06:22 AM,58.6,6.72,,,,
2291,07/26/22 10:06:23 AM,58.7,6.72,,,,
2292,07/26/22 10:06:24 AM,58.7,6.72,,,,
2293,07/26/22 10:06:25 AM,58.7,6.74,,,,
2294,07/26/22 10:06:26 AM,58.7,6.72,,,,
2295,07/26/22 10:06:27 AM,58.7,6.72,,,,
2296,07/26/22 10:06:28 AM,58.7,6.72,,,,
2297,07/26/22 10:06:29 AM,58.6,6.72,,,,
2298,07/26/22 10:06:30 AM,58.7,6.75,,,,
2299,07/26/22 10:06:31 AM,58.7,6.74,,,,
2300,07/26/22 10:06:32 AM,58.6,6.72,,,,
2301,07/26/22 10:06:33 AM,58.7,6.74,,,,
2302,07/26/22 10:06:34 AM,58.6,6.72,,,,
2303,07/26/22 10:06:35 AM,58.6,6.72,,,,
2304,07/26/22 10:06:36 AM,58.6,6.72,,,,
2305,07/26/22 10:06:37 AM,58.7,6.72,,,,
2306,07/26/22 10:06:38 AM,58.7,6.74,,,,
2307,07/26/22 10:06:39 AM,58.7,6.72,,,,
2308,07/26/22 10:06:40 AM,58.7,6.72,,,,
2309,07/26/22 10:06:41 AM,58.7,6.74,,,,
2310,07/26/22 10:06:42 AM,58.7,6.74,,,,
2311,07/26/22 10:06:43 AM,58.5,6.72,,,,
2312,07/26/22 10:06:44 AM,58.7,6.74,,,,
2313,07/26/22 10:06:45 AM,58.6,6.74,,,,
2314,07/26/22 10:06:46 AM,58.7,6.74,,,,
2315,07/26/22 10:06:47 AM,58.7,6.72,,,,
2316,07/26/22 10:06:48 AM,58.7,6.72,,,,
2317,07/26/22 10:06:49 AM,58.6,6.74,,,,
2318,07/26/22 10:06:50 AM,58.7,6.72,,,,
2319,07/26/22 10:06:51 AM,58.7,6.72,,,,
2320,07/26/22 10:06:52 AM,58.7,6.72,,,,
2321,07/26/22 10:06:53 AM,58.7,6.74,,,,
2322,07/26/22 10:06:54 AM,58.7,6.74,,,,
2323,07/26/22 10:06:55 AM,58.7,6.72,,,,
2324,07/26/22 10:06:56 AM,58.7,6.74,,,,
2325,07/26/22 10:06:57 AM,58.7,6.72,,,,
2326,07/26/22 10:06:58 AM,58.7,6.72,,,,
2327,07/26/22 10:06:59 AM,58.7,6.72,,,,
2328,07/26/22 10:07:00 AM,58.6,6.74,,,,
2329,07/26/22 10:07:01 AM,58.7,6.74,,,,
2330,07/26/22 10:07:02 AM,58.7,6.74,,,,
2331,07/26/22 10:07:03 AM,58.6,6.74,,,,
2332,07/26/22 10:07:04 AM,58.7,6.74,,,,
