"DateTime","AirPress_kpa","AirTemp_C","Stn01_WL_m","Stn01_WLTemp_C","Stn01_EC_uS","Stn01_ECTemp_C","Stn01_DO_mg.L","Stn01_DOTemp_C","Stn02_DO_mg.L","Stn02_DOTemp_C","Stn03_WL_m","Stn03_WLTemp_C","Stn04_DO_mg.L","Stn04_DOTemp_C","Stn01_CO2_ppm","Stn02_CO2_ppm","Stn03_CO2_ppm","Stn04_CO2_ppm"
2019-07-21 12:15:00,62.4568,5.944,0.232,7.628,6.6,8.23888888888889,6.7,8.06111111111111,6.81,8.07777777777778,0.256398397,7.763,7.32,7.92222222222222,NA,NA,NA,NA
2019-07-21 12:30:00,62.4262,5.943,0.2352,7.68,6.6,8.3,6.74,8.1,6.84,8.1,0.258121724,7.778,7.32,7.92222222222222,NA,NA,NA,NA
2019-07-21 12:45:00,62.4203,5.941,0.2303,7.75,6.6,8.37777777777778,6.76,8.16111111111111,6.86,8.16111111111111,0.25270701,7.843,7.31,7.97777777777778,NA,NA,NA,NA
2019-07-21 13:00:00,62.4081,5.939,0.2323,7.899,6.6,8.52777777777778,6.79,8.27777777777778,6.88,8.27777777777778,0.256112875,7.97,7.3,8.06111111111111,NA,NA,NA,NA
2019-07-21 13:15:00,62.401,5.939,0.2305,8.159,6.6,8.81111111111111,6.81,8.52222222222222,6.9,8.5,0.255786565,8.205,7.27,8.23888888888889,NA,NA,NA,NA
2019-07-21 13:30:00,62.3921,5.939,0.2325,8.359,7.3,8.97777777777778,6.8,8.73888888888889,6.9,8.73888888888889,0.256357608,8.459,7.23,8.43888888888889,NA,NA,NA,NA
2019-07-21 13:45:00,62.3875,5.938,0.2286,8.571,7.3,9.23888888888889,6.82,8.93888888888889,6.9,8.93888888888889,0.254705662,8.64,7.2,8.63888888888889,NA,NA,NA,NA
2019-07-21 14:00:00,62.3615,5.939,0.2305,8.924,6.9,9.57777777777778,6.82,9.27777777777778,6.92,9.26111111111111,0.259926628,8.959,7.15,8.9,NA,NA,NA,NA
2019-07-21 14:15:00,62.3521,5.939,0.2252,9.322,6.6,9.97222222222222,6.81,9.66111111111111,6.91,9.63888888888889,0.256765496,9.355,7.08,9.2,NA,NA,NA,NA
2019-07-21 14:30:00,62.3469,5.939,0.225,9.492,6.9,10.1222222222222,6.77,9.87777777777778,6.88,9.87777777777778,0.254073435,9.571,7.02,9.52222222222222,NA,NA,NA,NA
2019-07-21 14:45:00,62.3123,5.939,0.2318,9.76,6.6,10.4222222222222,6.8,10.1,6.89,10.0777777777778,0.254940197,9.754,6.98,9.72222222222222,NA,NA,NA,NA
2019-07-21 15:00:00,62.2965,5.937,0.228,9.687,6.9,10.2777777777778,6.71,10.1611111111111,6.83,10.2,0.257489497,9.863,6.95,9.92222222222222,NA,NA,NA,NA
2019-07-21 15:15:00,62.3104,5.936,0.2258,9.768,6.6,10.4,6.73,10.1611111111111,6.83,10.1611111111111,0.256520763,9.8,6.94,9.92222222222222,NA,NA,NA,NA
2019-07-21 15:30:00,62.2975,5.934,0.2243,9.725,6.6,10.35,6.69,10.1777777777778,6.8,10.2,0.254481323,9.866,6.93,9.96111111111111,NA,NA,NA,NA
2019-07-21 15:45:00,62.3075,5.932,0.2234,9.597,6.6,10.2,6.66,10.0777777777778,6.75,10.1,0.254950394,9.748,6.93,9.96111111111111,NA,NA,NA,NA
2019-07-21 16:00:00,62.3119,5.93,0.223,9.452,6.6,10.0722222222222,6.64,9.93888888888889,6.73,9.96111111111111,0.255480649,9.595,6.94,9.83888888888889,NA,NA,NA,NA
2019-07-21 16:15:00,62.3164,5.929,0.2224,9.442,6.9,10.0722222222222,6.65,9.9,6.74,9.9,0.248597539,9.558,6.96,9.72222222222222,NA,NA,NA,NA
2019-07-21 16:30:00,62.338,5.927,0.2224,9.296,6.6,9.91111111111111,6.61,9.77777777777778,6.7,9.82222222222222,0.25059619,9.466,6.98,9.67777777777778,NA,NA,NA,NA
2019-07-21 16:45:00,62.3335,5.926,0.2212,9.206,6.6,9.82777777777778,6.59,9.67777777777778,6.69,9.7,0.25423659,9.349,7,9.57777777777778,NA,NA,NA,NA
2019-07-21 17:00:00,62.3237,5.925,0.2194,9.127,6.6,9.71111111111111,6.58,9.6,6.68,9.62222222222222,0.246303169,9.269,7.01,9.47777777777778,NA,NA,NA,NA
2019-07-21 17:15:00,62.3116,5.924,0.2189,9.036,6.6,9.66111111111111,6.56,9.5,6.65,9.52222222222222,0.255480649,9.167,7.03,9.4,NA,NA,NA,NA
2019-07-21 17:30:00,62.3298,5.922,0.2156,8.918,7.3,9.52777777777778,6.51,9.4,6.62,9.4,0.248291623,9.064,7.03,9.32222222222222,NA,NA,NA,NA
2019-07-21 17:45:00,62.343,5.922,0.2134,8.745,6.6,9.33888888888889,6.43,9.23888888888889,6.53,9.26111111111111,0.24772058,8.912,7.05,9.2,NA,NA,NA,NA
2019-07-21 18:00:00,62.3514,5.92,0.2102,8.58,6.6,9.17222222222222,6.33,9.06111111111111,6.44,9.07777777777778,0.246374549,8.732,7.08,9.03888888888889,NA,NA,NA,NA
2019-07-21 18:15:00,62.3553,5.919,0.2073,8.4,6.6,9,6.23,8.9,6.33,8.92222222222222,0.243957813,8.566,7.12,8.87777777777777,NA,NA,NA,NA
2019-07-21 18:30:00,62.3481,5.918,0.2066,8.241,6.6,8.83888888888889,6.13,8.72222222222222,6.24,8.73888888888889,0.240827272,8.394,7.15,8.7,NA,NA,NA,NA
2019-07-21 18:45:00,62.3504,5.917,0.2074,8.075,6.6,8.67222222222222,6.03,8.56111111111111,6.13,8.56111111111111,0.241734823,8.229,7.18,8.53888888888889,NA,NA,NA,NA
2019-07-21 19:00:00,62.3676,5.916,0.2087,7.916,6.6,8.52222222222222,5.93,8.4,6.06,8.4,0.244192348,8.066,7.2,8.37777777777778,NA,NA,NA,NA
2019-07-21 19:15:00,62.3853,5.915,0.2078,7.788,6.6,8.37777777777778,5.85,8.26111111111111,5.97,8.26111111111111,0.246792634,7.93,7.24,8.22222222222222,NA,NA,NA,NA
2019-07-21 19:30:00,62.4,5.915,0.207,7.655,6.6,8.23888888888889,5.78,8.12222222222222,5.89,8.12222222222222,0.240113468,7.795,7.26,8.07777777777778,NA,NA,NA,NA
2019-07-21 19:45:00,62.4024,5.914,0.2055,7.517,6.6,8.11111111111111,5.7,7.97777777777778,5.81,8,0.235718475,7.665,7.28,7.96111111111111,NA,NA,NA,NA
2019-07-21 20:00:00,62.4071,5.914,0.2052,7.385,6.6,7.97222222222222,5.63,7.86111111111111,5.75,7.86111111111111,0.23777831,7.528,7.31,7.82222222222222,NA,NA,NA,NA
2019-07-21 20:15:00,62.4281,5.913,0.2041,7.261,6.6,7.85,5.56,7.72222222222222,5.68,7.73888888888889,0.23766614,7.405,7.33,7.7,NA,NA,NA,NA
2019-07-21 20:30:00,62.4328,5.913,0.2036,7.141,6.6,7.72777777777778,5.49,7.6,5.63,7.6,0.23333233,7.277,7.35,7.57777777777778,NA,NA,NA,NA
2019-07-21 20:45:00,62.4547,5.912,0.2035,7.035,6.6,7.62222222222222,5.44,7.47777777777778,5.56,7.5,0.23377081,7.173,7.37,7.46111111111111,NA,NA,NA,NA
2019-07-21 21:00:00,62.4731,5.912,0.2031,6.934,7,7.51111111111111,5.39,7.37777777777778,5.51,7.37777777777778,0.233138584,7.07,7.39,7.36111111111111,NA,NA,NA,NA
2019-07-21 21:15:00,62.4678,5.912,0.2023,6.846,7,7.43888888888889,5.33,7.3,5.46,7.3,0.234066529,6.98,7.41,7.26111111111111,NA,NA,NA,NA
2019-07-21 21:30:00,62.4809,5.912,0.2005,6.752,7,7.33888888888889,5.28,7.2,5.41,7.2,0.235279996,6.885,7.43,7.17777777777778,NA,NA,NA,NA
2019-07-21 21:45:00,62.4826,5.911,0.1994,6.674,7,7.26111111111111,5.24,7.12222222222222,5.36,7.12222222222222,0.232037286,6.801,7.45,7.07777777777778,NA,NA,NA,NA
2019-07-21 22:00:00,62.4858,5.911,0.199,6.581,7,7.16111111111111,5.2,7.02222222222222,5.32,7.02222222222222,0.234637572,6.714,7.46,7,NA,NA,NA,NA
2019-07-21 22:15:00,62.4841,5.911,0.1984,6.5,7,7.07777777777778,5.16,6.93888888888889,5.29,6.93888888888889,0.231466243,6.631,7.48,6.92222222222222,NA,NA,NA,NA
2019-07-21 22:30:00,62.4822,5.911,0.1974,6.43,7,7.02222222222222,5.11,6.86111111111111,5.25,6.86111111111111,0.231690581,6.558,7.49,6.83888888888889,NA,NA,NA,NA
2019-07-21 22:45:00,62.4756,5.911,0.1979,6.334,7,6.92222222222222,5.08,6.77777777777778,5.22,6.77777777777778,0.228784379,6.465,7.5,6.76111111111111,NA,NA,NA,NA
2019-07-21 23:00:00,62.4606,5.911,0.1972,6.259,6.6,6.85,5.05,6.7,5.18,6.7,0.228835365,6.392,7.52,6.67777777777778,NA,NA,NA,NA
2019-07-21 23:15:00,62.462,5.912,0.1951,6.193,7,6.78888888888889,5.02,6.63888888888889,5.15,6.62222222222222,0.226765334,6.317,7.53,6.6,NA,NA,NA,NA
2019-07-21 23:30:00,62.455,5.913,0.1956,6.135,7,6.71111111111111,4.98,6.56111111111111,5.11,6.56111111111111,0.228111364,6.257,7.54,6.53888888888889,NA,NA,NA,NA
2019-07-21 23:45:00,62.4738,5.913,0.1943,6.079,7,6.67222222222222,4.95,6.5,5.09,6.5,0.224654513,6.199,7.55,6.47777777777778,NA,NA,NA,NA
2019-07-22 00:00:00,62.4635,5.914,0.1947,6.032,7,6.62777777777778,4.92,6.46111111111111,5.06,6.46111111111111,0.226948883,6.152,7.56,6.43888888888889,NA,NA,NA,NA
2019-07-22 00:15:00,62.4726,5.914,0.1932,5.97,7,6.56111111111111,4.91,6.4,5.04,6.4,0.226214685,6.092,7.57,6.37777777777778,NA,NA,NA,NA
2019-07-22 00:30:00,62.4446,5.915,0.1948,5.91,7,6.51111111111111,4.89,6.33888888888889,5.03,6.33888888888889,0.228763985,6.032,7.57,6.32222222222222,NA,NA,NA,NA
2019-07-22 00:45:00,62.435,5.915,0.1945,5.858,7,6.46111111111111,4.87,6.27777777777778,5,6.27777777777778,0.228213336,5.979,7.59,6.26111111111111,NA,NA,NA,NA
2019-07-22 01:00:00,62.4285,5.917,0.1948,5.819,7,6.4,4.85,6.23888888888889,4.97,6.23888888888889,0.227611701,5.94,7.59,6.22222222222222,NA,NA,NA,NA
2019-07-22 01:15:00,62.4157,5.917,0.1938,5.777,7,6.37777777777778,4.82,6.2,4.95,6.17777777777778,0.228458069,5.895,7.6,6.17777777777778,NA,NA,NA,NA
2019-07-22 01:30:00,62.4006,5.918,0.1946,5.731,7,6.31111111111111,4.8,6.16111111111111,4.93,6.13888888888889,0.226388037,5.851,7.61,6.13888888888889,NA,NA,NA,NA
2019-07-22 01:45:00,62.4005,5.919,0.1926,5.689,6.6,6.27222222222222,4.79,6.12222222222222,4.91,6.1,0.225042007,5.811,7.61,6.1,NA,NA,NA,NA
2019-07-22 02:00:00,62.3859,5.92,0.1925,5.653,7,6.23888888888889,4.76,6.07777777777778,4.89,6.06111111111111,0.224572936,5.768,7.62,6.06111111111111,NA,NA,NA,NA
2019-07-22 02:15:00,62.3616,5.92,0.1928,5.605,7,6.2,4.72,6.03888888888889,4.86,6.02222222222222,0.225847586,5.725,7.64,6.02222222222222,NA,NA,NA,NA
2019-07-22 02:30:00,62.3483,5.921,0.1924,5.568,7,6.16111111111111,4.69,6,4.84,5.97777777777778,0.226867306,5.691,7.64,5.97777777777778,NA,NA,NA,NA
2019-07-22 02:45:00,62.3371,5.922,0.192,5.531,7,6.11111111111111,4.68,5.96111111111111,4.83,5.93888888888889,0.221911466,5.651,7.65,5.93888888888889,NA,NA,NA,NA
2019-07-22 03:00:00,62.3158,5.923,0.1928,5.504,7,6.07777777777778,4.66,5.92222222222222,4.8,5.92222222222222,0.226092318,5.617,7.66,5.9,NA,NA,NA,NA
2019-07-22 03:15:00,62.3339,5.924,0.1902,5.465,7,6.03888888888889,4.63,5.87777777777778,4.78,5.87777777777778,0.223920315,5.586,7.65,5.87777777777778,NA,NA,NA,NA
2019-07-22 03:30:00,62.3315,5.925,0.1896,5.445,7,6.02777777777778,4.62,5.86111111111111,4.76,5.86111111111111,0.220300309,5.56,7.66,5.83888888888889,NA,NA,NA,NA
2019-07-22 03:45:00,62.3218,5.926,0.1892,5.421,7,6,4.58,5.83888888888889,4.73,5.82222222222222,0.223451244,5.537,7.67,5.82222222222222,NA,NA,NA,NA
2019-07-22 04:00:00,62.3259,5.927,0.1886,5.398,7,5.97777777777778,4.56,5.82222222222222,4.71,5.8,0.2232473,5.513,7.66,5.8,NA,NA,NA,NA
2019-07-22 04:15:00,62.3211,5.929,0.1888,5.364,7,5.97222222222222,4.55,5.77777777777778,4.69,5.77777777777778,0.221381212,5.484,7.68,5.76111111111111,NA,NA,NA,NA
2019-07-22 04:30:00,62.329,5.929,0.1877,5.327,7,5.91111111111111,4.54,5.73888888888889,4.68,5.73888888888889,0.22025952,5.449,7.7,5.73888888888889,NA,NA,NA,NA
2019-07-22 04:45:00,62.3444,5.931,0.1871,5.29,7,5.87222222222222,4.54,5.72222222222222,4.68,5.7,0.221411804,5.412,7.69,5.7,NA,NA,NA,NA
2019-07-22 05:00:00,62.3511,5.931,0.1873,5.257,7,5.85,4.54,5.67777777777778,4.68,5.66111111111111,0.222329552,5.377,7.7,5.66111111111111,NA,NA,NA,NA
2019-07-22 05:15:00,62.3595,5.932,0.1878,5.219,7,5.78888888888889,4.56,5.63888888888889,4.7,5.62222222222222,0.221513776,5.339,7.7,5.63888888888889,NA,NA,NA,NA
2019-07-22 05:30:00,62.3628,5.933,0.188,5.178,7,5.77222222222222,4.56,5.6,4.71,5.6,0.225317331,5.302,7.7,5.6,NA,NA,NA,NA
2019-07-22 05:45:00,62.3629,5.933,0.1888,5.153,7,5.73888888888889,4.55,5.56111111111111,4.7,5.56111111111111,0.224114062,5.276,7.72,5.56111111111111,NA,NA,NA,NA
2019-07-22 06:00:00,62.3722,5.932,0.1878,5.108,7,5.7,4.56,5.52222222222222,4.7,5.52222222222222,0.220524647,5.232,7.72,5.52222222222222,NA,NA,NA,NA
2019-07-22 06:15:00,62.3693,5.932,0.1877,5.073,7,5.66111111111111,4.56,5.47777777777778,4.7,5.47777777777778,0.223053553,5.198,7.73,5.47777777777778,NA,NA,NA,NA
2019-07-22 06:30:00,62.3751,5.931,0.1885,5.035,7,5.62222222222222,4.59,5.46111111111111,4.74,5.43888888888889,0.221615748,5.157,7.74,5.46111111111111,NA,NA,NA,NA
2019-07-22 06:45:00,62.3794,5.932,0.1869,5.006,7,5.58888888888889,4.61,5.42222222222222,4.76,5.4,0.220810169,5.121,7.75,5.42222222222222,NA,NA,NA,NA
2019-07-22 07:00:00,62.3929,5.933,0.1862,4.991,7,5.57777777777778,4.64,5.4,4.77,5.4,0.219433547,5.109,7.76,5.37777777777778,NA,NA,NA,NA
2019-07-22 07:15:00,62.3978,5.934,0.1865,4.999,7,5.58888888888889,4.68,5.4,4.81,5.4,0.223155525,5.108,7.76,5.37777777777778,NA,NA,NA,NA
2019-07-22 07:30:00,62.4019,5.936,0.188,5.053,6.6,5.65,4.79,5.43888888888889,4.91,5.43888888888889,0.221218057,5.154,7.76,5.37777777777778,NA,NA,NA,NA
2019-07-22 07:45:00,62.4285,5.938,0.1874,5.097,7,5.68888888888889,4.89,5.47777777777778,5,5.47777777777778,0.222676256,5.196,7.76,5.42222222222222,NA,NA,NA,NA
2019-07-22 08:00:00,62.4301,5.94,0.1887,5.137,7,5.72777777777778,4.99,5.52222222222222,5.11,5.52222222222222,0.223981498,5.234,7.75,5.46111111111111,NA,NA,NA,NA
2019-07-22 08:15:00,62.4421,5.941,0.1887,5.182,7,5.77777777777778,5.09,5.57777777777778,5.22,5.56111111111111,0.223481835,5.281,7.74,5.5,NA,NA,NA,NA
2019-07-22 08:30:00,62.4493,5.943,0.1894,5.242,7,5.85,5.21,5.62222222222222,5.32,5.62222222222222,0.223369666,5.325,7.75,5.53888888888889,NA,NA,NA,NA
2019-07-22 08:45:00,62.4593,5.943,0.192,5.419,7,6.03888888888889,5.37,5.77777777777778,5.48,5.73888888888889,0.223379863,5.452,7.73,5.62222222222222,NA,NA,NA,NA
2019-07-22 09:00:00,62.473,5.947,0.1953,5.612,7,6.22777777777778,5.5,5.97777777777778,5.61,5.96111111111111,0.224063076,5.684,7.71,5.76111111111111,NA,NA,NA,NA
2019-07-22 09:15:00,62.4977,5.949,0.1953,5.763,7,6.37777777777778,5.62,6.12222222222222,5.72,6.1,0.22765249,5.813,7.68,5.93888888888889,NA,NA,NA,NA
2019-07-22 09:30:00,62.5036,5.951,0.199,5.947,7,6.56111111111111,5.74,6.32222222222222,5.85,6.27777777777778,0.229029112,6.008,7.65,6.1,NA,NA,NA,NA
2019-07-22 09:45:00,62.5065,5.952,0.2009,6.131,7,6.76111111111111,5.86,6.5,5.96,6.46111111111111,0.23078303,6.184,7.63,6.27777777777778,NA,NA,NA,NA
2019-07-22 10:00:00,62.5092,5.954,0.2029,6.264,7,6.87777777777778,5.94,6.63888888888889,6.06,6.63888888888889,0.235167826,6.347,7.58,6.43888888888889,NA,NA,NA,NA
2019-07-22 10:15:00,62.5012,5.955,0.2064,6.483,7,7.12777777777778,6.07,6.83888888888889,6.16,6.8,0.235769461,6.507,7.56,6.57777777777778,NA,NA,NA,NA
2019-07-22 10:30:00,62.4951,5.956,0.2081,6.636,7,7.27777777777778,6.14,7.02222222222222,6.23,7,0.233862585,6.709,7.52,6.77777777777778,NA,NA,NA,NA
2019-07-22 10:45:00,62.4931,5.957,0.2106,6.793,7,7.41111111111111,6.21,7.17777777777778,6.31,7.16111111111111,0.242499613,6.855,7.5,6.93888888888889,NA,NA,NA,NA
2019-07-22 11:00:00,62.4763,5.957,0.2103,6.933,7,7.57222222222222,6.27,7.3,6.37,7.3,0.237146083,6.99,7.47,7.07777777777778,NA,NA,NA,NA
2019-07-22 11:15:00,62.4833,5.958,0.2107,7.112,7,7.72777777777778,6.32,7.47777777777778,6.44,7.47777777777778,0.241439104,7.178,7.43,7.22222222222222,NA,NA,NA,NA
2019-07-22 11:30:00,62.4746,5.959,0.2118,7.32,7,7.95,6.39,7.7,6.5,7.67777777777778,0.239369073,7.405,7.41,7.4,NA,NA,NA,NA
2019-07-22 11:45:00,62.474,5.959,0.2118,7.456,7,8.1,6.44,7.83888888888889,6.53,7.83888888888889,0.237686535,7.528,7.36,7.6,NA,NA,NA,NA
2019-07-22 12:00:00,62.4671,5.959,0.2126,7.585,7,8.22222222222222,6.48,7.97777777777778,6.57,7.97777777777778,0.242591388,7.67,7.34,7.73888888888889,NA,NA,NA,NA
2019-07-22 12:15:00,62.4615,5.959,0.2098,7.724,7,8.36111111111111,6.53,8.12222222222222,6.62,8.1,0.242397641,7.804,7.32,7.86111111111111,NA,NA,NA,NA
2019-07-22 12:30:00,62.4554,5.959,0.2126,7.926,7,8.57222222222222,6.56,8.3,6.65,8.3,0.244722603,8,7.29,8.02222222222222,NA,NA,NA,NA
2019-07-22 12:45:00,62.4486,5.96,0.2128,8.122,6.6,8.75,6.58,8.5,6.69,8.47777777777778,0.23835955,8.164,7.25,8.2,NA,NA,NA,NA
2019-07-22 13:00:00,62.4441,5.96,0.2138,8.248,7,8.91111111111111,6.61,8.63888888888889,6.7,8.62222222222223,0.242040739,8.304,7.23,8.36111111111111,NA,NA,NA,NA
2019-07-22 13:15:00,62.4347,5.96,0.2142,8.411,7,9.05,6.63,8.8,6.72,8.8,0.245212068,8.493,7.2,8.52222222222222,NA,NA,NA,NA
2019-07-22 13:30:00,62.43,5.959,0.2147,8.391,6.6,9.01111111111111,6.61,8.83888888888889,6.71,8.83888888888889,0.24301967,8.521,7.17,8.66111111111111,NA,NA,NA,NA
2019-07-22 13:45:00,62.4228,5.959,0.2152,8.578,6.6,9.23888888888889,6.65,8.96111111111111,6.74,8.96111111111111,0.239134537,8.624,7.16,8.7,NA,NA,NA,NA
2019-07-22 14:00:00,62.4045,5.96,0.214,8.89,6.9,9.52777777777778,6.67,9.23888888888889,6.79,9.2,0.237839493,8.867,7.14,8.86111111111111,NA,NA,NA,NA
2019-07-22 14:15:00,62.3885,5.96,0.2153,9.115,6.9,9.73888888888889,6.66,9.47777777777778,6.77,9.43888888888889,0.239542425,9.114,7.09,9.07777777777778,NA,NA,NA,NA
2019-07-22 14:30:00,62.3895,5.96,0.2147,9.168,6.9,9.77777777777778,6.63,9.6,6.73,9.62222222222222,0.243917024,9.293,7.04,9.3,NA,NA,NA,NA
2019-07-22 14:45:00,62.3805,5.96,0.2126,9.305,6.9,9.97777777777778,6.66,9.7,6.74,9.67777777777778,0.244539053,9.354,7.02,9.4,NA,NA,NA,NA
2019-07-22 15:00:00,62.3668,5.961,0.1993,9.711,6.9,10.3611111111111,6.64,10.1777777777778,6.76,10.0222222222222,0.244069982,9.701,7,9.56111111111111,NA,NA,NA,NA
2019-07-22 15:15:00,62.3645,5.961,0.1987,9.679,6.6,10.3,6.62,10.1388888888889,6.71,10.1388888888889,0.239756566,9.815,6.95,9.83888888888889,NA,NA,NA,NA
2019-07-22 15:30:00,62.3691,5.959,0.1985,9.629,6.9,10.2388888888889,6.61,10.0777777777778,6.69,10.1,0.241245358,9.744,6.93,9.87777777777778,NA,NA,NA,NA
2019-07-22 15:45:00,62.3554,5.958,0.2,9.529,6.6,10.15,6.59,10,6.68,10.0222222222222,0.240388793,9.656,6.93,9.83888888888889,NA,NA,NA,NA
2019-07-22 16:00:00,62.3402,5.958,0.202,9.49,4,9.58888888888889,6.58,9.96111111111111,6.65,9.96111111111111,0.240674314,9.628,6.94,9.77777777777778,1985.34398441447,1985.34398441447,1883.82071248418,695.622418781585
2019-07-22 16:15:00,62.3371,5.956,0.2027,9.377,6.9,10,6.51,9.9,6.61,9.87777777777778,0.242540402,9.531,6.95,9.73888888888889,1991.70633457995,1999.22220754063,1897.75792257146,710.249994784172
2019-07-22 16:30:00,62.3324,5.955,0.2016,9.274,6.9,9.88888888888889,6.46,9.76111111111111,6.54,9.77777777777778,0.239501636,9.43,6.96,9.66111111111111,2849.03592015195,2315.3115129467,1905.62165107788,NA
2019-07-22 16:45:00,62.3312,5.954,0.2007,9.151,6.9,9.77222222222222,6.41,9.62222222222222,6.48,9.63888888888889,0.240103271,9.303,6.97,9.56111111111111,3794.22252429071,3704.06278113924,3257.02072134658,807.681032398517
2019-07-22 17:00:00,62.3494,5.953,0.1995,9.035,6.9,9.65,6.35,9.5,6.45,9.53888888888889,0.238328958,9.181,6.99,9.43888888888889,3875.1449623799,3837.59510809328,3420.79172551172,867.401634021083
2019-07-22 17:15:00,62.3656,5.953,0.1989,8.9,7,9.51111111111111,6.29,9.37777777777778,6.38,9.4,0.234586586,9.065,7.01,9.32222222222222,3897.32358517059,3807.21205718976,3473.04847426088,867.32345681542
2019-07-22 17:30:00,62.3769,5.952,0.1986,8.773,7,9.37777777777778,6.23,9.23888888888889,6.32,9.26111111111111,0.23682997,8.917,7.03,9.2,3990.76673060344,3878.24511225936,3514.42521294682,873.917902472369
2019-07-22 17:45:00,62.3762,5.951,0.1983,8.635,7,9.23888888888889,6.16,9.1,6.26,9.13888888888889,0.231425454,8.793,7.06,9.07777777777778,3999.87212035071,3939.83651629292,3560.86176567807,881.772934598891
2019-07-22 18:00:00,62.3856,5.951,0.1978,8.511,7,9.12222222222222,6.08,8.97777777777778,6.18,9,0.234474417,8.666,7.08,8.96111111111111,4055.58072212693,3980.61619861257,3572.0595454593,865.84024659087
2019-07-22 18:15:00,62.4005,5.951,0.1972,8.387,7,8.97777777777778,5.99,8.86111111111111,6.09,8.87777777777777,0.231823145,8.539,7.1,8.82222222222222,4121.90615992788,4046.96241156555,3631.02460815465,903.072167766017
2019-07-22 18:30:00,62.4158,5.95,0.1971,8.273,7,8.87777777777777,5.87,8.73888888888889,5.98,8.76111111111111,0.229967254,8.42,7.14,8.7,4150.31722973798,4112.8594930075,3704.57016264519,902.731455204742
2019-07-22 18:45:00,62.4208,5.95,0.1968,8.151,7,8.75,5.78,8.62222222222223,5.89,8.63888888888889,0.232363596,8.301,7.16,8.6,4258.98687371505,4161.68137396409,3723.80662508477,916.917209191728
2019-07-22 19:00:00,62.4392,5.95,0.1958,8.037,7,8.63888888888889,5.69,8.5,5.79,8.52222222222222,0.230395537,8.177,7.17,8.47777777777778,4302.06049406482,4234.72389502728,3782.07231260828,931.489620019251
2019-07-22 19:15:00,62.4444,5.95,0.1959,7.935,7,8.52777777777778,5.6,8.4,5.71,8.4,0.230905397,8.075,7.19,8.36111111111111,4352.15881673712,4299.81326395849,3854.87606534018,931.003045848405
2019-07-22 19:30:00,62.4515,5.951,0.1966,7.826,7,8.42777777777778,5.52,8.27777777777778,5.64,8.3,0.227968603,7.971,7.21,8.26111111111111,4374.45981706205,4284.72730799411,3862.23674446589,938.452490668867
2019-07-22 19:45:00,62.4714,5.951,0.1953,7.737,7,8.33888888888889,5.45,8.2,5.57,8.2,0.225704825,7.872,7.23,8.16111111111111,4447.82937172798,4507.63211958314,3883.44093884485,945.630950459814
2019-07-22 20:00:00,62.4741,5.952,0.1959,7.649,7,8.23888888888889,5.4,8.1,5.51,8.1,0.22554167,7.783,7.25,8.06111111111111,2906.93711167236,2891.9914195815,2940.5649188768,930.369332656064
2019-07-22 20:15:00,62.4967,5.952,0.1951,7.564,7,8.17777777777778,5.33,8.02222222222222,5.45,8.02222222222222,0.222778228,7.699,7.27,7.97777777777778,2824.08971722366,2794.20516995145,2603.69118109112,818.089481576694
2019-07-22 20:30:00,62.5098,5.953,0.1945,7.496,7,8.1,5.27,7.93888888888889,5.38,7.93888888888889,0.223655188,7.624,7.28,7.9,2852.24248438619,2852.24248438619,2631.97768519929,817.593068168292
2019-07-22 20:45:00,62.5056,5.953,0.1949,7.427,7,8.02777777777778,5.21,7.87777777777778,5.33,7.87777777777778,0.220310506,7.555,7.3,7.82222222222222,2920.41558487475,2868.13192990257,2655.26276323012,795.458464933917
2019-07-22 21:00:00,62.5191,5.954,0.1948,7.351,7,7.95,5.13,7.8,5.26,7.8,0.223655188,7.482,7.31,7.76111111111111,2969.77205313401,2910.07814251825,2682.49510829567,839.44561803411
2019-07-22 21:15:00,62.5323,5.955,0.1946,7.278,7,7.87222222222222,5.09,7.72222222222222,5.22,7.73888888888889,0.220626619,7.414,7.32,7.67777777777778,2999.6664427814,2954.89530184436,2742.23238239344,824.535178923743
2019-07-22 21:30:00,62.5503,5.956,0.1945,7.187,7,7.77777777777778,5.06,7.63888888888889,5.17,7.66111111111111,0.219984196,7.336,7.34,7.62222222222222,3013.19966328551,2983.36600325298,2778.25959052933,846.530103423032
2019-07-22 21:45:00,62.5426,5.957,0.1981,7.08,7,7.67222222222222,5.09,7.53888888888889,5.2,7.53888888888889,0.223430849,7.219,7.35,7.52222222222222,2973.4508062452,2965.99854858544,2731.25243230293,830.926729063509
2019-07-22 22:00:00,62.5402,5.957,0.2037,6.974,7,7.57222222222222,5.15,7.42222222222222,5.25,7.42222222222222,0.232628724,7.107,7.38,7.4,2923.55041453613,NA,2711.53721653541,836.894202634387
2019-07-22 22:15:00,62.5536,5.958,0.2119,6.848,7,7.42222222222222,5.25,7.3,5.34,7.32222222222222,0.244467673,6.994,7.42,7.3,2849.68029548949,NA,2675.28579823949,805.183104324506
2019-07-22 22:30:00,62.5496,5.959,0.2189,6.747,7,7.33888888888889,5.3,7.2,5.43,7.2,0.247363678,6.864,7.47,7.13888888888889,2758.29656201313,NA,2598.8788843699,826.747491033506
